,zl,m_h,m_acc,e_h,p_h,con,m_g,e_g,p_g,tb,vel_disp
164100,0.771,202301900000.0,0.0,0.317855,107.54,6.072736,1704673000.0,0.1037642,126.6054,0.1079806,42.32859772659351
164200,0.787,779830100000.0,0.0,0.2733235,-149.3213,5.397377,28023960000.0,0.2478404,-141.6199,0.07915798,126.78909516887252
164300,0.802,153461700000.0,0.0,0.1330579,-13.83006,9.904506,848949500.0,0.1387,-28.66538,0.09333272,45.10376129496532
164400,0.817,295801200000.0,0.0,0.1234745,-2.390199,5.242726,5071965000.0,0.3952352,9.73543,0.08347504,58.62962917063784
164500,0.832,151705000000.0,0.0,0.2722639,-61.57029,6.372255,1165117000.0,0.390648,-21.36723,0.05859554,38.68758656337924
164600,0.847,107398900000.0,0.0,0.3293438,142.4122,5.368174,516714500.0,0.2200849,102.0364,0.06487185,29.423998511779526
164700,0.86,595662100000.0,0.0,0.1845463,-163.2648,3.412924,18944330000.0,0.3366848,-186.1771,0.09336897,95.40779674389596
164800,0.874,2177710000000.0,0.0,0.3384334,125.1164,9.897598,84448810000.0,0.1604677,112.7976,0.1179006,187.48926224071
164900,0.888,121338900000.0,0.0,0.2596538,60.4932,6.191809,641009200.0,0.07360171,66.16746,0.1333962,37.99129294116865
165000,0.902,137404200000.0,0.0,0.4282181,-149.5113,7.576875,812981500.0,0.1789406,-178.4057,0.166237,46.27339323416104
165100,0.915,134896300000.0,0.0,0.1052739,163.9067,3.733192,587793400.0,0.3641549,140.9143,0.1941668,34.36740338103499
165200,0.928,147910800000.0,0.0,0.3099063,-25.06653,8.369706,915357900.0,0.5071753,-34.51949,0.1037647,44.57405882297149
165300,0.94,829850800000.0,0.0,0.07841869,167.3042,6.706653,25455000000.0,0.09610952,169.0928,0.1129181,107.88621982364668
165400,0.953,182810000000.0,0.0,0.3797602,-49.24951,9.700493,1522971000.0,0.3811598,-32.44765,0.1200882,53.99035761470733
165500,0.965,189234400000.0,0.0,0.2039524,-175.5148,5.239641,1279153000.0,0.2620635,-197.5928,0.1833539,44.60862920089808
165600,0.978,119674100000.0,0.0,0.1917354,-171.7033,7.99065,420370200.0,0.4220997,-229.1319,0.03909699,33.077859952315535
165700,0.99,554625700000.0,0.0,0.3921602,-131.4206,4.380091,15781680000.0,0.1733625,-94.19689,0.1006628,86.46495889467896
165800,1.003,110917500000.0,0.0,0.108868,-15.69724,11.9692,443797600.0,0.4261187,-9.163825,0.08618789,47.47262002581807
165900,1.014,228034200000.0,0.0,0.1376135,103.5724,9.832944,1775092000.0,0.2823534,103.3156,0.09396132,55.72536518649802
166000,1.026,516416400000.0,0.0,0.4081135,159.8372,4.033252,14936960000.0,0.4301497,190.4885,0.08897784,87.29201486586446
166100,1.038,269773900000.0,0.0,0.1960662,85.81382,5.375437,3070644000.0,0.1386313,97.80925,0.1312696,50.803017069751775
166200,1.05,1603245000000.0,0.0,0.2701094,99.74969,4.372601,43400400000.0,0.3499131,54.12502,0.04536189,194.89650172700712
166300,1.063,124451500000.0,0.0,0.1846911,125.6853,7.731568,605825500.0,0.3179728,93.00077,0.09746943,41.59091258274951
166400,1.075,167109100000.0,0.0,0.1190253,17.92685,4.300579,995682100.0,0.242765,25.88247,0.09408205,35.50151624144681
166500,1.085,1559553000000.0,0.0,0.1491112,-177.7549,2.788536,67062340000.0,0.3235064,-161.325,0.1065731,159.73690012970224
166600,1.097,161808000000.0,0.0,0.306424,-11.09408,7.939746,645759800.0,0.424686,-12.44231,0.05416961,39.45059389100244
166700,1.109,123310500000.0,0.0,0.2616152,56.41302,4.464654,403841500.0,0.2500669,78.45825,0.07684503,29.78068396086036
166800,1.12,123310500000.0,0.0,0.123593,-58.49645,4.003771,525397200.0,0.05570721,-72.85222,0.08419105,30.05722292538748
166900,1.131,1273503000000.0,0.0,0.1370878,91.34588,5.071738,66506420000.0,0.2518661,50.63098,0.09498833,170.2553067585719
167000,1.143,368129000000.0,0.0,0.4482463,-70.80407,5.560327,5905820000.0,0.332399,-62.98557,0.0781976,65.29510412339674
167100,1.154,217771000000.0,0.0,0.3480183,45.99431,8.531543,1248763000.0,0.1643892,96.66875,0.07264811,49.523827036494026
167200,1.165,169824400000.0,0.0,0.3390471,141.3314,7.383445,1066595000.0,0.1344264,83.57203,0.0484521,42.67042195237954
167300,1.176,247742200000.0,0.0,0.2474426,164.8102,4.566643,2170785000.0,0.5477304,152.6596,0.1723876,48.64152836031997
167400,1.187,240436300000.0,0.0,0.3014792,-88.86015,8.121131,2661102000.0,0.4136106,-43.83018,0.08319178,56.805568737060085
167500,1.198,266685900000.0,0.0,0.2608683,-169.842,5.323224,3015637000.0,0.1890174,-124.8118,0.04837214,56.19365069092613
167600,1.209,104231700000.0,0.0,0.2997519,-101.6408,8.940496,283752200.0,0.4313144,-145.4365,0.07610544,40.80454231056859
167700,1.219,751622900000.0,0.0,0.1366239,-36.9088,5.998285,17912490000.0,0.3672444,-28.30186,0.06193654,112.3148416879748
167800,1.23,179060600000.0,0.0,0.5225157,-43.93307,6.241211,858193600.0,0.3788054,-27.48386,0.07593698,41.0997798083021
167900,1.241,213304500000.0,0.0,0.2375363,65.16283,7.110674,1223898000.0,0.216003,19.47808,0.08942072,48.25760088119819
168000,1.252,299916300000.0,0.0,0.2899225,137.8503,6.96052,2766911000.0,0.5123323,141.499,0.04997688,57.70036459293211
168100,1.263,285759100000.0,0.0,0.2851191,-49.90219,5.856197,3227319000.0,0.2297642,-63.41173,0.1484055,57.36669119929216
168200,1.274,116681000000.0,0.0,0.2867912,-8.39683,5.09544,450794200.0,0.7203139,-23.09147,0.05215175,31.010655019184107
168300,1.284,164437200000.0,0.0,0.273397,115.0557,4.806138,786623300.0,0.3178321,89.27246,0.05286262,35.32905010108514
168400,1.295,141253800000.0,0.0,0.1121769,-97.05166,11.21852,643902900.0,0.3061135,-148.1196,0.08170625,53.17437038384128
168500,1.306,176197600000.0,0.0,0.1044231,-145.813,9.288728,828916900.0,0.1828673,-157.7174,0.07000806,49.36948601950368
168600,1.317,115080000000.0,0.0,0.2152036,18.3743,8.010567,430945000.0,0.3598503,8.5512,0.08899145,43.35235346706214
168700,1.327,124738400000.0,0.0,0.2057524,-60.80489,5.172128,507653500.0,0.3653077,-41.11363,0.1186257,38.98209518982557
168800,1.337,230674700000.0,0.0,0.1507718,-160.3203,7.291935,2101877000.0,0.4479919,-146.2246,0.1188504,56.8178855707853
168900,1.347,304789500000.0,0.0,0.1619209,-110.9099,6.214796,1993877000.0,0.3038273,-161.8099,0.07397521,51.52526597850792
169000,1.358,100693200000.0,0.0,0.3093641,-42.75383,5.454755,385516100.0,0.240397,-11.03806,0.07684921,33.85568646800466
169100,1.368,148251800000.0,0.0,0.1103766,11.43129,5.363505,834813300.0,0.2099665,8.642444,0.07635725,38.795198096209845
169200,1.378,294442200000.0,0.0,0.1661862,-176.2817,4.039104,2534088000.0,0.2976858,-114.7397,0.1013769,47.6387783880664
169300,1.389,295801200000.0,0.0,0.1398655,146.4611,6.164188,2536843000.0,0.3388628,148.8183,0.1035449,55.721352445969615
169400,1.4,104954200000.0,0.0,0.01097915,156.1637,9.499488,265545100.0,0.4591884,142.5891,0.09733678,48.22741700511625
169500,1.41,112719700000.0,0.0,0.2538258,83.84548,6.398756,335671400.0,0.3563964,33.41236,0.1436686,45.37627220338771
169600,1.419,1104079000000.0,0.0,0.2061084,1.557069,4.626233,27672040000.0,0.08923939,37.90934,0.09542235,115.13052966064365
169700,1.431,123026900000.0,0.0,0.21525,153.2626,7.85654,497468400.0,0.3909615,119.188,0.08507258,44.73274458540996
169800,1.441,105196200000.0,0.0,0.2037174,-125.9002,5.042893,390910800.0,0.4354421,-78.79764,0.2386638,47.06817192110165
169900,1.451,107646500000.0,0.0,0.08094915,-61.23564,7.636316,228068700.0,0.2314024,-60.80413,0.07994767,41.0597202110208
170000,1.461,197242300000.0,0.0,0.4598326,-103.2084,5.018474,1081700000.0,0.2237183,-106.8967,0.1018864,43.97828026230186
170100,1.471,1592209000000.0,0.0,0.178361,-136.5473,3.88737,39905500000.0,0.2660685,-151.9858,0.05280954,171.4905638890412
170200,1.481,408319400000.0,0.0,0.1412267,125.5595,5.957665,4453812000.0,0.2097771,143.5092,0.07016243,64.766967385352
170300,1.492,116681000000.0,0.0,0.312879,-114.8025,5.343292,378403300.0,0.1547822,-79.066,0.0918559,37.5225542502528
170400,1.502,103514200000.0,0.0,0.3876095,88.19517,8.280881,279769400.0,0.3320448,48.89518,0.1299379,50.315219412831325
170500,1.511,9418896000000.0,0.0,0.2303809,-116.7795,3.351348,122499500000.0,0.3764541,-107.571,0.1127508,211.8066524145472
170600,1.522,100693200000.0,0.0,0.1687602,-171.99,4.357234,181888500.0,0.2203974,-169.0382,0.05502826,27.47468930894582
170700,1.532,100230500000.0,0.0,0.343495,134.3774,8.294248,282274800.0,0.3631334,153.2516,0.1009395,46.804745174651245
170800,1.542,181551600000.0,0.0,0.1872683,9.763609,2.769469,802063600.0,0.452718,-54.06064,0.03611138,33.99193091941252
170900,1.552,310456000000.0,0.0,0.3248094,-65.08294,4.149925,2752993000.0,0.3163043,-62.42731,0.06594392,51.33538194925606
171000,1.562,306902200000.0,0.0,0.1009435,-135.0104,3.122774,3238336000.0,0.3306484,-120.0643,0.09072767,48.90756218607405
171100,1.572,204644500000.0,0.0,0.2341766,178.3983,3.932213,1073640000.0,0.3612134,195.2443,0.05638813,38.48729491874671
171200,1.582,106414300000.0,0.0,0.007821422,131.0523,4.820674,337629600.0,0.5105646,111.8917,0.1393788,40.78030963606015
171300,1.591,366437600000.0,0.0,0.1812924,21.90277,4.804282,2287630000.0,0.4189816,-15.1092,0.09496916,53.03248406072376
171400,1.601,206538000000.0,0.0,0.3447565,123.6796,4.96047,991779000.0,0.03608044,60.5685,0.061729,41.35046107922727
171500,1.611,341192900000.0,0.0,0.3100233,-173.6986,5.278995,2566755000.0,0.2075311,-269.7326,0.06520752,54.628178116489806
171600,1.622,132739400000.0,0.0,0.3833265,57.90907,2.895085,474291500.0,0.4304879,40.69063,0.08418243,30.26618771436035
171700,1.632,509330900000.0,0.0,0.1341654,-103.1806,4.082925,5472044000.0,0.2340881,-79.36903,0.05202134,70.5954857023521
171800,1.642,926829800000.0,0.0,0.1354166,94.005,4.445305,20700200000.0,0.074087,109.2585,0.03918325,143.93627044485143
171900,1.653,1183042000000.0,0.0,0.07805858,-28.91271,3.976974,34312090000.0,0.561511,-85.21894,0.07726868,136.06701263506275
172000,1.663,438530700000.0,0.0,0.319739,111.4262,3.614207,3711524000.0,0.3383424,105.0492,0.04203397,63.44522293654257
172100,1.673,258821300000.0,0.0,0.3008186,-23.10513,5.278783,1441860000.0,0.1252842,11.8506,0.09654532,50.36398030493838
172200,1.683,243781100000.0,0.0,0.158638,165.83,5.002232,1403649000.0,0.4283221,188.3863,0.1349629,52.7104399229458
172300,1.694,344349900000.0,0.0,0.1740014,-21.53811,3.371701,3528151000.0,0.2277504,61.94971,0.08462952,52.73384203592757
172400,1.704,310456000000.0,0.0,0.2290138,-142.7112,2.475594,2899560000.0,0.3043884,-188.6749,0.07954876,46.70785779866795
172500,1.715,105196200000.0,0.0,0.325389,-178.9549,3.868567,235086100.0,0.3553529,-245.3073,0.1034959,34.17559265134995
172600,1.725,130918200000.0,0.0,0.3298178,-165.7588,6.936823,356206600.0,0.1668416,-231.4116,0.1658104,55.56434475856918
172700,1.735,404575900000.0,0.0,0.3281473,125.4673,3.584788,4300744000.0,0.1744593,129.2342,0.09225756,57.2429705821726
172800,1.745,362243000000.0,0.0,0.2272955,-105.4704,5.511468,2207669000.0,0.3876878,-114.0974,0.07835855,55.946890836513234
172900,1.755,248885700000.0,0.0,0.2252253,-128.7085,7.261794,1303684000.0,0.03572375,-69.83036,0.1443532,65.10814645952033
173000,1.765,749894200000.0,0.0,0.1138301,-105.1837,3.654654,13162530000.0,0.2712122,-79.03822,0.08485638,87.35187400561928
173100,1.775,279898100000.0,0.0,0.1165128,-44.52995,9.271358,1792624000.0,0.4846409,-41.37818,0.08613224,67.42596244441339
173200,1.785,177418900000.0,0.0,0.1678159,21.41269,5.678673,693195300.0,0.4887041,-9.105851,0.04701479,40.449586409199725
173300,1.795,214289100000.0,0.0,0.2808062,-133.87,3.783087,1048208000.0,0.3827924,-90.01871,0.06625886,39.87964103781781
173400,1.805,331131100000.0,0.0,0.2892561,31.19796,2.736089,2155768000.0,0.5362715,40.77207,0.05567252,46.45756054091141
173500,1.815,181970100000.0,0.0,0.3644723,104.3112,2.799513,974544600.0,0.2860714,96.3547,0.05327496,35.41136579315
173600,1.825,125314100000.0,0.0,0.2077691,116.0023,3.822673,312284200.0,0.4461308,150.9374,0.0964698,35.70606064250676
173700,1.835,258821300000.0,0.0,0.2177428,-92.20623,5.132756,1698714000.0,0.3688812,-74.08679,0.1212411,55.20233705380706
173800,1.845,237684000000.0,0.0,0.3571585,-113.0615,3.94931,1600652000.0,0.1891723,-11.17959,0.05102743,45.37008896610318
173900,1.856,112719700000.0,0.0,0.2565281,-52.40325,4.446202,211336900.0,0.4253459,-116.4976,0.06767235,33.18783520934003
174000,1.866,112979600000.0,0.0,0.139287,-143.9096,5.224078,339432400.0,0.3127419,-144.4792,0.08080366,38.96923029156334
174100,1.876,334195000000.0,0.0,0.3149092,4.40939,3.219109,2375266000.0,0.2884293,19.03058,0.06819299,48.66200091100932
174200,1.887,120503600000.0,0.0,0.4202703,-43.40173,7.852107,357811100.0,0.3070941,-35.72812,0.05263902,43.041135115588986
174300,1.897,250610900000.0,0.0,0.2866994,143.6163,7.375189,1481616000.0,0.2663522,80.56542,0.05458521,55.35528757122593
174400,1.908,124165200000.0,0.0,0.451352,120.0701,4.65006,223565600.0,0.5583336,89.15129,0.06371031,34.37132409360671
174500,1.918,262421900000.0,0.0,0.2873504,16.32153,6.644904,1338390000.0,0.3064273,-0.01657505,0.04937707,52.191210246418336
174600,1.929,125025900000.0,0.0,0.1270251,-131.5696,3.956788,300368000.0,0.3623637,-79.52792,0.09420982,36.86051311157426
174700,1.939,145211200000.0,0.0,0.4022048,-16.73246,2.89153,551676500.0,0.2642358,17.66505,0.04898706,31.0550537300144
174800,1.95,117760600000.0,0.0,0.1744811,67.85017,4.529381,325688000.0,0.3736957,128.0545,0.05248455,33.16304134195138
174900,1.96,413999700000.0,0.0,0.1157384,-3.65461,2.792304,3741404000.0,0.274579,11.26037,0.07685357,54.67018186677824
175000,1.972,100693200000.0,0.0,0.2057372,-170.9961,6.896906,324070400.0,0.03789297,-159.9919,0.0949752,47.032560431827925
175100,1.982,146554800000.0,0.0,0.1691373,49.43648,4.175821,627538800.0,0.1433429,53.66381,0.03148047,36.08557726105006
175200,1.992,4549881000000.0,0.0,0.3139513,-142.0062,5.341676,71060690000.0,0.8539091,-167.1946,0.1777371,164.79541542332626
175300,2.003,613762000000.0,0.0,0.1933981,-46.6064,2.247192,7115719000.0,0.4773192,-53.83466,0.05375525,75.89694559042842
175400,2.014,288403200000.0,0.0,0.3461155,156.6022,3.491194,1765831000.0,0.3111826,137.7088,0.04013344,48.867833737770034
175500,2.025,311889000000.0,0.0,0.3339971,-15.88039,4.043017,2448211000.0,0.4432205,-73.28929,0.1249313,56.02961727971479
175600,2.036,209411200000.0,0.0,0.204291,115.3913,3.661134,918869900.0,0.3445831,117.1566,0.05822811,39.63972351019368
175700,2.047,276694200000.0,0.0,0.3181484,-49.3299,4.63089,1510862000.0,0.03931469,-99.48362,0.06167048,49.06041315174558
175800,2.058,309029500000.0,0.0,0.2843548,33.66965,3.699494,1840290000.0,0.1304294,69.76955,0.04871203,49.03940001583823
175900,2.069,148593600000.0,0.0,0.2884382,-31.39057,3.722018,611617800.0,0.3131073,-42.41713,0.1423648,44.9390293581871
176000,2.08,133352100000.0,0.0,0.06521445,-116.5157,10.12077,410737000.0,0.3085353,-116.5373,0.1130512,65.72773602070667
176100,2.091,116949900000.0,0.0,0.2308451,48.57895,8.120855,226590200.0,0.4484174,87.25458,0.1189844,57.621309777910014
176200,2.102,178648800000.0,0.0,0.3517803,-158.7007,3.699895,867633800.0,0.4781007,-122.7274,0.09999267,43.08364623632088
176300,2.113,191425600000.0,0.0,0.4743364,-65.50764,2.014658,856393300.0,0.2281159,-18.81302,0.0575891,33.1877763334282
176400,2.124,125025900000.0,0.0,0.421602,-150.1012,9.035393,334428300.0,0.1619466,-187.5447,0.1052984,60.30842014230102
176500,2.135,107894700000.0,0.0,0.1873966,-28.15234,4.970923,356958300.0,0.1350557,16.87054,0.0479095,35.05952632424748
176600,2.146,113501100000.0,0.0,0.4707481,-136.4119,4.421844,381717200.0,0.0644741,-71.18301,0.1104156,42.5694130699039
176700,2.156,370680700000.0,0.0,0.4232478,151.2116,3.53915,2013597000.0,0.1438833,132.8732,0.1190257,54.28159456567699
176800,2.168,127350300000.0,0.0,0.1725746,162.5321,4.34884,431794400.0,0.1842391,177.937,0.07990689,39.53549058759507
176900,2.178,1636817000000.0,0.0,0.1914786,65.517,3.067184,46433560000.0,0.2779705,85.6421,0.1336076,130.66264962176652
177000,2.19,114287800000.0,0.0,0.1759277,-69.65465,5.247757,294699900.0,0.4166674,-84.70032,0.04968548,36.27559986531263
177100,2.201,378442600000.0,0.0,0.3935382,2.519015,5.279742,2523210000.0,0.2907455,33.49037,0.06107264,60.40326608475588
177200,2.213,130017000000.0,0.0,0.4697888,-142.2096,3.275795,495025800.0,0.4657837,-209.0893,0.13133,41.39400170567141
177300,2.224,219786000000.0,0.0,0.3194096,62.92472,3.764212,1188030000.0,0.1088253,60.04252,0.09138919,46.42834091020769
177400,2.236,117760600000.0,0.0,0.324734,8.15822,5.208243,423002300.0,0.2937317,-6.221188,0.07022447,41.40725513879921
177500,2.247,1258925000000.0,0.0,0.1569036,-178.4709,2.449417,23834050000.0,0.0647249,-258.8581,0.08198766,113.81326980389228
177600,2.259,104231700000.0,0.0,0.1492917,57.37673,3.056825,369618700.0,0.4129532,76.22265,0.1092557,36.31185279160225
177700,2.27,820351500000.0,0.0,0.1426004,153.5039,5.741418,12313570000.0,0.6329452,101.4936,0.06589661,102.5676296851497
177800,2.282,145545900000.0,0.0,0.1830973,-73.53072,6.601831,450913900.0,0.251474,-96.88385,0.06375534,47.56029562240063
177900,2.294,196336000000.0,0.0,0.118209,-146.7883,3.503455,1205364000.0,0.3980753,-170.8264,0.04858998,42.78856454128277
178000,2.306,216271900000.0,0.0,0.2410428,-99.60521,3.131278,999823300.0,0.1784112,-96.65596,0.1042687,44.27887042365226
178100,2.318,132739400000.0,0.0,0.4106587,61.1353,3.485345,321256200.0,0.2915141,45.46132,0.07076534,35.199473198730765
178200,2.33,156314800000.0,0.0,0.2882879,-31.96597,8.426193,766280400.0,0.4384241,4.505452,0.04797564,53.28594878574579
178300,2.342,120226400000.0,0.0,0.2344178,156.315,2.409048,337547800.0,0.629021,216.8465,0.06037621,29.04133060948385
178400,2.353,466659400000.0,0.0,0.1795923,140.2159,5.344166,3699174000.0,0.1441819,131.7287,0.04274602,71.5339662576746
178500,2.365,194088600000.0,0.0,0.1347613,-164.4029,2.309978,676909400.0,0.2222093,-134.8148,0.05648472,33.842883049563376
178600,2.378,106414300000.0,0.0,0.1742437,-159.1789,5.253318,301256300.0,0.1236609,-125.0149,0.09417129,45.19877343474399
178700,2.389,222843500000.0,0.0,0.1848939,-1.489262,4.300708,920280300.0,0.3665102,0.2688324,0.08832804,49.11231392194354
178800,2.401,406443300000.0,0.0,0.3219453,-17.24176,3.252904,2854758000.0,0.6454479,10.53202,0.06971524,55.91227442907936
178900,2.414,104231700000.0,0.0,0.3285588,-146.5734,2.909982,338337100.0,0.1738488,-193.9809,0.06912508,31.938815179691417
179000,2.426,194536000000.0,0.0,0.5396653,48.88525,2.737841,1055859000.0,0.4065523,7.499125,0.07301936,40.03639734011387
179100,2.439,105925400000.0,0.0,0.4515657,-132.0464,4.304251,335500200.0,0.1691041,-62.37825,0.03275143,32.54073463518889
179200,2.452,100693200000.0,0.0,0.3351837,111.1548,3.432741,500806500.0,0.09097743,136.1921,0.04523467,33.31200781221203
179300,2.463,444631300000.0,0.0,0.1681709,4.811635,5.51407,3667373000.0,0.2459244,28.82259,0.06908139,70.49455527755447
179400,2.476,137720900000.0,0.0,0.1980093,-139.1983,3.590156,440341000.0,0.3089972,-108.9263,0.102145,42.22107487136503
179500,2.488,620869000000.0,0.0,0.2083941,-143.2425,3.78474,8373118000.0,0.3523828,-154.7234,0.04781984,91.51257759885986
179600,2.501,416869400000.0,0.0,0.2931227,55.48447,3.843428,4631519000.0,0.2588096,86.16861,0.03956015,75.6745258332606
179700,2.514,143879900000.0,0.0,0.2838742,-72.10439,3.920166,447862900.0,0.2798647,-99.71519,0.05219557,37.110534877062506
179800,2.527,148936100000.0,0.0,0.1141499,27.40948,4.660393,378360400.0,0.3280991,33.11094,0.07344122,43.651462522943184
179900,2.54,248313300000.0,0.0,0.3592126,3.874223,2.645948,2360027000.0,0.02797597,-7.360764,0.04476971,52.94907011417858
180000,2.553,210377800000.0,0.0,0.0466196,-25.2613,2.673415,948696000.0,0.3107343,1.858781,0.08349922,41.149550839150216
180100,2.566,146892600000.0,0.0,0.3272423,33.40026,3.775666,616777700.0,0.2800766,3.922836,0.05915065,39.47632692500154
180200,2.579,167880400000.0,0.0,0.3375045,-93.65074,2.540667,796504400.0,0.3708316,-114.2447,0.03248348,37.83554524844046
