,zl,m_h,m_acc,e_h,p_h,con,m_g,e_g,p_g,tb,vel_disp
86000,1.151,490907900000.0,0.0,0.1085347,-142.097,3.451073,6465106000.0,0.2692476,-101.6153,0.05402157,72.05976964835948
86100,1.162,1093956000000.0,0.0,0.1173446,88.87125,5.547065,35274000000.0,0.2440679,121.3581,0.2679436,104.38409406453592
86200,1.174,115611200000.0,0.0,0.02864125,-96.16356,8.213975,266613400.0,0.2523611,-120.8067,0.1086634,43.801091442463566
86300,1.184,1823896000000.0,0.0,0.1627454,142.7932,6.359038,51667760000.0,0.2919283,195.6993,0.1244317,142.51711294895645
86400,1.196,124165200000.0,0.0,0.3246749,8.138137,7.305626,390341000.0,0.2833236,17.94997,0.0933981,40.727251446659686
86500,1.207,380189400000.0,0.0,0.02177936,34.08052,3.41986,5585908000.0,0.3726857,67.56487,0.06760669,62.20021543255398
86600,1.218,359749300000.0,0.0,0.5057314,74.71073,6.942741,5156579000.0,0.4348586,127.9781,0.115571,65.58923781628494
86700,1.229,722769800000.0,0.0,0.0608458,-137.0573,5.930554,14854170000.0,0.1856323,-207.7625,0.04596296,115.98702692927355
86800,1.241,129419600000.0,0.0,0.3263417,165.0078,4.240542,621814900.0,0.4122303,212.404,0.07978868,32.439294620714485
86900,1.251,264240900000.0,0.0,0.4501241,139.3972,5.85807,2398523000.0,0.3991156,157.271,0.08706157,50.891060543155376
87000,1.262,179060600000.0,0.0,0.2555593,36.06203,7.157274,919481200.0,0.2248129,59.69274,0.1032513,47.61071230985154
87100,1.273,254097300000.0,0.0,0.2522098,-77.08829,4.227329,1804915000.0,0.09758075,-128.7436,0.07356963,43.03175016205331
87200,1.284,187931700000.0,0.0,0.362108,164.6652,3.988292,841233000.0,0.4812805,201.4984,0.07620709,35.0199402029759
87300,1.294,2123244000000.0,0.0,0.5604057,18.75544,4.330986,36133540000.0,0.2561235,64.12768,0.07240887,143.98834096179397
87400,1.305,153815500000.0,0.0,0.03737207,88.54875,5.404441,635073200.0,0.269807,70.68063,0.06020529,35.67295708423371
87500,1.315,1559553000000.0,0.0,0.3232351,-155.101,3.803214,52638590000.0,0.2913854,-134.3038,0.1004898,147.47346659333806
87600,1.326,136144500000.0,0.0,0.1520705,-23.35127,4.832274,351623600.0,0.09983233,89.60366,0.07210781,32.503486663023814
87700,1.336,103752800000.0,0.0,0.3293122,-80.51095,11.56621,296591000.0,0.1624021,-102.2188,0.09612296,52.328877920065295
87800,1.346,186208700000.0,0.0,0.2104185,-44.42757,5.601474,842106600.0,0.2652708,-13.60761,0.07581186,40.59008315504312
87900,1.357,120781400000.0,0.0,0.4029213,-84.06073,10.63347,332225300.0,0.436901,-72.12779,0.08515525,50.31125614932461
88000,1.366,101157900000000.0,0.0,0.3607857,-27.20392,4.26088,206742800000.0,0.3494304,-43.67563,0.07626202,330.8992117364367
88100,1.378,106659600000.0,0.0,0.2028669,19.04943,5.575152,244611000.0,0.2683937,6.945392,0.08178284,34.400372191500566
88200,1.388,281190100000.0,0.0,0.2687416,18.31919,6.788683,2123525000.0,0.276838,79.48882,0.0616764,53.386760928485934
88300,1.399,163305200000.0,0.0,0.286409,-45.00825,5.562143,831312200.0,0.07335692,-43.56845,0.0550853,38.50454857178275
88400,1.409,131825700000.0,0.0,0.1706274,-48.99746,5.133367,641723900.0,0.3773247,-73.48959,0.07153323,36.15127089762616
88500,1.418,1678804000000.0,0.0,0.2741332,108.153,2.272356,49312230000.0,0.3904592,69.04564,0.1058894,137.0322697114981
88600,1.429,108642600000.0,0.0,0.3738454,115.0214,4.942705,325925700.0,0.3829031,73.61566,0.05541072,30.431183204320835
88700,1.439,168655300000.0,0.0,0.02025519,-111.8433,5.584843,600208200.0,0.03755027,-105.168,0.04864185,36.38043832838581
88800,1.449,311171600000.0,0.0,0.100414,-72.01118,8.161805,2979360000.0,0.3577669,-93.43564,0.05766359,62.70900785001769
88900,1.459,285101800000.0,0.0,0.1569246,95.14506,5.164961,2027775000.0,0.4034195,102.3552,0.1050383,50.97426319519073
89000,1.47,110662400000.0,0.0,0.2751503,-1.150264,9.00219,435826200.0,0.5927074,27.41903,0.1087801,50.627037980104085
89100,1.48,110407900000.0,0.0,0.04063662,33.52826,3.72329,310277600.0,0.2194207,31.31386,0.05626198,27.40611628932807
89200,1.49,183653800000.0,0.0,0.06482067,96.34282,3.866685,809513900.0,0.3937803,98.90957,0.1065502,38.51776413887297
89300,1.5,175388100000.0,0.0,0.1693109,-68.35331,3.976792,1006915000.0,0.149596,-20.68032,0.1001619,39.174474688725056
89400,1.51,368129000000.0,0.0,0.5250715,-127.1647,6.00322,4338466000.0,0.3119657,-134.3632,0.04614507,68.8969553558307
89500,1.521,106659600000.0,0.0,0.1258699,26.22976,5.34951,336010400.0,0.2294078,56.75419,0.0794447,35.46139698456206
89600,1.531,103038600000.0,0.0,0.140659,-131.6467,8.255113,348456800.0,0.1633819,-107.0428,0.1240992,50.12627866457111
89700,1.541,147231300000.0,0.0,0.223753,-107.4257,5.727898,644117000.0,0.2636633,-146.6337,0.03088865,37.160283476589
89800,1.551,1458814000000.0,0.0,0.1490521,172.1898,7.172401,36295750000.0,0.3264786,165.5151,0.04624949,178.15833497002538
89900,1.561,796159400000.0,0.0,0.1499503,17.24106,3.205572,19995440000.0,0.4299039,-41.06502,0.09164615,98.19635570832696
90000,1.572,108392700000.0,0.0,0.3061177,-168.7538,5.489758,435714700.0,0.3984499,-196.4227,0.03054711,32.41031689570173
90100,1.582,523600400000.0,0.0,0.3095622,56.37646,4.642925,9036960000.0,0.2774522,43.96849,0.0706458,79.74545830919796
90200,1.592,226986500000.0,0.0,0.2513064,175.8822,3.918077,1381651000.0,0.178225,170.972,0.05048838,41.83127494064659
90300,1.603,100925300000.0,0.0,0.3442523,41.62495,3.762072,250597000.0,0.2645227,95.26645,0.05873156,27.56988205201345
90400,1.613,157036300000.0,0.0,0.364897,164.4026,5.93742,770303200.0,0.4363561,189.7125,0.1283117,49.23303969637341
90500,1.624,103752800000.0,0.0,0.2847092,73.47988,6.158446,305275200.0,0.36996,43.51418,0.09357741,40.68229540057093
90600,1.634,210862800000.0,0.0,0.4746074,-60.15263,5.834552,1223759000.0,0.1984987,-80.63252,0.1126009,51.46404682554183
90700,1.644,438530700000.0,0.0,0.3361274,-77.96712,6.004034,5125013000.0,0.4034648,-81.62179,0.03370525,82.11062150418861
90800,1.654,219786000000.0,0.0,0.08271132,140.7945,4.988671,1086770000.0,0.6681995,88.96706,0.08682101,45.25215584563185
90900,1.664,433510900000.0,0.0,0.3325687,9.237012,4.648905,5151358000.0,0.2835376,13.05024,0.05083708,70.32380382012708
91000,1.674,237137400000.0,0.0,0.1530996,48.61944,5.867947,1251883000.0,0.2499492,41.5727,0.09553461,51.20356171795919
91100,1.684,257632100000.0,0.0,0.1945686,77.30862,4.228041,1915786000.0,0.009482553,108.099,0.05908632,47.18407526543532
91200,1.694,464515300000.0,0.0,0.4396147,11.16686,3.746533,5962667000.0,0.3713752,50.70741,0.03909308,80.1083918727882
91300,1.705,144877200000.0,0.0,0.3303104,-162.61,7.508241,479681000.0,0.08460602,-157.7392,0.110271,52.378904382325366
91400,1.715,131220000000.0,0.0,0.198125,-39.8342,6.935124,505111100.0,0.1205721,-16.95073,0.07677869,44.65158441368442
91500,1.725,386367000000.0,0.0,0.4235124,-118.6486,4.281044,3088252000.0,0.3259035,-84.7281,0.0901695,55.34842599527778
91600,1.736,121618600000.0,0.0,0.08201528,69.61634,8.263025,280039300.0,0.39039,39.23833,0.09203444,49.95430002303367
91700,1.746,293765000000.0,0.0,0.06521576,-94.4581,5.201227,1753441000.0,0.4598518,-96.09881,0.2431756,67.17633519472268
91800,1.757,102093900000.0,0.0,0.2507368,-62.51941,4.543356,340602900.0,0.3470473,-51.39009,0.07643839,34.34352901480101
91900,1.766,1887991000000.0,0.0,0.3760258,-25.1071,2.909975,50568480000.0,0.2946233,2.622484,0.04837581,199.9900421084212
92000,1.777,172186900000.0,0.0,0.2755013,179.904,4.584724,571881800.0,0.01023002,122.0863,0.1164734,44.36394600456692
92100,1.787,1096478000000.0,0.0,0.341223,107.6453,5.517555,28001100000.0,0.1653735,164.6507,0.05990124,141.11359440426156
92200,1.798,200447200000.0,0.0,0.2552917,41.45745,2.438811,943752200.0,0.1613094,52.46261,0.091579,34.95746376067489
92300,1.808,130316700000.0,0.0,0.2898092,-80.24611,2.955011,400811900.0,0.4051468,-77.71184,0.06441881,29.41862687489806
92400,1.818,233883700000.0,0.0,0.2828062,159.9273,4.949876,1829011000.0,0.5814949,107.0766,0.0584449,49.30175544185944
92500,1.829,138038400000.0,0.0,0.4099043,106.1462,2.496122,433061100.0,0.2209433,83.9968,0.09436598,30.831589308042677
92600,1.839,214783000000.0,0.0,0.1637273,38.71107,2.994262,957286400.0,0.1982478,-1.311442,0.06242231,36.53578545924455
92700,1.849,816582400000.0,0.0,0.3080286,-92.21565,5.207265,10956150000.0,0.5065126,-11.99303,0.0616805,94.3047719879794
92800,1.859,314774800000.0,0.0,0.202393,-121.0889,3.25216,2682725000.0,0.2504609,-71.31264,0.06071576,50.87927243039201
92900,1.87,108642600000.0,0.0,0.1643987,-18.39686,8.751293,203560900.0,0.3527597,-91.7879,0.06849496,47.08414825302268
93000,1.88,452897600000.0,0.0,0.4537761,117.6119,4.16772,5162912000.0,0.4667617,92.28543,0.1212721,64.68606534607146
93100,1.89,1678804000000.0,0.0,0.2543384,119.3367,4.125862,51299660000.0,0.4648013,141.8922,0.07203386,170.8765397426756
93200,1.901,199986200000.0,0.0,0.2870509,-77.50715,9.473749,660653400.0,0.3437567,-20.48467,0.04934893,53.41238498334324
93300,1.912,117489800000.0,0.0,0.3005913,-70.85945,9.580188,308788000.0,0.4172405,-30.08364,0.0803608,53.891165264010176
93400,1.923,116412600000.0,0.0,0.3930043,-92.73346,5.710793,479314000.0,0.2533785,-97.12139,0.06747778,40.2870960661675
93500,1.933,178237900000.0,0.0,0.183716,-74.5398,6.03511,662759600.0,0.2749325,-121.5243,0.09580928,50.25507607780338
93600,1.943,432513800000.0,0.0,0.3144341,-16.55326,5.232614,5525208000.0,0.2717147,0.5962464,0.09933649,70.296302713015
93700,1.953,1132400000000.0,0.0,0.1948235,-57.08801,6.114984,25506870000.0,0.4519997,-48.42656,0.04914027,148.7004120115572
93800,1.964,341192900000.0,0.0,0.1264084,-41.92543,5.006085,3427207000.0,0.213363,-41.83869,0.08939124,61.13714652787941
93900,1.974,552077400000.0,0.0,0.1703569,100.8061,6.282392,7114232000.0,0.5372578,65.01085,0.0384846,93.1109713744612
94000,1.985,1140250000000.0,0.0,0.3289222,-143.3635,3.121907,13995190000.0,0.4202908,-127.5934,0.04194931,116.56103821380589
94100,1.996,316227800000.0,0.0,0.01978829,-161.2146,4.798298,2170997000.0,0.4506584,-186.2981,0.1367947,60.3755373334372
94200,2.007,185780400000.0,0.0,0.1073658,24.16617,5.097884,839664600.0,0.2244124,-30.69575,0.09918502,48.66580703899819
94300,2.018,112719700000.0,0.0,0.1854102,-110.7217,5.56438,392517000.0,0.1174586,-107.6557,0.1514803,50.71345721750507
94400,2.028,397191500000.0,0.0,0.1155441,-72.42239,5.884388,3406139000.0,0.3631148,-121.333,0.07072199,65.60689686704151
94500,2.039,131220000000.0,0.0,0.4525089,-147.6246,3.468778,279968800.0,0.1833392,-198.3281,0.1422859,41.246875750078026
94600,2.05,364753900000.0,0.0,0.3733463,138.8393,2.985639,2221316000.0,0.2434648,103.3794,0.07455422,48.359976127344936
94700,2.061,166724700000.0,0.0,0.0238174,-119.8075,2.70242,666484500.0,0.2326154,-107.7888,0.1647371,42.12858879837364
94800,2.071,12647360000000.0,0.0,0.3601017,-19.94312,2.351834,99235260000.0,0.2544035,-3.940837,0.1068316,199.2672575075222
94900,2.082,269153500000.0,0.0,0.5337986,-36.73026,4.424459,1434650000.0,0.3433567,-17.50278,0.1039257,52.22385225731176
95000,2.093,175792400000.0,0.0,0.3728043,117.7849,9.009249,726133600.0,0.2946544,89.17173,0.05252445,54.363913079022055
95100,2.104,374973000000.0,0.0,0.4495954,142.8195,4.491148,2133383000.0,0.104265,119.8054,0.04730676,54.86505702530884
95200,2.115,158854700000.0,0.0,0.3977729,-156.0206,3.274853,606316900.0,0.3461189,-219.6031,0.0847389,37.46221611735805
95300,2.126,104954200000.0,0.0,0.1756364,-158.1812,4.414132,374669800.0,0.1977918,-147.6198,0.1025051,40.7365816599231
95400,2.137,112719700000.0,0.0,0.1077712,-29.18711,4.636197,385278400.0,0.5200436,-57.56681,0.04410225,34.06923650736579
95500,2.148,199986200000.0,0.0,0.2777238,-0.450669,5.524114,867007700.0,0.1977023,21.61021,0.05764535,46.49891341549141
95600,2.158,11455130000000.0,0.0,0.2137594,-2.602397,7.998627,74211940000.0,0.4162884,-23.32426,0.09716083,217.02267653489895
95700,2.17,134896300000.0,0.0,0.1158028,-82.0194,3.360601,462525700.0,0.4031219,-78.27128,0.04907069,32.49338252572499
95800,2.181,151008000000.0,0.0,0.3521841,-100.3394,4.368737,563411100.0,0.2914512,-102.2593,0.04540444,37.13908304508214
95900,2.192,145211200000.0,0.0,0.184178,48.11921,3.879071,684619000.0,0.2863211,44.75418,0.06543928,38.50585695684763
96000,2.203,219786000000.0,0.0,0.3551503,148.6395,4.979182,878502900.0,0.4338226,70.06166,0.1084679,53.21650031086804
96100,2.215,104231700000.0,0.0,0.04724005,174.6098,3.637283,286260300.0,0.06026233,134.1155,0.06301974,32.38074095790121
96200,2.226,161808000000.0,0.0,0.0579614,-137.0648,4.770705,666356900.0,0.248229,-111.1301,0.07927417,44.74493013694873
96300,2.237,100925300000.0,0.0,0.07252941,7.775703,3.498319,233714600.0,0.1263601,39.99697,0.1037207,36.77630553668961
96400,2.248,143548900000.0,0.0,0.3999825,142.785,3.106645,428922800.0,0.2892461,148.3301,0.0547764,32.45779095464638
96500,2.259,432513800000.0,0.0,0.2581806,-114.0866,5.008585,2945019000.0,0.08146747,-158.8082,0.05073119,63.34258348126467
96600,2.271,1309182000000.0,0.0,0.2209433,-170.8097,2.313814,15599290000.0,0.4843282,-154.1477,0.04035127,125.29403550354708
96700,2.283,493173800000.0,0.0,0.2253415,149.7824,4.328955,4548654000.0,0.09660899,191.0403,0.08381291,67.70088588061499
96800,2.295,213796200000.0,0.0,0.5571459,48.64475,5.613635,793288100.0,0.2208725,73.69438,0.04458308,45.99209955894069
96900,2.307,119124200000.0,0.0,0.112247,-140.4097,4.549272,271121000.0,0.1416727,-185.7956,0.09150582,41.93859661236537
97000,2.318,550807700000.0,0.0,0.2155336,-170.2588,1.828702,7350935000.0,0.3248659,-188.2753,0.107273,63.60458908558604
97100,2.33,258821300000.0,0.0,0.08228224,-19.77726,5.28714,929631000.0,0.348881,-7.216999,0.08156159,53.56519419344396
97200,2.342,146554800000.0,0.0,0.3779228,-22.23363,3.015993,409008400.0,0.2556672,-37.10177,0.06834893,34.17534965288175
97300,2.354,154525400000.0,0.0,0.3490547,-139.2511,3.161012,628850300.0,0.4703962,-138.9288,0.09185276,39.50805719747713
97400,2.367,101624900000.0,0.0,0.3099824,-14.85488,4.95288,218324000.0,0.697204,-29.55464,0.103024,44.35410747642551
97500,2.379,119124200000.0,0.0,0.2524556,-80.61247,6.261857,363729900.0,0.6100703,-67.10518,0.07798673,47.82015478711459
97600,2.391,3419794000000.0,0.0,0.1152297,155.0311,5.24507,80859930000.0,0.4359253,97.54711,0.103394,195.61949979970865
97700,2.404,240436300000.0,0.0,0.5551728,-155.861,4.101025,1397650000.0,0.3759873,-136.3232,0.1940354,62.543728453373134
97800,2.416,339625300000.0,0.0,0.2789356,37.54861,2.922515,2098984000.0,0.3835585,46.36496,0.07908424,49.87228063794461
97900,2.428,311171600000.0,0.0,0.1167024,-133.9798,5.272,2521732000.0,0.2408039,-147.485,0.1450285,70.13351865358321
98000,2.441,108893000000.0,0.0,0.1106599,-171.9694,9.281882,204610800.0,0.2849691,-168.5237,0.05475503,51.404475846370254
98100,2.453,476431000000.0,0.0,0.3640685,-1.499171,3.710773,4743190000.0,0.5225976,-15.68114,0.07038444,67.49825577575405
98200,2.466,216271900000.0,0.0,0.06477925,-129.4904,8.05857,825353100.0,0.601615,-114.1952,0.102487,69.45143152278128
98300,2.479,184501500000.0,0.0,0.3974827,93.15792,4.019486,607798900.0,0.1407126,102.9662,0.04766763,39.56120316681537
98400,2.492,125025900000.0,0.0,0.285636,100.8664,5.539619,386478300.0,0.4198149,131.507,0.05542088,42.16079076499717
98500,2.504,385478400000.0,0.0,0.2487343,-11.2332,8.860331,3303415000.0,0.5517187,-47.79553,0.09408354,86.70635292954911
98600,2.517,122180000000.0,0.0,0.2755849,-1.042076,7.352993,392307100.0,0.1606961,7.424642,0.05985798,49.64566486238613
98700,2.531,122180000000.0,0.0,0.4582097,-34.22831,4.001427,374637800.0,0.5302443,-73.32134,0.09695657,42.80549641665182
98800,2.543,316227800000.0,0.0,0.1021191,86.53686,4.368699,2119556000.0,0.320336,85.09286,0.04797454,56.63138487443179
98900,2.556,270395800000.0,0.0,0.2203546,6.180543,2.920807,1681714000.0,0.2502062,-54.68853,0.06447409,47.01786296433274
99000,2.569,172981600000.0,0.0,0.3448436,124.8016,4.248217,752329000.0,0.4281892,138.7044,0.07925489,46.33253337003557
99100,2.583,105925400000.0,0.0,0.4039265,29.95087,3.723011,242682600.0,0.2723765,47.84353,0.08913197,38.98343009762837
99200,2.596,206538000000.0,0.0,0.1495129,21.00811,4.06396,996708900.0,0.08847818,29.65931,0.07831828,48.14551749995413
99300,2.609,1892344000000.0,0.0,0.1801026,-16.11134,7.260853,37650810000.0,0.495251,12.27901,0.1296944,154.83637632747616
99400,2.623,152405300000.0,0.0,0.4264317,-130.401,3.805083,475579400.0,0.4287951,-51.43733,0.06600915,40.07411302126966
99500,2.637,190985300000.0,0.0,0.3069244,59.53601,5.032961,930451800.0,0.5927707,109.754,0.0846511,53.16887709172604
99600,2.65,494310700000.0,0.0,0.2148747,110.7507,5.076246,5744296000.0,0.3480153,50.46103,0.04996548,82.37214108826029
99700,2.664,1940886000000.0,0.0,0.4860098,92.38864,2.49771,32191390000.0,0.156987,8.950299,0.1076075,123.61211969599192
99800,2.678,772680600000.0,0.0,0.2705447,-109.3252,6.220516,12696280000.0,0.4173844,-178.0145,0.04061817,123.34534971238148
99900,2.693,123026900000.0,0.0,0.1800813,-142.8438,2.352903,299554100.0,0.3503105,-108.1666,0.07339666,31.949609282043703
100000,2.707,105681800000.0,0.0,0.01944011,-12.61596,4.827955,319024800.0,0.2466477,-61.43658,0.0885152,45.355766501480765
100100,2.721,144544000000.0,0.0,0.3440675,59.13345,2.262708,471521000.0,0.4433299,88.05711,0.08421937,35.03218403013582
100200,2.736,144877200000.0,0.0,0.1597535,-18.51742,4.543084,440151400.0,0.2576912,-33.80275,0.07831689,45.85564180886588
100300,2.75,247172400000.0,0.0,0.07567792,-157.3783,3.498416,930406000.0,0.1896798,-213.2685,0.06424159,45.52973686579108
100400,2.765,163681700000.0,0.0,0.1623607,-19.09863,2.702445,614910000.0,0.3743936,-98.69493,0.07012722,37.75385378631663
100500,2.779,285759100000.0,0.0,0.01100085,-60.35382,2.348142,2088229000.0,0.3587973,-63.04953,0.0907138,48.80937144143165
100600,2.794,136144500000.0,0.0,0.3470699,80.08804,3.353389,756507900.0,0.3560276,61.10934,0.08202155,42.40923849826258
100700,2.808,165577000000.0,0.0,0.376223,-164.509,2.211161,888783500.0,0.3092713,-214.782,0.1180663,41.65935636164649
100800,2.823,125025900000.0,0.0,0.04463649,-164.4123,7.332515,322150600.0,0.07916293,-166.1032,0.08363251,57.86337319859447
100900,2.838,153461700000.0,0.0,0.3891127,-153.7469,4.152521,500716900.0,0.2151354,-128.9349,0.09373624,48.12481739249781
101000,2.854,104954200000.0,0.0,0.1459775,-159.537,2.403017,254006800.0,0.4283797,-128.6708,0.08542376,33.48434378078372
101100,2.869,102093900000.0,0.0,0.3303677,126.2316,3.057757,253623000.0,0.5793395,79.72896,0.1168916,41.05902614010248
101200,2.885,103514200000.0,0.0,0.3251439,-56.98486,4.000031,275391000.0,0.09945336,-60.78606,0.06475947,38.45166648622618
101300,2.9,306196300000.0,0.0,0.3794658,42.97271,2.936261,1964354000.0,0.1210256,-42.86073,0.03147252,57.18008741867828
101400,2.917,103514200000.0,0.0,0.1599546,-48.69459,4.440047,330305600.0,0.2080372,5.36653,0.05919743,39.95396007550798
101500,2.934,105438700000.0,0.0,0.3881381,144.067,3.385418,299556900.0,0.4346082,128.8768,0.07317485,37.665570773873725
101600,2.95,392644900000.0,0.0,0.3477499,96.52601,3.073792,2773108000.0,0.6953041,115.1294,0.1004144,60.03033659450409
101700,2.968,136772900000.0,0.0,0.3216015,88.14841,2.685209,410614500.0,0.4710524,62.88447,0.06731324,35.922313764542984
101800,2.986,124451500000.0,0.0,0.423228,-1.162695,3.743095,619466500.0,0.325266,-11.98077,0.06276083,41.56407698787759
101900,3.003,128825000000.0,0.0,0.1014048,136.2155,2.004537,397824600.0,0.1936584,104.6558,0.1592245,41.858503349793615
102000,3.02,458141900000.0,0.0,0.1738101,-26.01398,2.366391,4384143000.0,0.2245901,2.588393,0.02996615,81.70689834888181
102100,3.037,864967900000.0,0.0,0.1503725,147.9777,5.395803,10904790000.0,0.1846481,163.7702,0.1242831,105.1007749723138
102200,3.054,3572728000000.0,0.0,0.09722575,124.9855,3.190516,50974270000.0,0.3781096,123.9434,0.07574889,179.601387586794
102300,3.072,147570700000.0,0.0,0.06611412,-128.7533,2.081254,874914700.0,0.3748654,-79.03308,0.05198761,37.26699043338344
102400,3.09,168267400000.0,0.0,0.06969757,88.33061,5.967106,555477900.0,0.03566376,92.36801,0.07531833,57.01626134109179
102500,3.107,211836100000.0,0.0,0.3675516,147.1451,1.701785,798791300.0,0.1582076,170.6842,0.07639454,37.31573023985558
102600,3.125,220292600000.0,0.0,0.1493168,-119.9822,2.768522,1006705000.0,0.3323213,-118.6515,0.08618437,46.53761893112903
102700,3.144,124165200000.0,0.0,0.5279122,-177.8262,4.031757,381682200.0,0.3104483,-186.5926,0.06034796,41.54339604017213
102800,3.163,109395600000.0,0.0,0.4146331,35.50346,4.022878,359628700.0,0.5766824,30.86749,0.04727226,38.14383073742139
102900,3.181,230674700000.0,0.0,0.03185515,-104.2272,2.977617,1759597000.0,0.6022466,-54.82017,0.1353418,57.06111941263672
103000,3.199,946237200000.0,0.0,0.3974014,142.1843,3.141583,13564090000.0,0.08086464,195.6214,0.06930456,104.47314223368136
103100,3.219,125603000000.0,0.0,0.2347083,73.52837,4.783015,359720000.0,0.2470742,97.20569,0.07761969,49.00331869142313
103200,3.239,257632100000.0,0.0,0.2392198,75.74786,4.312878,1794606000.0,0.4712803,36.92791,0.08607642,61.33828213312793
103300,3.259,204173800000.0,0.0,0.2701128,-20.40278,3.202055,811802300.0,0.2633454,-68.41293,0.1603637,58.631349092501495
103400,3.279,680769400000.0,0.0,0.3529245,-72.98949,3.083066,9229693000.0,0.2186467,-70.71106,0.03798222,107.83494857375337
103500,3.301,109144000000.0,0.0,0.4642216,30.15353,3.209899,256410600.0,0.3200415,55.90646,0.1009372,43.39369452260864
103600,3.322,132434200000.0,0.0,0.2173965,140.4083,3.432702,744599900.0,0.3816802,117.9141,0.1029573,48.94896898776947
103700,3.343,140281400000.0,0.0,0.161185,179.3259,2.333881,680165000.0,0.2976143,126.5022,0.07654268,39.41305889224302
103800,3.365,172981600000.0,0.0,0.2847449,-156.409,4.418097,827057700.0,0.1273492,-166.852,0.08012807,54.08340124195976
103900,3.387,231739500000.0,0.0,0.07737196,127.7172,3.628148,1276864000.0,0.5524707,139.8368,0.06908614,53.02814324976399
104000,3.411,100461600000.0,0.0,0.07807752,97.60676,5.578273,322882200.0,0.6737542,69.84185,0.09047658,54.35756970137952
104100,3.433,117219500000.0,0.0,0.1724394,-67.29287,3.965139,312020400.0,0.146298,-95.04039,0.0910471,47.937498490687766
104200,3.455,107398900000.0,0.0,0.2705486,-35.05587,4.042496,250620700.0,0.3195845,-61.17414,0.09969187,48.87300408422895
104300,3.478,134896300000.0,0.0,0.04854626,-100.7935,3.655592,627994600.0,0.3013463,-73.21305,0.04370278,42.07886691347281
104400,3.501,212813900000.0,0.0,0.3591249,-72.22984,7.136147,1492146000.0,0.5870718,-112.2646,0.1155292,81.44144671110789
104500,3.524,376703800000.0,0.0,0.2258152,-72.66388,2.790653,2950017000.0,0.2907611,-45.39547,0.06754125,61.57315662997131
104600,3.548,331894500000.0,0.0,0.4805578,-48.33775,3.540104,1998800000.0,0.3480975,-58.28081,0.06450646,59.86556607352141
104700,3.574,113762700000.0,0.0,0.3537201,8.723918,2.256069,392206400.0,0.2557996,22.33977,0.03088744,32.434664353793
104800,3.599,133659600000.0,0.0,0.1507894,129.6337,3.063576,451893900.0,0.471908,62.33398,0.1318494,51.3970088732929
104900,3.624,106414300000.0,0.0,0.3320517,-148.9301,2.137862,457483600.0,0.2474073,-80.17084,0.1118574,40.71987512609127
105000,3.649,163305200000.0,0.0,0.0005342193,145.9441,1.996271,720021400.0,0.1128107,131.9813,0.0880013,41.36147266980641
105100,3.675,274157400000.0,0.0,0.3207942,86.03975,3.727688,2393548000.0,0.5591908,64.11601,0.08984048,64.75442726882473
105200,3.701,147910800000.0,0.0,0.08399201,-142.7254,4.27212,397909300.0,0.3037752,-174.7127,0.05131943,45.57743858821082
105300,3.729,240990500000.0,0.0,0.1361238,-123.6164,3.569954,1541238000.0,0.3034483,-153.9481,0.08490506,58.924961285149465
105400,3.759,112719700000.0,0.0,0.4340553,103.3349,4.550427,324238600.0,0.2093985,130.1185,0.06067016,46.75997506026415
105500,3.789,199526200000.0,0.0,0.07628692,-115.6572,3.878313,1006386000.0,0.533035,-146.2286,0.102224,60.12606746132867
105600,3.819,194536000000.0,0.0,0.2425444,-105.4578,4.879399,1299642000.0,0.3315396,-88.46109,0.03815228,57.50263453894839
105700,3.851,552077400000.0,0.0,0.3309044,-135.2881,2.617566,5097226000.0,0.03696927,-148.88,0.06021457,76.30955218341335
105800,3.882,1111732000000.0,0.0,0.09646068,-132.7136,6.082635,21267000000.0,0.5077516,-150.2343,0.05366757,154.35107514283288
105900,3.915,101859100000.0,0.0,0.1927654,120.8152,3.372583,265311300.0,0.2096388,189.4136,0.1688775,56.686788382611525
106000,3.95,228034200000.0,0.0,0.4754705,-113.0198,2.342396,1742912000.0,0.307198,-29.79353,0.06996258,51.924200744118856
106100,3.986,523600400000.0,0.0,0.0179461,128.0036,5.815653,5609048000.0,0.4354286,79.82239,0.1527693,108.606849526081
106200,4.024,105438700000.0,0.0,0.1955724,150.8003,3.79008,364259800.0,0.4292052,203.4891,0.09519789,50.89683787171895
106300,4.06,106659600000.0,0.0,0.2423824,83.72909,3.228869,464287900.0,0.4268126,66.93612,0.09237707,47.84879258904556
106400,4.1,126765200000.0,0.0,0.3232463,-137.6828,4.199323,440119900.0,0.178911,-161.5351,0.1348045,62.60347570841381
106500,4.138,139958700000.0,0.0,0.1492467,141.6933,3.176226,526231300.0,0.5664112,247.4381,0.1033749,52.5322794731475
106600,4.178,259417900000.0,0.0,0.04236859,90.36265,2.817114,2010367000.0,0.3296332,46.69132,0.1501739,67.51270910201487
106700,4.221,518800000000.0,0.0,0.3403076,35.56894,3.204446,7053168000.0,0.409275,38.85255,0.1121457,87.0821704446802
106800,4.265,116949900000.0,0.0,0.01859943,-54.29793,3.053412,464857600.0,0.2007189,-73.12294,0.115019,52.24399372264971
106900,4.31,102329300000.0,0.0,0.1110489,172.6696,2.675672,333348400.0,0.351841,118.3822,0.09045374,44.32809258612063
