,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,EINSTEIN,n_sersic
506,5281542,0,2,0.494,272.2701,0.2101951,90.16632,0.05263149,-66.57181,2.42,-0.5497336,-0.2627759,22.23,22.41762,2.681843,"[-1.4421, 0.7273, 0.0, 0.0]","[-1.3248, 0.2519, 0.0, 0.0]","[4.5386, -0.8413, 0.0, 0.0]","[0.0, 127.46, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1250.92871,2792.11768,-23.2679005,19.4557686,0.493999988,1676.25,1129.8,0.0,19606.1,0.0,0.0,0.0,1,-23.7379560790318,-22.9684234344616,-23.7674234344616,0.053737223078122,9327.0,4.0,0.6136293,-27.8393159961469,0.9693332,0.72034717,0.6247968,0.6247968,24.1998936894362,52.9459255487054,24.08895,1.0,0.902863727510247,0.6136292,2577931391,4778704,0.312,351.5,309.0,0.4705,294.2,0.2959,344.5,0.3662,335.6,-23.7137603977524,0.414,323.9,0.3339,5920.081,1699.8715,-27.8556618475901,5112.1807,4281.635,3909.5203,1,1,3809.0193,4344.1777,5055.4497,4196.5117,52.96196518637431,1643.4811,5975.181,2.4228227,4117.433,-0.1320195,-0.0040057884,-0.0040057884,-0.065459155,-0.008078964,-0.0037434674867513,-0.008078964,0.14735688,0.009017539,-0.008203807932336,0.009017539,-0.008203807932336,-0.134059584868176,-0.0037434674867513,-0.061172531266038,-23.078022,1.0,112548635000.0,2074386085859.16,112548635000.0,0.9056071,0.0054095168887994,0.0083047755364915,-0.0524661947565461,-1.3406435269474,0.74313680353436,-1.34064351755605,0.982126101630449,-1.34064351755605,0.982126101630449,5.13114150274846,-0.204261203435975,0.710213991466038,0.0,11.0513402322058,11.0513402322058,-0.0430601812543747,12.3168895906998,1.43898136240211,4.001084184874882
512,27525361,0,4,0.962,272.2701,0.3022551,-47.03974,0.09421209,-58.02968,2.79,-0.1451541,0.02283743,22.75,21.71349,2.357523,"[0.3637, -0.538, 0.7064, -0.9764]","[-1.0419, -0.8215, 0.3574, 0.8977]","[4.2564, -3.1007, -1.4915, 2.5978]","[46.26, 54.641, 85.777, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1636.23169,6298.58252,-23.6189003,21.3393135,0.962000012,1621.63,774.593,0.0,23293.3,0.0,0.0,0.0,1,-23.1241550885235,-22.7668560880634,-23.6708560880634,0.0774088842025021,11016.0,4.0,0.36962852,-28.3707077010095,0.5218073,0.5213459,0.37005496,0.37005496,24.5248028714548,53.1999334231294,24.470789,1.0,0.951468541401743,0.36962855,2582026257,2924813,0.2827,127.7,115.0,0.4249,110.5,0.2683,125.6,0.3314,123.0,-23.63198918418,0.3743,119.5,0.3024,3840.7412,779.88477,-28.4008356007245,3318.0066,3245.9648,2412.2727,1,1,2351.0837,3293.8943,3281.0842,3056.8833,53.2104290870297,754.1889,3876.6226,2.856944,2998.8088,-0.00026107806,0.00046539048,0.00046539048,0.0003570743,-0.0003402744,-0.0004069080241774,-0.0003402744,0.00044233902,0.0005765197,-0.0004084125640439,0.0005765197,-0.0004084125640439,-0.0003133575728277,-0.0004069080241774,-0.0003122032034417,-22.80441,1.0,66372616000.0,2134250360428.17,66372616000.0,0.19649695,0.0010733706839856,0.014997606289466,-0.0252965317718585,1.1010648493591,0.999115713113421,1.10106484843181,0.998847624963994,1.10106484843181,0.998847624963994,2.92818836642277,-0.431733770386635,0.46659901086541,0.0,10.8219889351948,10.8219889351948,-0.706644186298478,12.3292453634365,1.0197980736208,4.001526695009275
513,16253295,0,2,0.77,172.1869,0.2938049,-26.17366,0.06362815,52.71594,2.78,-0.2620178,0.1419128,23.09,23.26123,0.9657895,"[0.1736, -0.6937, 0.0, 0.0]","[-0.1022, 0.3227, 0.0, 0.0]","[-0.8541, 2.3337, 0.0, 0.0]","[38.107, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1528.10999,4787.41553,-22.2729397,21.8975658,0.769999981,1623.15,907.606,0.0,23192.2,0.0,0.0,0.0,1,-22.966709756701,-22.4188449879044,-23.3218449879044,0.0408191481852948,10591.0,4.0,0.34063587,-27.8918951742669,0.80179316,0.23248059,0.47767973,0.47767973,25.4322813360676,53.6106282542834,25.391916,1.0,0.963505006352646,0.34063584,2581126249,1061795,0.3875,328.4,290.8,0.5913,277.7,0.367,322.2,0.457,314.4,-23.3324558166074,0.5184,304.0,0.4155,3206.1885,796.6281,-27.9088523105098,2848.5112,2657.9263,2050.5942,1,1,1994.2189,2700.3098,2814.4585,2554.2917,53.6138376300494,768.3365,3238.4036,2.7405841,2501.956,-0.32718092,0.13467585,0.13467585,0.44265586,-0.09954316,-0.165097480752134,-0.09954316,0.5504467,0.16747066,-0.0280935059791419,0.16747066,-0.0280935059791419,-0.0923384251465524,-0.165097480752134,-0.542646452871845,-22.628162,1.0,93373200000.0,2082194469498.59,93373200000.0,1.8772128,-0.02433037136574,0.0268950057163834,-0.0194079824772104,1.10365263779979,0.289950828719174,1.10365260846778,0.713105135373662,1.10365260846778,0.713105135373662,3.81990890080328,-0.320863187303465,0.582053005751969,0.0,10.9702222428009,10.9702222428009,0.273513506839422,12.3185212886164,0.477453855108585,3.998464506481606
515,9514685,0,2,0.62,315.5005,0.4746484,-160.2176,0.02530776,-69.89498,1.4,-0.1385514,-0.5053817,21.99,22.27957,2.451309,"[-1.1138, -0.0439, 0.0, 0.0]","[-1.4813, 0.7242, 0.0, 0.0]","[2.5545, -0.7659, 0.0, 0.0]","[0.0, 199.976, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1399.73352,3673.46069,-23.7489605,19.6964169,0.620000005,1739.25,794.431,0.0,10018.1,0.0,0.0,0.0,1,-22.3939268073671,-21.9426627602276,-22.7146627602276,0.0551724619300114,4225.0,4.0,0.22567365,-28.5637180628713,0.40113467,0.292002,0.24657285,0.24635561,23.2072185422984,53.009367687574,23.17175,1.0,0.967859303560808,0.22580045,2567293907,3110638,0.2187,140.6,122.9,0.3283,116.7,0.2076,137.7,0.2563,134.0,-22.6612049951095,0.2893,129.1,0.2339,5232.431,3897.8906,-28.5843334167204,5447.23,5337.1235,4096.6816,1,1,3974.3232,5428.147,5376.855,5192.694,53.0151591083217,3747.7378,5289.0356,1.386352,5079.4116,-0.093882844,-0.035173643,-0.035301752,-0.12639521,-0.026221158,-0.0240895647280362,-0.026126003,0.15744758,0.04397457,-0.0366558342680018,0.043814987,-0.0367893430179408,-0.131721419391715,-0.0240021435508804,-0.0862508378298058,-22.016039,0.9956763,24803731000.0,1009862131019.72,24804920000.0,1186642.4,-0.0100012493880892,0.0095266561273047,-0.016562249777468,-1.10482777558604,0.727940038657673,-1.10482777536606,0.916048363482876,-1.10482776806913,0.915755476386114,2.08196227253214,-0.608054745032726,0.318472855347639,-0.0018818302240678,10.3945378307024,10.3945170127149,6.07431986208424,12.0042620868278,1.30944349376959,4.000834017018521
516,2218308,0,2,0.358,218.273,0.2578872,-52.93566,0.04232021,155.7006,1.99,0.230325,-0.09741372,23.65,22.537,2.019756,"[1.132, -0.78, 0.0, 0.0]","[-0.7325, -0.0816, 0.0, 0.0]","[2.7874, -2.9838, 0.0, 0.0]","[0.0, 30.006, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1033.85706,1906.60205,-22.5860577,19.1732426,0.35800001,1727.45,1257.89,0.0,15443.6,0.0,0.0,0.0,1,-21.9357427128401,-21.1031537374345,-21.9441537374345,0.0140354493701666,7454.0,4.0,0.14189832,-28.6302148877712,0.25979802,0.25478247,0.14495856,0.14404963,24.728505231839,53.7254656486803,24.682762,1.0,0.958744235315211,0.14278868,2575007865,7680505,0.2779,71.98,64.58,0.4195,61.97,0.2635,70.77,0.3263,69.23,-21.9574697331924,0.369,67.19,0.2974,1693.0479,1029.0024,-28.6525893772389,1758.9982,1486.994,1182.4241,1,1,1149.8693,1510.3743,1737.9263,1295.6233,53.7336428817204,992.45123,1709.96,1.994436,1269.2612,0.009746856,2.1049833e-05,2.1098846e-05,2.7270853e-05,0.007540923,0.0071759195998286,0.007523405,0.009746894,0.007540953,0.0023124051223721,0.0075234347,0.0023177895146458,0.0029958083057146,0.0071592494208474,0.0092750784324743,-21.066147,0.97511244,8245676500.0,1103559411740.85,8252335600.0,6658733.5,0.0185618947133468,0.0176219471851279,-0.0216095732903327,0.0013989527412078,0.980694381518533,0.0013989528725357,0.985065489912168,0.001398952816791,0.985030975669076,1.22341840573608,-0.838756133872285,0.0875750099606123,-0.010945303013228,9.91657688123331,9.91622629226247,6.82339163363477,12.042795719008,0.999147719770685,4.002217418683575
518,17431563,0,4,0.792,234.9633,0.4767615,-66.79853,0.08754718,-47.2551,2.48,0.1315208,-0.1091724,22.03,21.2802,1.986977,"[0.6989, -0.6133, 0.4796, -0.2275]","[-0.9611, -0.127, 0.552, 0.7967]","[1.9949, -1.1109, -2.1879, 3.6833]","[0.0, 63.825, 51.398, 46.301]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1543.32178,4956.01416,-23.1048393,21.1628227,0.791999996,1667.76,873.033,0.0,20197.2,0.0,0.0,0.0,1,-23.7044558341945,-23.2234817752613,-24.0224817752613,0.0651666022977124,9679.0,4.0,0.817494,-27.6615937914703,1.4182147,1.1684717,0.88570863,0.88570863,23.971911348765,53.7492481854503,23.973383,1.0,1.00135631363173,0.81749403,2578647990,1219809,0.3959,259.0,225.9,0.5984,214.5,0.3754,253.5,0.4651,246.6,-24.0846419005657,0.5262,237.5,0.4238,7908.8984,2215.79,-27.6771928734659,6924.719,5715.0254,5218.2593,1,1,5041.7935,5826.015,6823.2095,5777.743,53.7573880913073,2119.0376,8006.2134,2.4995654,5633.976,0.014531059,-0.039594594,-0.039594594,-0.09544964,0.0060278005,-0.0288486582581822,0.0060278005,0.09654939,0.040050797,-0.0277816714797677,0.040050797,-0.0277816714797677,-0.0669725367028344,-0.0288486582581822,-0.0695446933576579,-23.290203,1.0,190338860000.0,1543416090681.69,190338860000.0,0.08776503,0.0029905345171907,0.0041668510916453,0.0006643059472072,-0.709859190856474,0.823903247064435,-0.709859190051978,0.92298300031899,-0.709859190051978,0.92298300031899,7.22989014643009,-0.0527091237052664,0.859131698516982,0.0,11.2795274638554,11.2795274638554,-1.05667849438226,12.1884830236176,0.832318716154769,3.998615977845253
520,17743075,0,2,0.798,209.4112,0.5805508,-82.51394,0.03547106,-105.5784,1.9,-0.3294791,0.1690897,21.35,22.94852,1.065107,"[-0.5807, 0.1511, 0.0, 0.0]","[0.7487, -0.0252, 0.0, 0.0]","[1.8983, -0.2294, 0.0, 0.0]","[0.0, 75.013, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1547.33826,5002.24121,-22.8073387,21.4864845,0.797999978,1735.11,775.758,0.0,14592.3,0.0,0.0,0.0,1,-23.6726187702212,-23.2966212508475,-24.1726212508475,0.0292751123205747,6326.0,4.0,0.42999142,-28.1942182615423,0.5275628,0.5255598,0.43038452,0.43038452,22.6841919117634,52.7134478774976,22.665533,1.0,0.982961395009886,0.4299914,2570902679,936014,0.223,205.2,182.6,0.3368,174.6,0.2115,201.5,0.2619,196.8,-24.1435470507696,0.2962,190.5,0.2387,13181.661,8276.885,-28.2130263970817,12995.136,12155.204,9393.357,1,1,9116.4,12359.404,12828.549,10012.563,52.7290054853668,7960.6353,13323.072,1.9034239,9794.871,0.0016009889,-0.00024666666,-0.00024666666,-0.0010268334,0.00038459073,-0.000415007241414,0.00038459073,0.0019019864,0.00045689655,0.0001911110910532,0.00045689655,0.0001911110910532,0.0007955645524139,-0.000415007241414,-0.0017276080024687,-23.347305,1.0,131921330000.0,13573498793464.8,131921330000.0,2.2348897,-0.0037335572499026,0.0151424069660357,-0.0087503076967936,-0.285143828759136,0.996203248557279,-0.285143815966257,0.999086624189039,-0.285143815966257,0.999086624189039,3.64613880731794,-0.366143357693624,0.561833198083284,0.0,11.1203150211139,11.1203150211139,0.349256093972018,13.1326918086648,0.564665883394542,3.997300660904033
521,9204578,0,2,0.612,231.2065,0.3202591,-57.77702,0.06473443,-108.8563,3.01,0.1895496,0.4425307,23.05,23.1579,2.064227,"[-0.3116, 0.3075, 0.0, 0.0]","[-0.4159, 1.5533, 0.0, 0.0]","[-0.9054, 2.3782, 0.0, 0.0]","[99.133, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1391.53992,3615.97778,-22.9275589,20.4755707,0.611999989,1587.31,1027.91,0.0,25524.1,0.0,0.0,0.0,1,-23.3727521983061,-22.6348217215308,-23.5438217215308,0.0880671424854328,7353.0,4.0,0.36288056,-27.8102415699239,0.5879624,0.3947938,0.3796831,0.37960893,25.3224313496586,52.4570657519619,25.234232,1.0,0.921977323894238,0.36290637,1895191357,118861,0.3049,179.0,162.5,0.46,156.6,0.2892,176.3,0.358,172.9,-23.4593863278653,0.4047,168.3,0.3263,3779.2922,595.04254,-27.8258258919895,3254.5813,3219.196,2304.3696,1,1,2246.3848,3266.5608,3218.3,3055.8877,52.4836208643368,575.4699,3814.556,2.9849703,2998.015,-0.03784628,-0.022108544,-0.02216949,-0.19288006,-0.0043500224,-0.0050223280623007,-0.0043380638,0.19655803,0.022592232,-0.0219663648345347,0.022530124,-0.0220269187794387,-0.191639666190868,-0.0050085212389397,-0.0436955019899916,-22.49186,0.9953929,53213487000.0,1824517809397.18,53214573000.0,1087853.8,0.0241924723975533,-0.0058050161494713,-0.0417506170894235,-0.88227571067992,0.671460934481337,-0.882275694806687,0.955932594891378,-0.882275694411724,0.955813799380665,2.96864153718996,-0.42057873322651,0.472557759799123,-0.0020054613434709,10.726030581671,10.7260217185233,6.03657053311985,12.2611481069362,0.996978758500612,4.001546073039293
522,10628141,0,2,0.648,211.3489,0.2540846,-24.69753,0.04396875,14.69115,2.53,0.1476514,-0.3849095,22.87,23.24615,1.488965,"[0.6593, -0.0663, 0.0, 0.0]","[-0.9571, 0.3431, 0.0, 0.0]","[2.8128, -0.7072, 0.0, 0.0]","[0.0, 68.082, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1427.31519,3876.45093,-22.7189999,20.871172,0.648000002,1660.64,994.288,0.0,20693.1,0.0,0.0,0.0,1,-23.0611277804839,-22.4284094007491,-23.2314094007491,0.0475778087089978,7122.0,4.0,0.2911798,-27.7684797013897,0.37967452,0.15477413,0.3481642,0.34815535,24.0029412942479,52.5324387983329,23.92983,1.0,0.934879642217474,0.29113236,1891689922,6692951,0.3078,87.09,78.39,0.4646,75.31,0.292,85.66,0.3615,83.86,-23.2789372122408,0.4087,81.46,0.3295,3824.7139,1063.8169,-27.7834329901223,3363.964,2787.1426,2507.2305,1,1,2442.8042,2828.0613,3326.5735,2835.6104,52.5531083938112,1028.4791,3860.263,2.5278194,2781.988,-0.29475844,-0.06360216,-0.0636688,-0.3003282,-0.062488027,0.0291639727771985,-0.06242262,0.42080823,0.08921026,-0.0842203086943128,0.08911688,-0.0843085561144936,-0.397686713876342,0.0291334462745702,0.137567585448772,-23.303478,0.9973663,168380140000.0,3487675648721.13,168382330000.0,2189456.0,0.034968721763573,-0.003255207165435,-0.0348380626302529,-1.17341759259348,0.407649504737616,-1.17341758781567,0.836350200157762,-1.17341759933008,0.836192774231143,2.83548078547895,-0.458215887273178,0.452626708652969,-0.0011453102416787,11.2262965147994,11.2262908662786,6.34033622189662,12.54253608907,0.770245508925572,4.000004874804698
525,39666024,0,2,1.134,211.3489,0.0163111,-12.25222,0.03609073,-175.6758,2.36,-0.08842408,-0.324502,18.79,19.84828,0.9268993,"[-0.2561, 0.0344, 0.0, 0.0]","[-0.7491, 0.1311, 0.0, 0.0]","[2.6582, -0.3773, 0.0, 0.0]","[0.0, 85.607, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1695.14404,7719.60986,-23.0834999,22.4884777,1.13399994,1684.45,607.835,0.0,19016.8,0.0,0.0,0.0,1,-26.471687255167,-26.3517630984297,-27.1527630984297,0.0788325187464149,9291.0,4.0,0.48191547,-28.339157995888,0.5437827,0.5143735,0.48299634,0.4829963,22.9555744430724,52.4818876769506,22.89657,1.0,0.94710538312391,0.48191553,2577913998,5401926,0.1021,155.6,139.9,0.1545,134.4,0.09682,153.0,0.12,149.8,-27.0740636605778,0.1358,145.5,0.1093,145040.94,45042.32,-28.3602947772657,127340.79,107041.516,96202.21,1,1,93459.92,108777.25,125773.016,103047.34,52.5064523258696,43388.523,146545.38,2.3554213,100891.87,0.027513865,-0.00015833024,-0.00015833025,-0.003928531,0.0011088821,-0.0006033453589088,0.001108882,0.027792916,0.0011201286,0.0009437489956111,0.0011201284,0.0009437490936952,0.0234165435278812,-0.000603345296203,-0.0149703591278861,-23.629465,1.0,408619160000.0,4851443256247.89,408619160000.0,144.10529,-0.0218489050820436,-0.0273572149696341,-0.02814128650978,-0.0709125319890453,0.945917286304649,-0.0709125245438147,0.997762249658616,-0.0709125226532234,0.997762249458246,3.98685353734552,-0.316056160188087,0.600630281538744,0.0,11.6113187266801,11.6113187266801,2.15867992374002,12.6858709561243,0.464215942105442,4.000650049839462
527,11992776,0,2,0.68,210.8628,0.2711435,-18.40812,0.06076846,-115.2686,2.18,-0.0699443,-0.339157,22.39,22.648,1.432992,"[-0.2564, 0.0777, 0.0, 0.0]","[-1.0524, 0.3411, 0.0, 0.0]","[3.7792, -0.7885, 0.0, 0.0]","[0.0, 60.35, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1456.64648,4111.23926,-22.7369595,21.0129032,0.680000007,1707.32,937.774,0.0,17265.1,0.0,0.0,0.0,1,-23.1158454837,-22.5718115907195,-23.3878115907195,0.0649236094702177,8105.0,4.0,0.42303553,-28.1297359861378,0.47712025,0.4036507,0.43580127,0.4358013,23.6013968769751,53.7666337500039,23.539593,1.0,0.944666134153745,0.42303553,2576121234,7695953,0.2722,383.0,330.7,0.4129,312.7,0.258,374.3,0.3203,363.3,-23.3285222223177,0.3627,348.9,0.2916,5376.1514,3035.3262,-28.147447361757,5648.854,4607.1865,3767.4363,1,1,3657.7935,4683.9224,5577.6104,4182.426,53.7706586280392,2921.8333,5433.229,2.1535454,4092.2407,0.07956341,0.004464559,0.004464559,0.025054593,0.01417766,0.0145986950192094,0.01417766,0.08341504,0.014863995,0.0027957911649759,0.014863995,0.0027957911649759,0.0156896601650837,0.0145986950192094,0.0819262062826727,-23.686932,1.0,215634790000.0,5723317585487.32,215634790000.0,0.18503623,0.0012820948122613,0.028128861363857,-0.0292560062502422,0.152535354304976,0.846014617473349,0.152535369303923,0.970707415964178,0.152535369303923,0.970707415964178,3.6466807506946495,-0.360711508478959,0.561897744591413,0.0,11.333718830198,11.333718830198,-0.732743228631709,12.7576478454712,0.703356792411246,3.9995846325256625
531,9983121,0,2,0.632,271.0192,0.3113948,72.85961,0.06909471,93.55882,1.66,-0.354749,-0.3068271,22.73,22.69003,2.122124,"[-0.8089, 0.552, 0.0, 0.0]","[-1.4124, 0.2159, 0.0, 0.0]","[2.2356, -1.0375, 0.0, 0.0]","[0.0, 137.479, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1411.7915,3760.19922,-23.3593197,20.148735,0.632000029,1746.99,880.81,0.0,12361.0,0.0,0.0,0.0,1,-22.0982680031274,-21.6031659863385,-22.4711659863385,0.0380127804580277,5216.0,4.0,0.40301427,-27.5207961591529,0.9245587,0.5416426,0.5117309,0.50823015,23.6373689296678,53.5562947082608,23.660614,1.0,1.02164034156264,0.40478334,2568912011,4213979,0.3363,132.6,118.5,0.5077,113.5,0.319,130.3,0.395,127.4,-22.5045241364057,0.4466,123.5,0.3599,4628.956,2860.8645,-27.5347851287049,4792.578,4661.2695,3529.7822,1,1,3435.0498,4732.586,4737.138,3887.3293,53.5629503526427,2761.671,4673.881,1.6417735,3811.1987,0.22742048,0.056765925,0.057368454,0.12839596,0.10161348,0.116633897852239,0.100546256,0.261162,0.116689496,0.0035638784861984,0.115463935,0.0036017063165403,0.0080609558316631,0.115408920879574,0.261037579533887,-22.42762,0.9607172,47677084000.0,2110825209509.86,47715300000.0,38214976.0,0.0045034880883508,-0.0024906345875067,0.0106342800143528,0.256982232755043,0.585839074341787,0.256982246809496,0.792975945462401,0.256982249686983,0.791008157985876,4.35605621057283,-0.290958358102497,0.639093475258232,-0.017404433928065,10.6786576587076,10.6783096854605,7.58223359117284,12.3244522722995,1.06655786670875,3.999672950144585
533,51316374,0,4,1.28,314.7748,0.549731,174.2664,0.04497797,-23.14677,2.35,0.2575569,-0.04517648,20.39,19.72678,2.074445,"[-0.41, 1.2914, -0.7609, -0.217]","[-0.5597, -0.2239, 0.0784, 0.6511]","[-2.1836, 1.842, 4.6029, -1.7595]","[203.884, 0.0, 192.766, 208.727]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1725.04578,8967.47754,-24.2379189,21.8054333,1.27999997,1685.82,511.758,0.0,18919.1,0.0,0.0,0.0,1,-24.7145023937299,-24.7421963549338,-25.5441963549338,0.153236716543983,8802.0,4.0,0.6644196,-28.1229316100439,1.019902,0.7586195,0.70250154,0.70250154,23.2974135887064,52.7233306568128,23.258524,1.0,0.964815209047506,0.66441953,2577366564,6357875,0.2225,238.5,211.0,0.3394,201.4,0.2108,233.9,0.2624,228.2,-25.6596926320738,0.2976,220.7,0.2386,64677.883,28982.383,-28.143055036566,65070.168,52819.574,45073.57,1,1,43675.742,53755.883,64198.203,49525.418,52.742902966525,27829.822,65410.71,2.249292,48391.61,0.14545971,-0.0039048821,-0.0039048821,-0.020591268,0.027584657,0.0157068524775234,0.027584657,0.14690994,0.027859673,-0.0230099143755034,0.027859673,-0.0230099143755034,-0.12133613660749,0.0157068524775234,0.0828255493169251,-23.353624,1.0,267445940000.0,4336126488518.31,267445940000.0,0.08508875,0.0067137430779873,0.0097335800734248,-0.0181393438771928,-0.0703127833945895,0.743816098871899,-0.0703127776376305,0.945790900855421,-0.0703127776376305,0.945790900855421,5.8424028405716,-0.153352719376236,0.766591498787075,0.0,11.4272360094138,11.4272360094138,-1.07012785631842,12.6371019424566,0.866255170174515,3.9996100328361033
540,9883800,0,2,0.63,183.6538,0.3320744,34.03991,0.04529521,149.1185,1.84,-0.07706372,0.2159443,22.89,23.21472,0.9953695,"[0.1079, -0.2113, 0.0, 0.0]","[-0.2451, 0.6977, 0.0, 0.0]","[-0.7415, 6.4846, 0.0, 0.0]","[26.876, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1409.81836,3745.74634,-22.337059,21.1606312,0.629999995,1739.41,930.25,0.0,14029.4,0.0,0.0,0.0,1,-22.2151954940473,-21.6825475639885,-22.5655475639885,0.025096238476155,6285.0,4.0,0.5850854,-27.6285093801713,0.8725933,0.76419157,0.6318485,0.6318485,23.2541211305177,53.535892612148,23.221008,1.0,0.969962330034128,0.58508545,2570374863,6778553,0.4181,387.9,342.8,0.6285,327.0,0.3968,380.5,0.4902,371.1,-22.5427160022644,0.5536,358.6,0.4472,3143.077,2063.953,-27.6422835552346,3077.5806,3023.3237,2308.319,1,1,2242.8667,3072.119,3039.79,2414.6282,53.5424574054108,1987.8722,3175.4834,1.8295817,2364.3213,-0.021024646,-0.0364393,-0.0364393,-0.06280261,-0.01219891,0.0082686000500968,-0.01219891,0.06622842,0.03842702,0.0375268733494529,0.03842702,0.0375268733494529,0.0646770273806777,0.0082686000500968,0.014250813459997,-23.4321,1.0,224200650000.0,12051092713645.1,224200650000.0,0.31838208,-0.0047239617724221,-0.0037609237949278,-0.0153838353393118,-0.946921209875351,0.875770672814229,-0.946921210694087,0.925989942848942,-0.946921210694087,0.925989942848942,5.36553819647591,-0.199387041181813,0.729613290894087,0.0,11.3506368673625,11.3506368673625,-0.497051384326738,13.081026427657,0.519505370498245,3.999665578054048
541,3043448,0,2,0.402,238.7811,0.3110357,-144.5648,0.06831017,-99.20245,1.86,0.3029643,-0.5773925,21.43,22.31644,2.207021,"[0.3271, -0.2217, 0.0, 0.0]","[-1.7816, 0.3561, 0.0, 0.0]","[2.9844, -0.442, 0.0, 0.0]","[0.0, 90.738, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1111.57385,2184.91382,-22.85462,19.2445526,0.40200001,1738.05,1193.14,0.0,14216.6,0.0,0.0,0.0,1,-23.931978711141,-23.1675211797297,-24.0505211797297,0.078162811634833,6588.0,4.0,0.5658027,-28.1243910961651,0.84481114,0.82787186,0.5874587,0.5874587,22.9629782154974,52.6081747243589,22.876444,1.0,0.923392321770717,0.5658027,2570956128,978933,0.2541,911.4,827.9,0.3817,798.1,0.2412,897.7,0.2979,880.5,-24.0188892661577,0.3363,857.5,0.2718,11319.758,6992.0005,-28.1423945839296,11320.264,10227.208,7967.9653,1,1,7779.1353,10364.815,11203.672,8591.592,52.626097046219904,6777.447,11416.907,1.9314762,8441.448,-0.0045827683,0.016745318,0.016745318,0.009030743,-0.008497629,-0.0115723111390884,-0.008497629,0.010126998,0.018778056,0.0147884075721525,0.018778056,0.0147884075721525,0.0079753820344615,-0.0115723111390884,-0.0062409425697516,-23.25251,1.0,149503500000.0,2311240389588.73,149503500000.0,0.053850748,0.0107966986557952,-0.0089635932830256,-0.0407498350038235,1.02019826391863,0.97994906022472,1.02019824052984,0.963136120700572,1.02019824052984,0.963136120700572,4.97152050376814,-0.23102266010742,0.696489234891244,0.0,11.1746513599708,11.1746513599708,-1.26880825986802,12.3638451183231,1.1272533236912,3.999782682408233
