,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,EINSTEIN
1431,3384636,0,2,0.418,258.226,0.3175364,59.14788,0.02591256,-172.0963,2.21,0.090915,0.4041902,23.33,22.26441,2.689839,"[0.1842, 0.7409, 0.0, 0.0]","[-0.9554, 1.6762, 0.0, 0.0]","[-2.6683, 2.7146, 0.0, 0.0]","[75.711, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1137.96191,2288.1272,-23.0719795,19.1434212,0.418000013,1703.67,1200.98,0.0,17554.8,0.0,0.0,0.0,1,-22.473979416789778,-21.66284813928369,-22.47484813928369,0.0100771221864996,6868.0,4.0,0.27946264,-27.6867620152742,0.39846185,0.22171317,0.2986596,0.2986596,24.325631047985706,52.57764800319072,24.35239,1.0,1.0249523995679972,0.27946267,1889249546,9294907,0.3431,123.8,110.4,0.5225,105.6,0.325,121.6,0.4043,118.8,-22.475028946671927,0.4583,115.1,0.3677,2848.8787,1473.2737,-27.700965342138108,2957.5764,2408.0476,1997.5432,1,1,1944.9727,2444.202,2923.9236,2214.8433,52.594124196378594,1423.4932,2876.187,2.1999245,2171.7244,-0.28489417,0.0008966829,0.0008966829,0.007696062,-0.033193566,0.0038073402346718,-0.033193566,0.2849981,0.033205673,-0.0329866774056763,0.033205673,-0.0329866774056763,-0.2831184899534731,0.0038073402346718,0.0326776899874705,-22.870556,1.0,116886920000.0,1657938958422.5354,116886920000.0,0.13718434,-0.0156802506306558,0.0078468673444647,0.0120918521618078,1.557292732162043,0.5564225337964879,1.5572927327637407,0.9357230104796465,1.5572927327637407,0.9357230104796465,2.491897575991388,-0.5248235208967567,0.3965301876276161,0.0,11.067765915014297,11.067765915014297,-0.8626954618053018,12.21956853676415,1.3537632577283822
1434,52651621,0,2,1.296,252.3481,0.3321995,-58.01277,0.0549815,67.96396,2.47,0.1313782,-0.2684824,22.75,22.02352,1.25047,"[0.3362, -0.149, 0.0, 0.0]","[-0.8629, 0.2896, 0.0, 0.0]","[2.1361, -1.9525, 0.0, 0.0]","[0.0, 129.029, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1727.44287,9106.41504,-23.6700783,22.4226589,1.296,1669.21,526.21,0.0,20098.8,0.0,0.0,0.0,1,-22.469850643088584,-22.49443879959999,-23.29343879959999,0.0298473331466219,9422.0,4.0,0.2653905,-27.87645321765565,0.4563432,0.3025235,0.28294185,0.2818898,25.794907280622937,53.4747737460896,25.701908,1.0,0.9179104885639038,0.26582736,2578569920,2579182,0.267,165.8,147.0,0.4044,140.4,0.2531,162.7,0.3139,158.8,-23.321939426059867,0.3553,153.6,0.2859,3920.894,1097.5426,-27.8915419304753,3399.0889,2831.4663,2577.8125,1,1,2521.467,2866.629,3367.0095,2819.6104,53.479316271543134,1066.5211,3951.8203,2.4788644,2774.3784,0.041233916,-0.029517435,-0.030534942,-0.19845828,0.0063442816,0.0262250455419892,0.0061328732,0.20269664,0.031187057,0.0163159420371107,0.03014782,0.0168783749669314,0.1096990260420099,0.0253511563655868,0.1704466193872334,-22.149687,0.91598296,37679860000.0,910959445814.0846,37697835000.0,17973632.0,-0.0185470492284963,-0.0006172182792831,-0.0439229951846751,-0.6829698716059377,0.6629297416780635,-0.6829698690363626,0.941468942125616,-0.68296987313415,0.9395123167228396,2.313449455737532,-0.5483028111861679,0.3642600154702041,-0.0381126054225488,10.57631640923624,10.576109280497157,7.254635845510545,11.959499043437113,0.5781502067830867
1440,7120646,0,2,0.554,194.9845,0.1550542,-16.82161,0.03846719,-2.431744,1.36,-0.1248336,-0.05379518,21.93,20.8593,1.095533,"[-0.7131, 0.3099, 0.0, 0.0]","[-0.1102, 0.2818, 0.0, 0.0]","[3.3663, -2.6809, 0.0, 0.0]","[0.0, 18.496, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1327.20374,3205.08569,-22.4371014,20.6460972,0.55400002,1735.41,861.481,0.0,9665.54,0.0,0.0,0.0,1,-22.4421305922931,-21.933990608580466,-22.691990608580465,0.0405238436081949,4225.0,4.0,0.22567365,-28.56371806287128,0.40113467,0.292002,0.24657285,0.24635561,23.20721854229836,53.00936768757399,23.17175,1.0,0.9678593035608076,0.22580045,2567293907,3110638,0.2187,140.6,122.9,0.3283,116.7,0.2076,137.7,0.2563,134.0,-22.661204995109536,0.2893,129.1,0.2339,5232.431,3897.8906,-28.584333416720423,5447.23,5337.1235,4096.6816,1,1,3974.3232,5428.147,5376.855,5192.694,53.01515910832174,3747.7378,5289.0356,1.386352,5079.4116,-0.093882844,-0.035173643,-0.035301752,-0.12639521,-0.026221158,-0.0240895647280362,-0.026126003,0.15744758,0.04397457,-0.0366558342680018,0.043814987,-0.0367893430179408,-0.1317214193917148,-0.0240021435508804,-0.0862508378298058,-22.016039,0.9956763,24803731000.0,1009862131019.7184,24804920000.0,1186642.4,-0.0100012493880892,0.0095266561273047,-0.016562249777468,-1.1048277755860416,0.7279400386576728,-1.1048277753660638,0.9160483634828755,-1.104827768069131,0.9157554763861144,2.0819622725321425,-0.6080547450327256,0.3184728553476386,-0.0018818302240678,10.394537830702395,10.39451701271486,6.074319862084236,12.00426208682782,0.5435459622133001
1441,3747667,0,4,0.434,293.0893,0.4393336,127.8406,0.03871785,-158.842,1.45,0.1273128,0.2276088,23.73,22.27655,2.769943,"[-0.7973, -0.4045, 1.6554, 1.4924]","[-0.8312, 1.6934, -0.134, 0.7276]","[-1.3967, 3.814, 7.316, -6.6821]","[69.025, 0.0, 16.867, 18.376]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1163.39258,2392.34937,-23.4161797,18.9119434,0.433999985,1742.93,1061.99,0.0,10461.9,0.0,0.0,0.0,1,-20.93405283755202,-20.28559521709636,-21.09059521709636,0.0277027242742886,4333.0,4.0,0.43524382,-28.50214135533355,0.78871256,0.33345544,0.53533566,0.53533566,23.16548088017684,52.54102314745034,23.121063,1.0,0.9599153596537146,0.43524384,2567643922,1085646,0.5502,241.8,211.9,0.8311,201.5,0.5218,236.8,0.6463,230.6,-21.11287209036119,0.7309,222.3,0.589,1105.6744,807.8138,-28.522460939885924,1162.9304,1148.5238,856.5347,1,1,831.6229,1167.6566,1148.3042,1041.5399,52.55135649272459,777.5561,1117.336,1.4664676,1019.41,0.020239828,0.10299745,0.10299745,0.40518907,0.0051448834,0.1006481646850764,0.0051448834,0.40569428,0.10312587,-0.0224698031982837,0.10312587,-0.0224698031982837,-0.0883955744797541,0.1006481646850764,0.3959470521018981,-23.104988,1.0,105254494000.0,2126441976788.7324,105254494000.0,8.70308,-0.0115342842967398,-0.0053515204578764,-0.0207449210765973,0.7604431229080961,0.4227844959289413,0.7604431247286387,0.8130297358292984,0.7604431247286387,0.8130297358292984,4.539673277206875,-0.2713738262496676,0.6570245975680874,0.0,11.022240647764098,11.022240647764098,0.9396729756398572,12.32765353682466,1.507415224392352
1442,3250012,0,2,0.412,223.8721,0.3305965,113.416,0.03476815,124.6491,1.97,-0.05242483,-0.2858635,22.41,21.90208,1.907496,"[0.2108, 0.4235, 0.0, 0.0]","[-1.3488, 0.5468, 0.0, 0.0]","[2.5413, -1.5965, 0.0, 0.0]","[0.0, 41.9, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1128.1698,2249.28149,-22.6929989,19.4792213,0.412,1729.3,1192.94,0.0,15254.0,0.0,0.0,0.0,1,-23.09491871026348,-22.319973148616967,-23.165973148616967,0.062591906438272,6747.0,4.0,0.27148035,-27.77908165107958,0.6700234,0.36953288,0.34678122,0.34678066,24.41940018956758,52.57888661081415,24.387157,1.0,0.9707399437972148,0.27148062,1888096232,4837593,0.2833,173.4,155.3,0.4297,148.9,0.2686,170.4,0.3333,166.7,-23.123998380816687,0.3774,161.7,0.3035,4948.05,2998.091,-27.79382143621949,5180.238,4338.543,3457.7932,1,1,3364.4478,4405.437,5119.4404,3797.121,52.5946206039775,2893.731,4996.503,2.0164313,3721.3247,0.15661223,-0.10236813,-0.102368385,-0.24295329,0.06598858,-0.0077791857800277,0.065988414,0.28905654,0.121794,-0.1215450067414457,0.121793695,-0.1215453115915095,-0.2884663209033666,-0.0077791662689067,-0.0184625229242091,-21.89374,0.99998575,35202527000.0,1168626967797.183,35202530000.0,3567.824,0.0180266102030581,0.0188563291713126,-0.0152943085767816,-0.4991067061575414,0.5515223075331477,-0.4991066896408059,0.7828590086893367,-0.4991066840432968,0.7828585251181014,2.9236952420156794,-0.4599444298556092,0.4659321009777473,-6.188740461999004e-06,10.546573877272284,10.54657384026121,3.552403422577946,12.067675904077936,0.995727939901847
1444,17323569,0,2,0.79,236.592,0.3675583,55.43257,0.02708346,-165.521,1.46,0.1289253,-0.1791094,20.37,20.65307,1.0472,"[0.1551, -0.2216, 0.0, 0.0]","[-0.7479, 0.2292, 0.0, 0.0]","[4.2265, -0.7705, 0.0, 0.0]","[0.0, 52.404, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1541.95923,4940.59131,-23.1214619,21.137434,0.790000021,1743.54,621.544,0.0,10551.2,0.0,0.0,0.0,1,-23.95650925524508,-23.661840392365857,-24.475840392365857,0.0572228481318063,4426.0,4.0,0.5176883,-27.694127360585128,0.6674576,0.63658977,0.53395015,0.53395015,22.097456454359257,53.367524471017965,22.137754,1.0,1.0378132099677977,0.5176883,2567664208,7882745,0.2276,160.8,141.4,0.3429,134.6,0.2159,157.6,0.2671,153.5,-24.52795135799792,0.3018,148.2,0.2435,27008.008,20003.58,-27.70551842175871,28419.855,27856.83,21030.486,1,1,20525.592,28237.547,28125.28,26178.445,53.36803525759371,19384.377,27242.09,1.4363589,25720.06,0.013874004,-0.012528761,-0.012528761,-0.019178577,0.00906345,0.0010824794896698,0.00906345,0.02367078,0.0154633755,0.0154254406610922,0.0154633755,0.0154254406610922,0.0236127102736341,0.0010824794896698,0.0016570207054893,-23.468872,1.0,247010340000.0,1629308218411.2676,247010340000.0,0.20939912,0.0054008356448884,-0.0261017482771334,0.0180249482183826,-0.4722650522174297,0.9537531401962482,-0.472265061121606,0.9695441987304072,-0.472265061121606,0.9695441987304072,4.521571267696724,-0.272499287148414,0.6552893804549977,0.0,11.392715133465948,11.392715133465948,-0.6790251477763127,12.212003248147324,0.5746885731256121
1445,988737,0,2,0.268,173.7801,0.37071,127.4608,0.1501473,103.8079,2.19,-0.04899599,-0.4038022,20.33,20.86953,1.563,"[0.2125, 0.1296, 0.0, 0.0]","[-1.299, 0.2618, 0.0, 0.0]","[1.707, -0.6084, 0.0, 0.0]","[0.0, 25.434, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",848.382263,1364.04932,-21.9206009,19.0215492,0.268000007,1706.11,1368.88,0.0,17361.5,0.0,0.0,0.0,1,-25.599936216321144,-24.642197869499668,-25.45719786949967,0.2109968486350859,8802.0,4.0,0.6644196,-28.12293161004389,1.019902,0.7586195,0.70250154,0.70250154,23.297413588706394,52.72333065681277,23.258524,1.0,0.9648152090475056,0.66441953,2577366564,6357875,0.2225,238.5,211.0,0.3394,201.4,0.2108,233.9,0.2624,228.2,-25.65969263207376,0.2976,220.7,0.2386,64677.883,28982.383,-28.14305503656601,65070.168,52819.574,45073.57,1,1,43675.742,53755.883,64198.203,49525.418,52.74290296652504,27829.822,65410.71,2.249292,48391.61,0.14545971,-0.0039048821,-0.0039048821,-0.020591268,0.027584657,0.0157068524775234,0.027584657,0.14690994,0.027859673,-0.0230099143755034,0.027859673,-0.0230099143755034,-0.1213361366074904,0.0157068524775234,0.0828255493169251,-23.353624,1.0,267445940000.0,4336126488518.31,267445940000.0,0.08508875,0.0067137430779873,0.0097335800734248,-0.0181393438771928,-0.0703127833945895,0.7438160988718987,-0.0703127776376305,0.9457909008554206,-0.0703127776376305,0.9457909008554206,5.842402840571595,-0.1533527193762361,0.7665914987870752,0.0,11.42723600941376,11.42723600941376,-1.070127856318418,12.637101942456598,0.6978320681694675
1450,4023899,0,2,0.446,239.3316,0.2407456,85.49597,0.1301792,138.2217,2.96,-0.2114037,0.01837827,23.11,22.42761,2.290243,"[0.9179, -1.2125, 0.0, 0.0]","[0.1723, 1.0129, 0.0, 0.0]","[-1.8748, 3.4464, 0.0, 0.0]","[40.612, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1181.8783,2471.20825,-22.8936577,19.5168877,0.44600001,1595.1,1163.53,0.0,25013.7,0.0,0.0,0.0,1,-23.43488967430875,-22.53777070190186,-23.44977070190186,0.0044978823906001,11388.0,4.0,0.67337364,-28.094166417349925,1.0839838,0.7149295,0.70385474,0.7038548,26.350928888848344,53.65275366631122,26.322124,1.0,0.973818984775559,0.6733735,2582740501,5298810,0.3827,210.7,188.7,0.5793,180.9,0.3628,207.0,0.4499,202.5,-23.44552172017094,0.5091,196.4,0.4098,3541.428,586.4767,-28.112769439498944,3053.938,3015.8462,2177.5881,1,1,2113.849,3067.587,3014.3662,2856.4958,53.65771485634026,564.07697,3579.9272,2.9585245,2793.5935,0.17449072,0.01163976,0.01163976,0.10789422,0.018824272,-0.0209921262491397,0.018824272,0.20515402,0.022132266,0.0070119788706573,0.022132266,0.0070119788706573,0.0649972130912394,-0.0209921262491397,-0.1945855411463377,-23.146803,0.99999976,133476860000.0,8646395978997.184,133476860000.0,216.14891,-0.0052950361870704,0.0112844512767346,-0.0134299507904573,0.2768971094870712,0.6595389121221681,0.2768971049192456,0.9566939281362988,0.2768971049192456,0.9566939281362988,5.517017354287243,-0.1525169603546621,0.7417043500732616,-1.0423068815781749e-07,11.125405981465576,11.125405981465576,2.334753049806386,12.9368351210375,1.2033230798124173
1451,21344260,0,2,0.862,295.8012,0.2490628,175.612,0.04494846,-175.4206,1.67,-0.07229269,-0.2812399,22.41,22.34387,1.707709,"[-0.8263, 0.0912, 0.0, 0.0]","[-0.8623, 0.578, 0.0, 0.0]","[4.9344, -1.0628, 0.0, 0.0]","[0.0, 116.943, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1586.53235,5500.57764,-23.7613392,20.802702,0.861999989,1746.84,640.43,0.0,12453.0,0.0,0.0,0.0,1,-22.20436995149091,-21.937230863785192,-22.80523086378519,0.0205365161182678,5364.0,4.0,0.14562495,-28.612198464802432,0.530948,0.082915775,0.3359898,0.335864,23.04640261812792,53.19229030377348,23.089348,1.0,1.0403466869972802,0.14560485,2568947115,4306561,0.2639,89.18,79.64,0.4002,76.28,0.2502,87.61,0.3105,85.63,-22.79756248174816,0.3515,83.0,0.2827,5628.7544,3483.248,-28.63720511543961,5814.9653,5649.0835,4293.5073,1,1,4163.8477,5746.5474,5739.2227,4711.6743,53.19731206137185,3347.3542,5690.3643,1.6509489,4607.806,-0.532243,0.27035266,0.2705006,0.49940687,-0.2882861,-0.2608123433700782,-0.28812844,0.7298561,0.39532194,0.2969172488917226,0.39510575,0.2970797101221853,0.5484781172701598,-0.2606697153386776,-0.4815201381259065,-22.38083,0.9978692,49091220000.0,2620972940619.7183,49093153000.0,1932823.5,0.0047212402889176,-0.0296161342341695,0.0191241453412531,1.1940062512723333,0.1561655760487247,1.1940062713194772,0.4335830748942652,1.194006265169951,0.4333609453364266,2.860136141262617,-0.4736739067499025,0.4563867058534904,-0.0009263820003015,10.691020925490132,10.691003825187751,6.2861921972899,12.418462537238014,0.923870054107651
1452,14111953,0,2,0.726,226.9865,0.05091462,121.2543,0.06833831,98.12093,3.09,-0.3760399,0.3082425,22.35,22.45766,1.85491,"[0.3528, -0.9196, 0.0, 0.0]","[-0.2427, 1.107, 0.0, 0.0]","[-0.9056, 2.5149, 0.0, 0.0]","[107.332, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1495.10364,4454.02783,-22.9647388,21.0050259,0.726000011,1574.71,943.765,0.0,26341.9,0.0,0.0,0.0,1,-24.02723547268238,-23.392581348673204,-24.310581348673203,0.2787750340872412,11058.0,4.0,0.4435062,-28.41091101639988,0.5737805,0.46868005,0.4567952,0.45679516,24.19386770488732,52.8417177881922,24.09493,1.0,0.912904142035684,0.4435062,2582036841,5336913,0.2733,349.0,311.6,0.4127,298.4,0.2592,342.8,0.321,335.0,-24.165626826476817,0.363,324.7,0.2925,6388.758,1310.5493,-28.437424758185468,5524.2285,5393.5854,4016.9617,1,1,3910.9175,5476.524,5460.2583,5084.654,52.859249192879176,1265.628,6450.9004,2.8518746,4984.127,-0.10056821,0.0010417169,0.0010417169,0.0071152733,-0.014723763,0.0143471925405565,-0.014723763,0.1008196,0.014760569,0.0034687830247712,0.014760569,0.0034687830247712,0.0236929438357768,0.0143471925405565,0.0979961054459157,-23.30952,1.0,179053230000.0,18491733756394.367,179053230000.0,3.993131,-0.0204121819592502,0.0116650564897977,-0.0468801229095399,1.5354798157098313,0.8168281141654873,1.5354798136232466,0.9709082741771105,1.5354798136232466,0.9709082741771105,3.616237879036072,-0.340278468300881,0.5582569909832924,0.0,11.252982159799329,11.252982159799329,0.601313558039041,13.266977631847965,0.8893154273573584
1455,6593207,0,2,0.538,182.3896,0.2865301,74.46973,0.05675295,-165.0983,2.18,0.1340921,0.3566887,22.51,22.57637,1.269441,"[-0.0881, 0.4417, 0.0, 0.0]","[-0.242, 0.9116, 0.0, 0.0]","[-0.9407, 2.103, 0.0, 0.0]","[42.157, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1307.87561,3093.70654,-22.249939,20.7404575,0.537999988,1707.32,1074.77,0.0,17265.1,0.0,0.0,0.0,1,-23.137845502700003,-22.451811590719466,-23.26781159071946,0.0379045584186178,8102.0,4.0,0.62257004,-27.87052380874239,1.3490736,0.63403,0.7676994,0.7676994,23.96027473070896,53.209099821714936,23.972563,1.0,1.011382008484723,0.62257004,2576119377,2527921,0.3679,388.6,344.0,0.556,328.4,0.3489,381.3,0.4323,372.0,-23.275710496159483,0.4889,359.7,0.3939,5116.1924,2924.397,-27.887117819350284,5375.105,4398.809,3579.224,1,1,3488.6108,4462.3545,5316.185,3971.5554,53.21700616252634,2829.2012,5163.306,2.1429276,3897.0913,0.2333483,0.07958091,0.07958091,0.27487788,0.06755753,-0.0189413697116731,0.06755753,0.360568,0.10438938,-0.1026565464596446,0.10438938,-0.1026565464596446,-0.3545826729822707,-0.0189413697116731,-0.0654247754667134,-22.948692,1.0,70905640000.0,2959336231661.972,70905640000.0,0.021354385,-0.0046708729666943,-0.0031225703426563,0.0056270060052604,0.4334658849675805,0.4699743117376386,0.433465877482307,0.8109554924705896,0.433465877482307,0.8109554924705896,6.4280309854251625,-0.1148087988184366,0.8080779615522177,0.0,10.850680781353152,10.850680781353152,-1.6705129316102505,12.471194311311269,0.6031054280541452
1456,24206872,0,2,0.91,236.0478,0.3393915,11.53386,0.03012633,-79.8447,2.81,0.07072991,0.4705178,21.97,22.81334,1.571388,"[-0.0108, 0.3706, 0.0, 0.0]","[-0.3001, 1.2243, 0.0, 0.0]","[-0.4599, 3.1863, 0.0, 0.0]","[127.904, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1612.00269,5880.74756,-23.2054195,21.5517426,0.910000026,1618.52,810.401,0.0,23494.6,0.0,0.0,0.0,1,-23.974840251381885,-23.56268405778736,-24.46968405778736,0.0463072629418019,10913.0,4.0,0.56476414,-28.16346542135051,0.7547528,0.43285003,0.7057739,0.7057739,24.35971444262661,53.26496583293138,24.32394,1.0,0.9675876884748266,0.56476414,2581222575,8766204,0.3087,225.0,200.4,0.4656,191.8,0.2928,220.9,0.3624,215.8,-24.487402744032995,0.4097,209.1,0.3304,8617.153,2055.4624,-28.183916153409065,7594.757,7185.609,5485.7153,1,1,5345.82,7291.8716,7510.414,6857.6274,53.273254542610495,1987.659,8697.545,2.7672167,6727.148,0.027788643,0.11039949,0.11039949,0.26962435,0.011378246,0.0641010127374588,0.011378246,0.27105257,0.11098429,0.0906011720869736,0.11098429,0.0906011720869736,0.2212716851211737,0.0641010127374588,0.1565513864740678,-24.147018,1.0,489810720000.0,14143389511391.55,489810720000.0,17.347563,0.0020174747913637,-0.0010890071981821,-0.0166136519144419,0.7340473251888423,0.5734990339806862,0.734047322414844,0.8002054791458594,0.734047322414844,0.8002054791458594,5.630488611689768,-0.151334406185124,0.7505460843989512,0.0,11.690028285864033,11.690028285864033,1.2392384733637998,13.150553502083875,0.8034785735462896
1457,2324653,0,2,0.364,243.2204,0.1705553,-50.78436,0.1010357,5.050492,1.2,-0.008641982,0.1830612,22.79,21.90521,1.861552,"[-0.1053, -0.7904, 0.0, 0.0]","[-0.8111, 0.9198, 0.0, 0.0]","[-2.259, 6.4665, 0.0, 0.0]","[24.619, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1044.91479,1944.05981,-22.8744392,18.9331093,0.363999993,1710.57,1062.72,0.0,8279.16,0.0,0.0,0.0,1,-21.43593138544688,-20.77590302741912,-21.47590302741912,0.0123985475615346,3175.0,4.0,0.49101967,-28.491408722752183,0.8619698,0.48660052,0.5309578,0.5309578,22.32818376334,53.64747026734779,22.29885,1.0,0.9733435089599354,0.49101967,2566173426,8766294,0.4629,161.5,141.6,0.6986,134.7,0.4391,158.2,0.5436,154.0,-21.4841803740245,0.6146,148.6,0.4955,2369.5642,1626.1917,-28.509341238813665,2156.2444,2219.0542,1762.9691,1,1,1712.4261,2255.532,2129.4429,2192.3533,53.65122189580253,1565.671,2394.1514,1.2092309,2146.0967,0.05270096,0.038372427,0.038372427,0.27331147,0.0073991185,-0.0167534151818479,0.0073991185,0.2783461,0.039079282,-0.0353059965899102,0.039079282,-0.0353059965899102,-0.2514704862999219,-0.0167534151818479,-0.1193278725962313,-22.71246,1.0,72273680000.0,1303967484394.3662,72273680000.0,0.0005280607,0.0115506426891961,0.0085087633543398,-0.0137022915794879,0.6901551858382847,0.5645215341860274,0.6901551760240813,0.9247809468546774,0.6901551760240813,0.9247809468546774,4.406963008405791,-0.2749399948421315,0.6441394051020073,0.0,10.858980168499718,10.858980168499718,-3.277316152920978,12.115266762006204,1.0584503414178392
1459,20068838,0,2,0.84,287.7398,0.3996277,173.8788,0.04701687,43.66924,2.63,-0.7621941,-0.2810591,22.63,22.81917,2.669422,"[-2.0973, 0.4145, 0.0, 0.0]","[-0.626, 0.2777, 0.0, 0.0]","[1.8522, -0.8401, 0.0, 0.0]","[0.0, 339.766, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1573.77795,5328.18213,-23.6723576,20.8005371,0.839999974,1645.89,848.16,0.0,21687.7,0.0,0.0,0.0,1,-23.211067511688203,-22.755184204393064,-23.598184204393064,0.0935302434857251,10490.0,4.0,0.283049,-28.56216948886797,0.79082125,0.3445944,0.34561652,0.33197257,26.007344066780465,53.04920701971417,26.049774,1.0,1.039853220642191,0.28919962,2580545909,6138782,0.2097,122.7,109.9,0.3171,105.4,0.1989,120.6,0.2465,118.0,-23.53036257354789,0.2788,114.4,0.2245,3753.5376,984.17773,-28.593723784567032,3367.9646,3051.9858,2412.857,1,1,2342.3,3103.6765,3325.248,2986.873,53.05874159859422,947.0594,3793.5374,2.694406,2921.94,-0.25679237,-0.06021844,-0.06727643,-0.29751062,-0.058068763,-0.047406019356513,-0.05197675,0.3930075,0.088871256,-0.0672853203697816,0.07954774,-0.0751715995967816,-0.3324247112729967,-0.0424326370194151,-0.2096394433765065,-20.795822,0.8639767,6124883500.0,2082194469498.592,6153031700.0,28148304.0,0.0036760423338779,-0.0012152027673468,0.019342477484584,-1.1414338620728883,0.4357424555735193,-1.1414338491627156,0.8526276555697995,-1.141433858893749,0.8367644457525444,2.775145584736455,-0.4614055070109349,0.4432857712385945,-0.0634979695556832,9.789089152549368,9.787097832499702,7.449452232735121,12.318521288616411,1.228766444081758
1460,5431619,0,2,0.5,153.1087,0.4000833,-50.48605,0.04376613,-46.23914,2.71,0.02912796,0.3718446,19.21,20.90135,0.9441016,"[-0.1576, -0.0254, 0.0, 0.0]","[0.8506, -0.0842, 0.0, 0.0]","[1.8391, -0.2106, 0.0, 0.0]","[0.0, 27.23, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1259.03833,2832.83618,-21.7623978,20.9987087,0.5,1633.8,1124.76,0.0,22487.8,0.0,0.0,0.0,1,-27.049734850634188,-26.24201746361538,-27.12701746361538,0.2704496264322704,10474.0,4.0,0.35206085,-28.142758505632287,0.56590617,0.32804343,0.39130962,0.39130962,24.11765346778258,53.72838508012664,24.052214,1.0,0.941508142744846,0.35206085,2580542323,2898244,0.07663,228.5,202.8,0.116,193.8,0.07266,224.3,0.09008,218.9,-27.396662467359924,0.1019,211.8,0.08206,135722.84,34174.957,-28.16259820468425,120888.14,112185.27,86926.266,1,1,84491.47,114007.63,119416.58,108132.64,53.734316001830855,32938.918,137111.53,2.7308464,105876.4,-0.26606798,-0.0005168552,-0.0005168552,-0.0026047237,-0.05279586,0.0033871133148719,-0.05279586,0.26608074,0.05279839,-0.0526896336199776,0.05279839,-0.0526896336199776,-0.2655326506871006,0.0033871133148719,0.0170695659636266,-22.793468,1.0,104760656000.0,3136323307087.324,104760656000.0,19.90692,-0.000504992031908,0.0208469756159813,-0.0308057802228662,-1.565901636922382,0.5796780991380317,-1.5659016372351309,0.8996989539988234,-1.5659016372351309,0.8996989539988234,3.131938809640812,-0.407479475223367,0.4958132684258353,0.0,11.020198209267209,11.020198209267209,1.2990040711535875,12.496420825455846,0.4647861703454276
