,LENSID,FLAGTYPE,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,KAPPA,FSTAR,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,SIGCRIT,DSLUM,L_I,REFF,REFF_T,weight,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,EINSTEIN
779,41054872,0,2,1.152,265.4606,0.2734485,-99.94618,0.04059411,146.7203,3.01,-0.4023075,0.2293787,22.61,23.04142,1.749652,"[0.3607, -1.068, 0.0, 0.0]","[-0.1555, 0.8545, 0.0, 0.0]","[-0.6721, 2.993, 0.0, 0.0]","[194.342, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1699.66577,7871.32861,-23.6949596,21.9372807,1.15199995,1587.31,675.167,0.0,25524.1,0.0,0.0,0.0,1,-23.27275223730605,-23.074821721530828,-23.983821721530827,0.1002394351432014,11010.0,4.0,0.6988225,-28.591840497632333,1.1792433,0.9533255,0.7376619,0.7196159,24.37348124900539,53.2633671593806,24.454504,1.0,1.0774797221663752,0.7112092,2582024218,9068839,0.2258,143.1,126.7,0.3417,121.0,0.2141,140.4,0.2654,137.0,-23.960177664416445,0.3003,132.5,0.2417,4917.159,892.1549,-28.62670186025443,4239.1934,4184.2246,3056.931,1,1,2977.338,4247.8096,4190.549,3939.2263,53.2710825238733,861.89795,4964.4873,2.912589,3862.2307,0.10593168,0.00014620725,0.00018209418,0.0010565793,0.018256597,-0.0173068462420682,0.014658607,0.105936944,0.018257504,-0.0046686623882377,0.014659335,-0.0058145969318584,-0.0337384902814981,-0.0138960314973257,-0.1004208667572727,-22.129131,0.9263433,17981737000.0,2319048773228.169,18192105000.0,210368510.0,0.0302456941818902,-0.0159622086587999,0.036017994913564,0.0049869135681338,0.8084213585625101,0.0049869132132144,0.9711049105705982,0.0049869135492573,0.964139709250167,5.806966241863679,-0.1321426471327373,0.7639493013191967,-0.033228035277608,10.259882953983336,10.25483164140603,8.322980730934376,12.365309882627256,0.8632609304119417
781,19511933,0,2,0.83,254.0973,0.2538574,110.5418,0.06942554,-56.5585,1.53,-0.2304847,0.2157267,23.29,22.81649,1.430876,"[0.3369, -0.6668, 0.0, 0.0]","[-0.1738, 0.846, 0.0, 0.0]","[-1.5467, 2.0619, 0.0, 0.0]","[105.213, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1567.70752,5250.09521,-23.3386974,21.0921383,0.829999983,1746.5,612.542,0.0,11179.2,0.0,0.0,0.0,1,-21.122053646551336,-20.852152978081563,-21.713152978081563,0.0149969318762338,4618.0,4.0,0.6877668,-28.2223411746144,1.099859,0.854671,0.7683245,0.7683215,24.112044435563725,52.57407716146722,24.0444,1.0,0.939597668300126,0.6877685,2568063450,6292226,0.5136,289.3,255.7,0.7756,244.0,0.4871,283.7,0.6033,276.8,-21.720989157728585,0.6822,267.5,0.5498,1875.3712,1308.0411,-28.23800320276024,1961.6536,1965.9768,1438.2451,1,1,1403.0562,1993.4921,1940.9174,1680.9308,52.58785403301581,1266.8107,1891.9712,1.5172132,1650.8567,-0.12406621,-0.008182723,-0.008182817,-0.018554583,-0.05471484,0.0545288382608099,-0.05471421,0.12544599,0.055323344,0.0093421704545507,0.055322707,0.0093422780268865,0.0211836677510994,0.0545282103845595,0.1236444461667773,-23.541756,0.9999219,185825790000.0,27628202405138.03,185826080000.0,284410.6,-0.0214949131397434,-0.002500760713519,-0.0318689837816299,-1.4965695191683093,0.7770732789235774,-1.4965695134503507,0.895154903600548,-1.4965695154074188,0.8951537597193648,6.527357711481974,-0.1144553179961334,0.8147374135027582,-3.3919723619080304e-05,11.269106665552355,11.269105987792283,5.453945778540571,13.441352629001711,0.6521685784899168
783,44943578,0,2,1.202,205.5891,0.1100603,-178.7518,0.05401944,69.69175,2.74,0.2110908,-0.05472807,23.03,22.91367,0.9213063,"[0.6611, -0.2414, 0.0, 0.0]","[-0.1078, 0.0774, 0.0, 0.0]","[3.475, -1.1131, 0.0, 0.0]","[0.0, 54.599, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1710.99072,8296.25977,-23.0620193,22.7343922,1.20200002,1629.24,621.861,0.0,22789.2,0.0,0.0,0.0,1,-22.55664537911739,-22.446555896366792,-23.341555896366792,0.0091188060862194,10591.0,4.0,0.34063587,-27.89189517426685,0.80179316,0.23248059,0.47767973,0.47767973,25.432281336067582,53.61062825428344,25.391916,1.0,0.9635050063526458,0.34063584,2581126249,1061795,0.3875,328.4,290.8,0.5913,277.7,0.367,322.2,0.457,314.4,-23.33245581660736,0.5184,304.0,0.4155,3206.1885,796.6281,-27.9088523105098,2848.5112,2657.9263,2050.5942,1,1,1994.2189,2700.3098,2814.4585,2554.2917,53.6138376300494,768.3365,3238.4036,2.7405841,2501.956,-0.32718092,0.13467585,0.13467585,0.44265586,-0.09954316,-0.1650974807521344,-0.09954316,0.5504467,0.16747066,-0.0280935059791419,0.16747066,-0.0280935059791419,-0.0923384251465524,-0.1650974807521344,-0.5426464528718452,-22.628162,1.0,93373200000.0,2082194469498.592,93373200000.0,1.8772128,-0.02433037136574,0.0268950057163834,-0.0194079824772104,1.1036526377997895,0.2899508287191737,1.1036526084677831,0.7131051353736615,1.1036526084677831,0.7131051353736615,3.81990890080328,-0.3208631873034647,0.5820530057519685,0.0,10.970222242800942,10.970222242800942,0.2735135068394215,12.318521288616411,0.46462322535038536
784,4017901,0,2,0.446,185.7804,0.4853678,-166.4506,0.1237285,164.2754,1.11,-0.07943533,-0.2774032,20.37,21.68191,0.8885802,"[-0.5958, 0.0091, 0.0, 0.0]","[-0.4777, 0.1732, 0.0, 0.0]","[2.373, -0.2987, 0.0, 0.0]","[0.0, 25.631, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1181.8783,2471.20825,-22.2292576,20.1812878,0.44600001,1688.59,878.638,0.0,7517.77,0.0,0.0,0.0,1,-23.56444516348992,-23.0090921043678,-23.6460921043678,0.0125407530054549,2744.0,4.0,1.1525269,-28.016886432427697,1.7853625,1.0579528,1.516278,1.516278,20.616669601795344,53.47470467287566,20.576015,1.0,0.963248515210291,1.1525267,2565583749,3246164,0.373,1321.0,1190.0,0.5619,1144.0,0.3539,1299.0,0.4377,1272.0,-23.634738411563085,0.4946,1236.0,0.3991,23061.455,14538.798,-28.028840271167383,19680.145,19891.402,16280.363,1,1,15895.756,20160.832,19478.805,20183.18,53.47713902433787,14091.873,23258.723,1.1153258,19830.85,-0.20958196,0.07816402,0.07816402,0.14671458,-0.111657396,0.1347178193499324,-0.111657396,0.2558315,0.13629742,-0.0206904750440339,0.13629742,-0.0206904750440339,-0.0388362118850708,0.1347178193499324,0.2528665855101901,-24.438126,1.0,905349760000.0,32418927572732.395,905349760000.0,0.09659634,0.0002620025874093,0.0043219613200742,-0.0189074725043267,1.2654218037555316,0.5925703171770967,1.2654217957965608,0.7601025538943137,1.2654217957965608,0.7601025538943137,12.403384140230846,0.1807788337481432,1.093540194268013,0.0,11.956816390799666,11.956816390799666,-1.0150393285318826,13.510798644166163,0.5172232561234071
785,6360848,0,2,0.53,272.8978,0.3535456,163.2998,0.01854534,52.12423,1.69,0.7462523,-0.1927838,22.93,22.7415,2.643351,"[2.0245, -0.5439, 0.0, 0.0]","[-0.4905, 0.1345, 0.0, 0.0]","[1.9817, -1.1896, 0.0, 0.0]","[0.0, 191.074, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1297.9574,3038.38843,-23.3009396,19.6422787,0.529999971,1746.35,1008.1,0.0,12636.8,0.0,0.0,0.0,1,-22.04818558928225,-21.44499521027924,-22.314995210279243,0.0359533111315868,5664.0,4.0,0.2595482,-28.60286788596811,0.39195254,0.38113716,0.27205142,0.27205142,22.76555297271226,52.503869067694005,22.676554,1.0,0.9212983670350632,0.25954816,2569446737,1489360,0.3523,173.1,155.8,0.5348,149.7,0.3339,170.2,0.4146,166.6,-22.280569062193308,0.4696,161.9,0.3774,2955.534,1876.1947,-28.62671936581312,2982.9287,2920.262,2234.3577,1,1,2165.2793,2971.758,2943.1682,2410.3052,52.51723107129639,1801.0615,2988.6863,1.7003673,2355.879,0.008622825,0.01852112,0.01852112,0.011016406,0.014496959,0.0216451834627706,0.014496959,0.013989793,0.023520071,0.0092021614583368,0.023520071,0.0092021614583368,0.005473467103365,0.0216451834627706,0.0128746056202309,-22.48507,1.0,74286760000.0,1251913439549.296,74286760000.0,27.421747,0.0029152988496534,0.0067636700595139,-0.041863207066443,0.4533387777041253,0.9724064418873511,0.4533387631993122,0.9540408225110124,0.4533387631993122,0.9540408225110124,2.315497187267498,-0.5653490029080313,0.3646442577743317,0.0,10.870911417107529,10.870911417107529,1.4380951196107197,12.097574301697342,1.2381261124654441
786,18188156,0,2,0.806,242.1029,0.1986365,-116.0636,0.04545019,18.4539,2.34,-0.2050967,0.2653247,19.79,19.74294,1.625964,"[0.3338, -0.5941, 0.0, 0.0]","[-0.363, 0.9722, 0.0, 0.0]","[-1.0443, 5.7009, 0.0, 0.0]","[83.957, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1552.58081,5063.95361,-23.1938591,21.1345901,0.805999994,1687.15,847.64,0.0,18821.2,0.0,0.0,0.0,1,-25.77723655436908,-25.332553464854623,-26.13355346485462,0.3909669633000329,8684.0,4.0,0.79835504,-28.32239022453325,1.2869487,0.9599457,0.86555946,0.86555946,22.68690553859984,52.57923359288095,22.632662,1.0,0.9512671779916192,0.7983551,2576787661,5874470,0.1715,307.9,268.3,0.2588,254.5,0.1626,301.3,0.2013,293.0,-25.759661376540347,0.2276,282.1,0.1835,78621.695,37988.977,-28.34434999066801,80606.2,65516.7,55053.086,1,1,53561.793,66528.9,79662.97,60812.37,52.59819619347263,36668.49,79397.73,2.2257202,59595.22,0.024374222,0.03981887,0.03981887,0.14347993,0.006764388,0.0328919332358605,0.006764388,0.14553554,0.040389348,0.0234397129984927,0.040389348,0.0234397129984927,0.084460669858485,0.0328919332358605,0.1185199969905771,-23.419437,1.0,215723930000.0,1303967484394.3662,215723930000.0,0.50472456,-0.0145122610787719,-0.018766959466565,-0.0255691973050793,0.7012619036916273,0.7459082957412131,0.7012619088324424,0.922357246082302,0.7012619088324424,0.922357246082302,7.209798705303811,-0.0627030927072388,0.8579231395604606,0.0,11.333898323547178,11.333898323547178,-0.2969455618940933,12.115266762006204,0.8481061598610196
790,6345821,0,2,0.53,203.7042,0.4442886,-146.5559,0.03568343,-78.78638,2.06,0.2958203,-0.002273701,22.17,21.97495,1.425588,"[-0.4047, 1.018, 0.0, 0.0]","[0.1888, 0.2795, 0.0, 0.0]","[-1.1968, 2.3916, 0.0, 0.0]","[41.409, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1297.9574,3038.38843,-22.5338593,20.409359,0.529999971,1720.62,1071.65,0.0,16111.2,0.0,0.0,0.0,1,-23.335639473482622,-22.66248766138065,-23.496487661380648,0.0314933216867007,6743.0,4.0,0.35754046,-27.79915916315555,0.6702794,0.53310984,0.3658529,0.3658529,23.984048832173595,52.47223577786137,23.909788,1.0,0.9338899887548509,0.35754043,1888092237,4161496,0.2394,66.11,58.46,0.3621,55.78,0.227,64.84,0.2813,63.25,-23.525613075407268,0.3183,61.14,0.2563,7173.7856,4331.9165,-27.81534459300986,7574.4424,6288.9824,5026.02,1,1,4897.819,6380.5347,7490.5776,5534.0747,52.49113179868333,4189.5234,7240.1245,2.0480192,5429.6343,0.044081666,0.0105968425,0.0105968425,0.10511712,0.004443867,-0.0064509757664221,0.004443867,0.11398597,0.01149091,-0.0095092550447427,0.01149091,-0.0095092550447427,-0.0943286159661797,-0.0064509757664221,-0.0639915127751661,-22.124584,1.0,34627236000.0,2766729435222.535,34627236000.0,4.6295524,0.012794245797929,-0.0075902003906884,-0.0348967284161028,0.5868572551469801,0.7953547416792943,0.586857244090568,0.9772792609135624,0.586857244090568,0.9772792609135624,3.07960132802736,-0.4366934981022136,0.4884944982392846,0.0,10.539417826869842,10.539417826869842,0.6655390040618123,12.441966690570228,0.74432131538924
792,1535246,0,2,0.314,151.008,0.1422304,-171.8493,0.03681531,-39.40295,2.47,-0.005020558,-0.05112623,22.57,21.08297,0.9595761,"[0.0544, 0.3234, 0.0, 0.0]","[0.4495, -0.4716, 0.0, 0.0]","[-3.9338, 13.724, 0.0, 0.0]","[2.349, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",947.933289,1636.69788,-21.5866585,19.797184,0.31400001,1669.21,1310.25,0.0,20098.8,0.0,0.0,0.0,1,-23.631850633088582,-22.67443879959999,-23.47343879959999,0.0399399642497602,9814.0,4.0,0.50880605,-27.76025289045002,1.2615994,1.0383095,0.57821435,0.57821435,25.52515452198133,53.14151264935022,25.49115,1.0,0.9691659602890786,0.50880605,2579162995,4801714,0.3405,136.7,121.6,0.5208,116.4,0.3224,134.2,0.4019,131.1,-23.45359400624576,0.4563,126.9,0.3652,4425.1353,1235.2057,-27.773255250418057,3868.7693,3205.3552,2910.028,1,1,2833.305,3253.6099,3824.6487,3233.3162,53.15252075448437,1193.1086,4467.363,2.504661,3170.6423,0.089583725,0.024612855,0.024612855,0.03742373,0.058917463,-0.0407621120152774,0.058917463,0.09708645,0.06385186,-0.0491478448281057,0.06385186,-0.0491478448281057,-0.0747290625543495,-0.0407621120152774,-0.0619785959952228,-22.034561,1.0,31407786000.0,2391927020529.5776,31407786000.0,16.538622,-0.003465426561711,-0.0115761551035465,-0.0158548331419665,0.1978575331855953,0.8230103877135378,0.1978575336846867,0.87996099309571,0.1978575336846867,0.87996099309571,4.717921746401543,-0.2379111343041003,0.6737507332032766,0.0,10.497037323158384,10.497037323158384,1.2184993212547892,12.37874792487122,0.5155082139804176
795,3425567,0,2,0.42,223.8721,0.1344041,-18.23286,0.04796807,158.6299,1.38,0.2273704,-0.1966397,22.77,21.70759,1.858018,"[1.0663, -0.3671, 0.0, 0.0]","[-0.6821, 0.5001, 0.0, 0.0]","[2.7444, -2.6605, 0.0, 0.0]","[0.0, 41.898, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1141.19373,2301.10278,-22.6989994,19.5306816,0.419999987,1737.47,1056.59,0.0,9841.73,0.0,0.0,0.0,1,-21.77535724469669,-21.128636035376047,-21.892636035376047,0.0276528357232066,1614.0,4.0,0.8105026,-27.55663154389252,1.5723346,1.4977295,0.8637087,0.8637086,22.778035718551426,53.00911733443176,22.751608,1.0,0.9759529261710296,0.8105026,1879769459,5474566,0.5192,365.9,326.1,0.7868,312.1,0.4922,359.3,0.6106,351.1,-21.866695958373565,0.6913,340.1,0.556,2514.4463,1873.5322,-27.56708004032801,2620.5962,2565.9102,1968.4347,1,1,1909.9084,2609.4695,2586.8943,2493.8152,53.01309122295584,1801.6923,2541.524,1.3895808,2439.6636,-0.02418612,0.0030843671,0.0030843671,0.002358503,-0.031629756,-0.0273557405115,-0.031629756,0.024300842,0.031779785,0.0161746152112358,0.031779785,0.0161746152112358,0.0123681379852592,-0.0273557405115,-0.0209179364650449,-22.929049,1.0,70038675000.0,871918912180.2817,70038675000.0,0.0049926136,0.006139425435801,-0.0015340216925031,-0.0122646044809533,1.5221926317777794,0.9525513573594214,1.5221926328205524,0.9383981228741723,1.5221926328205524,0.9383981228741723,7.294342781454666,-0.0636327058011636,0.8629861681628931,0.0,10.84533792145436,10.84533792145436,-2.3016720445760668,11.940476097742048,0.8777717822104824
796,22268487,0,2,0.878,208.9296,0.4180838,-7.950346,0.0483643,156.8543,2.58,-0.2456382,-0.1042027,22.77,22.73223,1.236823,"[-0.9537, 0.2315, 0.0, 0.0]","[-0.0853, 0.2683, 0.0, 0.0]","[2.0313, -1.0354, 0.0, 0.0]","[0.0, 63.228, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1595.39661,5626.77881,-22.8612995,21.7679996,0.878000021,1653.31,816.391,0.0,21189.5,0.0,0.0,0.0,1,-22.9826035238086,-22.572249761503752,-23.389249761503752,0.0355276789799174,7133.0,4.0,0.6124377,-27.54874332764122,1.2951748,0.8041898,0.6630926,0.6630926,25.38873224611087,53.14989133409578,25.32797,1.0,0.945573523937024,0.6124377,1891711742,8864803,0.3575,280.4,248.8,0.5376,237.7,0.3392,275.2,0.4192,268.6,-23.392089581515663,0.4735,259.9,0.3824,4434.424,1233.8235,-27.55523331108275,3927.7769,3248.4985,2906.9878,1,1,2815.9214,3306.9565,3874.4604,3333.0908,53.16068629534953,1183.907,4484.864,2.544586,3256.1274,0.043137435,0.03903139,0.03903139,0.22986045,0.0073249405,-0.0397104067833631,0.0073249405,0.23387319,0.03971277,0.0004333993782722,0.03971277,0.0004333993782722,0.002552339964258,-0.0397104067833631,-0.2338592607912334,-22.532516,1.0,58709455000.0,2321651567774.648,58709455000.0,29.470547,-0.0078440060902275,-0.0046746395003453,-0.0284175233576213,0.6926430771735907,0.6209121252178588,0.6926430733799616,0.923608189024438,0.6926430733799616,0.923608189024438,5.392841848632072,-0.1784258187130833,0.7318176842834323,0.0,10.768708048839745,10.768708048839745,1.469388196823014,12.365797041609532,0.6207780453869882
797,25090198,0,2,0.924,240.4363,0.3458348,-53.72598,0.06371287,-156.9814,2.37,-0.08777183,0.1289044,23.51,22.13804,1.490604,"[-0.6055, 0.1279, 0.0, 0.0]","[0.694, -0.6037, 0.0, 0.0]","[3.5382, -7.6814, 0.0, 0.0]","[0.0, 46.178, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1618.88269,5992.74121,-23.2642403,21.5478878,0.924000025,1683.11,758.855,0.0,19114.9,0.0,0.0,0.0,1,-21.972860126701526,-21.641322775612355,-22.44132277561236,0.0271508782870744,9328.0,4.0,0.38658276,-28.17327332108356,0.7763962,0.2322112,0.4801192,0.4801192,24.65598252540828,52.67826574797255,24.601774,1.0,0.9512982024516928,0.3865828,2577931674,9838071,0.4321,226.0,200.5,0.6498,191.5,0.41,221.8,0.5067,216.5,-22.41529990463951,0.5723,209.5,0.4622,1891.7288,566.6467,-28.192612485890148,1647.1128,1383.0214,1253.5471,1,1,1216.0563,1406.5782,1625.8286,1340.6311,52.69806263041121,544.80914,1912.3107,2.3777447,1311.2205,-0.20388918,-0.0999197,-0.0999197,-0.4995334,-0.04078315,-0.0463497632702175,-0.04078315,0.53954095,0.10792225,0.0974623577347822,0.10792225,0.0974623577347822,0.4872483055996921,-0.0463497632702175,-0.2317186259726675,-22.771347,1.0,88321130000.0,2568917049690.141,88321130000.0,13.763576,-0.0111943397121514,0.017616978737915,-0.0254904980845953,-0.9791583471442789,0.299088553397036,-0.9791583461427412,0.8051808258960499,-0.9791583461427412,0.8051808258960499,3.9565304431405752,-0.3186509262172066,0.5973145117132433,0.0,10.946064616879973,10.946064616879973,1.138731285301943,12.409750081127592,0.7506523692557583
799,5786175,0,2,0.512,159.5879,0.3690968,-150.348,0.05741591,60.25095,3.07,-0.3238507,-0.1198342,22.61,22.71946,1.119182,"[-0.8086, 0.2019, 0.0, 0.0]","[-0.4408, 0.0403, 0.0, 0.0]","[1.7983, -0.9041, 0.0, 0.0]","[0.0, 29.464, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1274.92236,2914.65649,-21.8801212,20.9548149,0.512000024,1577.81,1104.18,0.0,26136.3,0.0,0.0,0.0,1,-23.964220508267434,-23.118227520735907,-24.034227520735907,0.1739586276731708,11010.0,4.0,0.6988225,-28.591840497632333,1.1792433,0.9533255,0.7376619,0.7196159,24.37348124900539,53.2633671593806,24.454504,1.0,1.0774797221663752,0.7112092,2582024218,9068839,0.2258,143.1,126.7,0.3417,121.0,0.2141,140.4,0.2654,137.0,-23.960177664416445,0.3003,132.5,0.2417,4917.159,892.1549,-28.62670186025443,4239.1934,4184.2246,3056.931,1,1,2977.338,4247.8096,4190.549,3939.2263,53.2710825238733,861.89795,4964.4873,2.912589,3862.2307,0.10593168,0.00014620725,0.00018209418,0.0010565793,0.018256597,-0.0173068462420682,0.014658607,0.105936944,0.018257504,-0.0046686623882377,0.014659335,-0.0058145969318584,-0.0337384902814981,-0.0138960314973257,-0.1004208667572727,-22.129131,0.9263433,17981737000.0,2319048773228.169,18192105000.0,210368510.0,0.0302456941818902,-0.0159622086587999,0.036017994913564,0.0049869135681338,0.8084213585625101,0.0049869132132144,0.9711049105705982,0.0049869135492573,0.964139709250167,5.806966241863679,-0.1321426471327373,0.7639493013191967,-0.033228035277608,10.259882953983336,10.25483164140603,8.322980730934376,12.365309882627256,0.5133074645909224
800,31662637,0,2,1.024,192.3092,0.08167234,75.99207,0.08296986,85.57817,2.85,0.1499767,-0.06253052,23.45,23.23856,0.9249132,"[0.4407, -0.2945, 0.0, 0.0]","[-0.4664, 0.0948, 0.0, 0.0]","[5.2048, -1.215, 0.0, 0.0]","[0.0, 31.365, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1660.90027,6804.00537,-22.7533588,22.4344635,1.02400005,1612.33,739.175,0.0,23898.8,0.0,0.0,0.0,1,-22.41788042410009,-22.114054562214463,-23.025054562214468,0.0238530522960416,11098.0,4.0,0.20880176,-28.45015526511716,0.50973547,0.22308207,0.33018166,0.33018166,25.697002306918645,53.723576066475125,25.779272,1.0,1.078717958725722,0.20880178,2582043362,2506875,0.3401,133.9,117.5,0.5118,111.8,0.3228,131.2,0.3989,127.8,-23.001256953538853,0.4507,123.3,0.3639,2183.5754,449.0408,-28.47988160052297,1891.9712,1841.2119,1375.7621,1,1,1331.9711,1875.4999,1865.5132,1741.3429,53.73031010836553,430.4979,2209.2822,2.8516254,1699.8029,0.32060894,0.12901855,0.12901855,0.2241001,0.18458046,-0.0164077573774587,0.18458046,0.39116612,0.22520153,0.2246030178408009,0.22520153,0.2246030178408009,0.3901265250097127,-0.0164077573774587,-0.0284996231591491,-22.50282,1.0,68991030000.0,3230017264856.3384,68991030000.0,24.834467,0.0359983670267158,0.0110657989300959,0.0364416414501962,0.305021440532625,0.4376428133939626,0.3050214462754848,0.6323845007620679,0.3050214462754848,0.6323845007620679,2.613956539230015,-0.4812470533688084,0.4172983625369918,0.0,10.838792628784502,10.838792628784502,1.3950548435564143,12.509204843696985,0.4882991242219604
801,763646,0,2,0.244,237.684,0.2259402,143.7307,0.06219832,-106.5534,1.52,0.623072,-0.5559909,22.73,23.15899,2.563639,"[1.4269, -0.3545, 0.0, 0.0]","[-1.5306, 0.313, 0.0, 0.0]","[2.2838, -0.6736, 0.0, 0.0]","[0.0, 73.965, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",792.128479,1225.84729,-22.7240391,17.9621429,0.244000003,1746.23,1355.2,0.0,11089.3,0.0,0.0,0.0,1,-22.250520660238067,-21.396769987261138,-22.253769987261137,0.0194437135338502,1791.0,4.0,0.6001515,-27.963659063709912,1.1741127,0.82662493,0.7685145,0.7685145,22.80599483773584,52.63002083341551,22.844336,1.0,1.0359440188930442,0.6001515,1880632750,5811800,0.5057,805.8,731.6,0.7626,705.2,0.4797,793.7,0.5937,778.3,-22.27319449942429,0.6711,757.9,0.5412,3095.8325,2152.3477,-27.97902354163208,3240.3628,3241.4343,2374.7822,1,1,2311.0798,3291.2676,3202.7825,2768.8152,52.64166873640412,2077.9917,3125.9268,1.5208639,2714.4832,-0.16754228,0.03241271,0.03241271,0.04576311,-0.11866544,-0.0511514145113982,-0.11866544,0.17367981,0.12301248,-0.1118731594119996,0.12301248,-0.1118731594119996,-0.1579523394428825,-0.0511514145113982,-0.0722200537676185,-23.309639,1.0,188434320000.0,12267139983504.229,188434320000.0,12.870463,0.0062550579363336,-0.0028064232444107,0.0174776705052641,1.4374765468217148,0.7040422575046261,1.4374765526616893,0.7809241075101017,1.4374765526616893,0.7809241075101017,6.529670258778468,-0.1143479340060315,0.8148912504314676,0.0,11.27516000476894,11.27516000476894,1.109594170426399,13.088743321148833,1.2626829927418233
802,9661936,0,2,0.624,219.2805,0.2269662,161.9177,0.1282591,7.189436,2.83,-0.2500496,0.2624629,23.01,23.00751,1.73947,"[0.2109, -1.2554, 0.0, 0.0]","[-0.4447, 0.4911, 0.0, 0.0]","[-1.0023, 2.2635, 0.0, 0.0]","[70.194, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1403.79321,3702.33081,-22.7976398,20.6687374,0.624000013,1615.41,1020.18,0.0,23696.3,0.0,0.0,0.0,1,-23.239402684344103,-22.538404229883323,-23.44740422988332,0.0295791467766802,7243.0,4.0,0.33987033,-27.67862774722316,0.4789649,0.2319454,0.40991983,0.40991983,23.7942718661208,52.5571513534612,23.735163,1.0,0.9470138870150608,0.33987033,1893680992,2578789,0.2971,220.1,193.5,0.4493,184.2,0.2817,215.7,0.3492,210.1,-23.46678105966392,0.395,202.8,0.3181,3438.9756,765.474,-27.691054082020045,2996.9614,2881.312,2174.6128,1,1,2117.2192,2925.526,2962.3933,2732.6716,52.5779119973072,739.2982,3472.3127,2.8076513,2678.7556,0.10650235,-0.08892869,-0.08892869,-0.3307449,0.02863571,-0.0441872655102209,0.02863571,0.34746933,0.09342546,0.0823152608742486,0.09342546,0.0823152608742486,0.3061481151087601,-0.0441872655102209,-0.1643419203691851,-23.403643,1.0,177517410000.0,11233757258997.184,177517410000.0,0.48477727,-0.0191369493589282,-0.0106971104973951,-0.0278284756673965,-0.6296366930720287,0.4842638319313867,-0.6296366842471102,0.8291141745260268,-0.6296366842471102,0.8291141745260268,3.2583022721265604,-0.3873010720439099,0.5129913712638428,0.0,11.249240952862335,11.249240952862335,-0.3144577513520742,13.050525035329956,0.874553841085519
