,om10M_i,om10z,index,Min Distance,cosmodc2_index,sersic_bulge,size_minor_bulge_true,dec_true,size_disk_true,size_minor_disk_true,size_true,size_bulge_true,mag_i,ra_true,mag_true_i,sersic_disk,magnification,size_minor_true,galaxy_id,seed,sf_z,tau_y,tau_g,sf_u,tau_u,sf_y,tau_z,sf_r,tau_i,M_i,sf_g,tau_r,sf_i,flux_y,flux_u_noMW,dec,flux_z_noMW,flux_i,flux_g_noMW,is_pointsource,is_variable,flux_g,flux_i_noMW,flux_z,flux_r_noMW,ra,flux_u,flux_y_noMW,redshift,flux_r,ellipticity_1_disk_true,ellipticity_2_bulge_true,ellipticity_2_true,ellipticity_2_disk_true,ellipticity_1_true,ellipticity_2_true_dc2,ellipticity_1_bulge_true,ellipticity_disk_true,ellipticity_true,ellipticity_1_bulge_true_dc2,ellipticity_bulge_true,ellipticity_1_true_dc2,ellipticity_1_disk_true_dc2,ellipticity_2_bulge_true_dc2,ellipticity_2_disk_true_dc2,Mag_true_i_lsst_z0,bulge_to_total_ratio_i,stellar_mass_bulge,halo_mass,stellar_mass,stellar_mass_disk,shear_2,shear_1,convergence,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log,bin
1442,-23.20055684504876,2.52,1878,0.058671145561199574,7017.0,4.0,0.48053187,-27.81697498886966,0.83402807,0.5256351,0.51818454,0.51817787,24.48425720664957,52.51888786268602,24.438751,1.0,0.9589536259390936,0.4805342,1891074157,9160224,0.3202,171.6,149.7,0.4849,142.1,0.3036,168.0,0.3765,163.4,-23.237707139804836,0.4261,157.4,0.3429,3634.8333,1020.01666,-27.833057036728626,3152.8657,2620.7117,2393.6897,1,1,2329.9219,2660.5198,3116.5525,2612.6692,52.53995645268445,984.9064,3669.8936,2.474589,2561.5623,-0.22600558,0.0031830054,0.0031833444,0.019152753,-0.03756398,0.0179134397730873,-0.03755998,0.22681567,0.037698623,-0.03316715890232,0.037694607,-0.0331706924254197,-0.1995731486618546,0.0179115315357668,0.1077771164083351,-22.798292,0.99976134,75392524000.0,1712597643898.5916,75392580000.0,62594.996,0.0187505965424928,-0.0044801131101269,-0.021359363967925,1.5285250250954665,0.630236751769356,1.5285250273209645,0.9273493191345139,1.528525027035391,0.9273418631794115,4.238335939377638,-0.2855155483028145,0.6271953768287102,-0.0001036610914211372,10.877328605503394,10.877328282918597,4.7965396160147264,12.233655342206758,2.0 - 2.5
1776,-23.241597374381115,2.5,2333,0.025707058292587213,7017.0,4.0,0.48053187,-27.81697498886966,0.83402807,0.5256351,0.51818454,0.51817787,24.48425720664957,52.51888786268602,24.438751,1.0,0.9589536259390936,0.4805342,1891074157,9160224,0.3202,171.6,149.7,0.4849,142.1,0.3036,168.0,0.3765,163.4,-23.237707139804836,0.4261,157.4,0.3429,3634.8333,1020.01666,-27.833057036728626,3152.8657,2620.7117,2393.6897,1,1,2329.9219,2660.5198,3116.5525,2612.6692,52.53995645268445,984.9064,3669.8936,2.474589,2561.5623,-0.22600558,0.0031830054,0.0031833444,0.019152753,-0.03756398,0.0179134397730873,-0.03755998,0.22681567,0.037698623,-0.03316715890232,0.037694607,-0.0331706924254197,-0.1995731486618546,0.0179115315357668,0.1077771164083351,-22.798292,0.99976134,75392524000.0,1712597643898.5916,75392580000.0,62594.996,0.0187505965424928,-0.0044801131101269,-0.021359363967925,1.5285250250954665,0.630236751769356,1.5285250273209645,0.9273493191345139,1.528525027035391,0.9273418631794115,4.238335939377638,-0.2855155483028145,0.6271953768287102,-0.0001036610914211372,10.877328605503394,10.877328282918597,4.7965396160147264,12.233655342206758,2.0 - 2.5
257,-21.80347808375968,1.89,337,0.019609867294093548,6060.0,4.0,0.3961431,-28.4476539810927,0.79542446,0.30576894,0.4682394,0.46819425,23.19534696214503,53.56506876141101,23.20973,1.0,1.0133355396423505,0.39614147,2570296186,2203149,0.4587,230.7,204.3,0.6927,195.0,0.4351,226.3,0.5388,220.8,-21.7873558818092,0.6093,213.5,0.491,1538.8011,979.76276,-28.47235388560846,1500.545,1448.1315,1106.4343,1,1,1078.2517,1469.0693,1483.9725,1168.5674,53.57042742516095,947.3618,1553.0272,1.8788366,1146.6515,0.44392335,0.0047930726,0.0047959434,0.025567224,0.0832719,0.0501280937024236,0.08322205,0.444659,0.08340989,0.0666263036881255,0.08335996,0.066666213784822,0.3553982796414087,0.0500980842425594,0.2672333893304249,-22.595505,0.9994939,43195806000.0,838083783030.986,43196170000.0,364387.8,-0.0053399598254581,0.0190344292575575,0.0064051221419756,0.028765113313576146,0.3844097493907337,0.028765114005517043,0.846108469399655,0.028765112509196483,0.8460233852721181,3.9702557034195824,-0.32953204539664394,0.5988184783016435,-0.0002198520755528136,10.635445241685188,10.635441582012177,5.561563828011785,11.923287437113807,1.5 - 2.0
258,-23.57414603474327,2.12,338,0.0270719840375597,8294.0,4.0,0.37717855,-28.14648207510858,0.51004213,0.49710402,0.38801396,0.38801393,23.580131821935204,53.646215423846805,23.52525,1.0,0.9507078145579771,0.3771786,2576170993,8988646,0.2372,603.1,522.4,0.3605,494.5,0.2247,589.6,0.2793,572.7,-23.553918986643264,0.3164,550.5,0.2541,6614.16,3806.1064,-28.166189428531016,6960.467,5690.722,4631.827,1,1,4501.575,5782.247,6875.636,5138.0513,53.65059371710984,3668.521,6681.94,2.1379933,5031.0005,0.012827661,0.0007630066,0.0007630066,0.00069220486,0.014139731,-0.0098813170819876,0.014139731,0.012846324,0.0141603025,-0.0101426692098475,0.0141603025,-0.0101426692098475,-0.0092014991741184,-0.0098813170819876,-0.0089643987285747,-23.0851,1.0,88556960000.0,2649603680630.986,88556960000.0,0.6035539,0.02230692012597,0.024777828550904,-0.0261381097446147,0.02695480327939807,0.9746332223072768,0.026954801872833955,0.9720748236016966,0.026954801872833955,0.9720748236016966,3.2498384325405203,-0.41115264904006343,0.5118617703326299,0.0,10.94722269958379,10.94722269958379,-0.21928393944019614,12.423180918394571,2.0 - 2.5
695,-23.62187873501561,2.13,913,0.06842821233762084,8294.0,4.0,0.37717855,-28.14648207510858,0.51004213,0.49710402,0.38801396,0.38801393,23.580131821935204,53.646215423846805,23.52525,1.0,0.9507078145579771,0.3771786,2576170993,8988646,0.2372,603.1,522.4,0.3605,494.5,0.2247,589.6,0.2793,572.7,-23.553918986643264,0.3164,550.5,0.2541,6614.16,3806.1064,-28.166189428531016,6960.467,5690.722,4631.827,1,1,4501.575,5782.247,6875.636,5138.0513,53.65059371710984,3668.521,6681.94,2.1379933,5031.0005,0.012827661,0.0007630066,0.0007630066,0.00069220486,0.014139731,-0.0098813170819876,0.014139731,0.012846324,0.0141603025,-0.0101426692098475,0.0141603025,-0.0101426692098475,-0.0092014991741184,-0.0098813170819876,-0.0089643987285747,-23.0851,1.0,88556960000.0,2649603680630.986,88556960000.0,0.6035539,0.02230692012597,0.024777828550904,-0.0261381097446147,0.02695480327939807,0.9746332223072768,0.026954801872833955,0.9720748236016966,0.026954801872833955,0.9720748236016966,3.2498384325405203,-0.41115264904006343,0.5118617703326299,0.0,10.94722269958379,10.94722269958379,-0.21928393944019614,12.423180918394571,2.0 - 2.5
832,-23.55484813928369,2.21,1083,0.07201269450256094,8294.0,4.0,0.37717855,-28.14648207510858,0.51004213,0.49710402,0.38801396,0.38801393,23.580131821935204,53.646215423846805,23.52525,1.0,0.9507078145579771,0.3771786,2576170993,8988646,0.2372,603.1,522.4,0.3605,494.5,0.2247,589.6,0.2793,572.7,-23.553918986643264,0.3164,550.5,0.2541,6614.16,3806.1064,-28.166189428531016,6960.467,5690.722,4631.827,1,1,4501.575,5782.247,6875.636,5138.0513,53.65059371710984,3668.521,6681.94,2.1379933,5031.0005,0.012827661,0.0007630066,0.0007630066,0.00069220486,0.014139731,-0.0098813170819876,0.014139731,0.012846324,0.0141603025,-0.0101426692098475,0.0141603025,-0.0101426692098475,-0.0092014991741184,-0.0098813170819876,-0.0089643987285747,-23.0851,1.0,88556960000.0,2649603680630.986,88556960000.0,0.6035539,0.02230692012597,0.024777828550904,-0.0261381097446147,0.02695480327939807,0.9746332223072768,0.026954801872833955,0.9720748236016966,0.026954801872833955,0.9720748236016966,3.2498384325405203,-0.41115264904006343,0.5118617703326299,0.0,10.94722269958379,10.94722269958379,-0.21928393944019614,12.423180918394571,2.0 - 2.5
1179,-23.60187873501561,2.13,1540,0.0486212948082293,8294.0,4.0,0.37717855,-28.14648207510858,0.51004213,0.49710402,0.38801396,0.38801393,23.580131821935204,53.646215423846805,23.52525,1.0,0.9507078145579771,0.3771786,2576170993,8988646,0.2372,603.1,522.4,0.3605,494.5,0.2247,589.6,0.2793,572.7,-23.553918986643264,0.3164,550.5,0.2541,6614.16,3806.1064,-28.166189428531016,6960.467,5690.722,4631.827,1,1,4501.575,5782.247,6875.636,5138.0513,53.65059371710984,3668.521,6681.94,2.1379933,5031.0005,0.012827661,0.0007630066,0.0007630066,0.00069220486,0.014139731,-0.0098813170819876,0.014139731,0.012846324,0.0141603025,-0.0101426692098475,0.0141603025,-0.0101426692098475,-0.0092014991741184,-0.0098813170819876,-0.0089643987285747,-23.0851,1.0,88556960000.0,2649603680630.986,88556960000.0,0.6035539,0.02230692012597,0.024777828550904,-0.0261381097446147,0.02695480327939807,0.9746332223072768,0.026954801872833955,0.9720748236016966,0.026954801872833955,0.9720748236016966,3.2498384325405203,-0.41115264904006343,0.5118617703326299,0.0,10.94722269958379,10.94722269958379,-0.21928393944019614,12.423180918394571,2.0 - 2.5
1181,-23.62658472537648,2.2,1545,0.09552560091689401,8294.0,4.0,0.37717855,-28.14648207510858,0.51004213,0.49710402,0.38801396,0.38801393,23.580131821935204,53.646215423846805,23.52525,1.0,0.9507078145579771,0.3771786,2576170993,8988646,0.2372,603.1,522.4,0.3605,494.5,0.2247,589.6,0.2793,572.7,-23.553918986643264,0.3164,550.5,0.2541,6614.16,3806.1064,-28.166189428531016,6960.467,5690.722,4631.827,1,1,4501.575,5782.247,6875.636,5138.0513,53.65059371710984,3668.521,6681.94,2.1379933,5031.0005,0.012827661,0.0007630066,0.0007630066,0.00069220486,0.014139731,-0.0098813170819876,0.014139731,0.012846324,0.0141603025,-0.0101426692098475,0.0141603025,-0.0101426692098475,-0.0092014991741184,-0.0098813170819876,-0.0089643987285747,-23.0851,1.0,88556960000.0,2649603680630.986,88556960000.0,0.6035539,0.02230692012597,0.024777828550904,-0.0261381097446147,0.02695480327939807,0.9746332223072768,0.026954801872833955,0.9720748236016966,0.026954801872833955,0.9720748236016966,3.2498384325405203,-0.41115264904006343,0.5118617703326299,0.0,10.94722269958379,10.94722269958379,-0.21928393944019614,12.423180918394571,2.0 - 2.5
260,-22.285054562214466,2.85,342,0.006326536929378907,10765.0,4.0,0.12846196,-27.9689223350418,0.3361545,0.16807349,0.18912742,0.18811348,25.897986405479685,52.74395814828708,25.812809,1.0,0.9245470857421498,0.12888862,2581172757,145377,0.252,145.5,132.1,0.3803,127.3,0.239,143.3,0.2959,140.5,-22.288579439029164,0.3346,136.8,0.2697,1168.3973,242.96307,-27.986619921741923,1011.17944,985.0383,735.32043,1,1,715.78784,1000.2775,999.4035,929.41455,52.7652545136582,234.58644,1179.8287,2.8447464,910.93,-0.25562215,0.12093919,0.1215766,0.21395105,-0.14525598,-0.1858840835428669,-0.14449441,0.33334327,0.18942063,0.0362408567564271,0.18842751,0.0364318662133485,0.0641129617545265,-0.1849095076690997,-0.3271196449056042,-21.334229,0.9555343,10955079000.0,304521515988.7324,10964408000.0,9328679.0,0.0027448825766745,-0.0080132078981211,-0.0400396259797419,1.2223525647570779,0.4999888218185582,1.2223525247288587,0.6828960979849497,1.2223525454204427,0.6814909500890483,1.498216291700119,-0.7232455018720106,0.17557451530673962,-0.019753718830458483,10.039985187835338,10.039615513721495,6.969820149252538,11.483617983159572,2.5 - 3.0
261,-21.97315297808156,1.53,343,0.0027170006309267906,4595.0,4.0,0.11872903,-28.42977262404831,0.21047148,0.14645103,0.14793,0.14790782,22.92804969289767,52.67944385123214,22.929934,1.0,1.001736600793801,0.11874087,2568056984,1797315,0.245,245.2,215.2,0.3707,204.8,0.2323,240.2,0.288,234.0,-21.970868049544723,0.3259,225.7,0.2624,2295.1433,1580.738,-28.450172743531425,2407.8047,2397.2993,1762.678,1,1,1709.0383,2439.2285,2376.093,2041.8398,52.69044030861266,1518.8212,2320.516,1.5314701,1996.363,-0.16506852,0.04281695,0.042826667,0.07017999,-0.100731485,-0.0881302338693011,-0.10070862,0.17936791,0.10945755,0.0649007292148858,0.109432705,0.0649154655129907,0.1063768687336077,-0.0881102276444656,-0.1444188722316209,-21.917885,0.9991668,17185452000.0,504933142354.9296,17185663000.0,211693.23,0.0036990376346822,-0.0018495756848055,0.0008586118221194,1.3697946365753801,0.6958236546166437,1.3697946207083158,0.8027231282056536,1.3697946384029582,0.8026827598318151,1.2572527508378564,-0.8299437427491998,0.09942259451956616,-0.00036200499455390036,10.23516629129939,10.235160959139774,5.325706969400349,11.70323387746807,1.5 - 2.0
485,-21.941746441481442,1.56,631,0.040767919375427855,4595.0,4.0,0.11872903,-28.42977262404831,0.21047148,0.14645103,0.14793,0.14790782,22.92804969289767,52.67944385123214,22.929934,1.0,1.001736600793801,0.11874087,2568056984,1797315,0.245,245.2,215.2,0.3707,204.8,0.2323,240.2,0.288,234.0,-21.970868049544723,0.3259,225.7,0.2624,2295.1433,1580.738,-28.450172743531425,2407.8047,2397.2993,1762.678,1,1,1709.0383,2439.2285,2376.093,2041.8398,52.69044030861266,1518.8212,2320.516,1.5314701,1996.363,-0.16506852,0.04281695,0.042826667,0.07017999,-0.100731485,-0.0881302338693011,-0.10070862,0.17936791,0.10945755,0.0649007292148858,0.109432705,0.0649154655129907,0.1063768687336077,-0.0881102276444656,-0.1444188722316209,-21.917885,0.9991668,17185452000.0,504933142354.9296,17185663000.0,211693.23,0.0036990376346822,-0.0018495756848055,0.0008586118221194,1.3697946365753801,0.6958236546166437,1.3697946207083158,0.8027231282056536,1.3697946384029582,0.8026827598318151,1.2572527508378564,-0.8299437427491998,0.09942259451956616,-0.00036200499455390036,10.23516629129939,10.235160959139774,5.325706969400349,11.70323387746807,1.5 - 2.0
264,-24.199397887338385,1.71,346,0.02908937467364173,5517.0,4.0,0.64340776,-28.26707442182139,1.064872,1.0260317,0.6673765,0.6673765,22.7926427200272,52.87387402074344,22.77144,1.0,0.9806614747258692,0.6434078,2569413358,5409982,0.2584,167.1,150.6,0.3919,144.7,0.245,164.4,0.304,160.9,-24.191043892910358,0.3442,156.4,0.2768,17907.568,11236.0625,-28.286687699950065,18252.994,17795.27,13609.291,1,1,13146.129,18141.783,17984.928,14765.863,52.8851920179055,10741.516,18129.09,1.682136,14398.811,0.0003295243,-0.018282918,-0.018282918,-0.018572927,0.00032437895,0.01818405569264,0.00032437895,0.018575849,0.018285796,0.0019262542958485,0.018285796,0.0019262542958485,0.001956808927924,0.01818405569264,0.0184724948320237,-23.021852,1.0,116330380000.0,5260053016518.311,116330380000.0,62.16556,0.0126690184048684,0.0034191517632449,-0.0098970607303732,-0.7765280017347028,0.9635258385317446,-0.7765280005530127,0.9640851410228358,-0.7765280005530127,0.9640851410228358,5.680819297496412,-0.1756290900096807,0.7544109749226864,0.0,11.06569314674395,11.06569314674395,1.793549850215855,12.720990121466537,1.5 - 2.0
838,-24.191165986338536,1.66,1090,0.02213633670698951,5517.0,4.0,0.64340776,-28.26707442182139,1.064872,1.0260317,0.6673765,0.6673765,22.7926427200272,52.87387402074344,22.77144,1.0,0.9806614747258692,0.6434078,2569413358,5409982,0.2584,167.1,150.6,0.3919,144.7,0.245,164.4,0.304,160.9,-24.191043892910358,0.3442,156.4,0.2768,17907.568,11236.0625,-28.286687699950065,18252.994,17795.27,13609.291,1,1,13146.129,18141.783,17984.928,14765.863,52.8851920179055,10741.516,18129.09,1.682136,14398.811,0.0003295243,-0.018282918,-0.018282918,-0.018572927,0.00032437895,0.01818405569264,0.00032437895,0.018575849,0.018285796,0.0019262542958485,0.018285796,0.0019262542958485,0.001956808927924,0.01818405569264,0.0184724948320237,-23.021852,1.0,116330380000.0,5260053016518.311,116330380000.0,62.16556,0.0126690184048684,0.0034191517632449,-0.0098970607303732,-0.7765280017347028,0.9635258385317446,-0.7765280005530127,0.9640851410228358,-0.7765280005530127,0.9640851410228358,5.680819297496412,-0.1756290900096807,0.7544109749226864,0.0,11.06569314674395,11.06569314674395,1.793549850215855,12.720990121466537,1.5 - 2.0
1149,-24.139397887338387,1.71,1505,0.05868315250171954,5517.0,4.0,0.64340776,-28.26707442182139,1.064872,1.0260317,0.6673765,0.6673765,22.7926427200272,52.87387402074344,22.77144,1.0,0.9806614747258692,0.6434078,2569413358,5409982,0.2584,167.1,150.6,0.3919,144.7,0.245,164.4,0.304,160.9,-24.191043892910358,0.3442,156.4,0.2768,17907.568,11236.0625,-28.286687699950065,18252.994,17795.27,13609.291,1,1,13146.129,18141.783,17984.928,14765.863,52.8851920179055,10741.516,18129.09,1.682136,14398.811,0.0003295243,-0.018282918,-0.018282918,-0.018572927,0.00032437895,0.01818405569264,0.00032437895,0.018575849,0.018285796,0.0019262542958485,0.018285796,0.0019262542958485,0.001956808927924,0.01818405569264,0.0184724948320237,-23.021852,1.0,116330380000.0,5260053016518.311,116330380000.0,62.16556,0.0126690184048684,0.0034191517632449,-0.0098970607303732,-0.7765280017347028,0.9635258385317446,-0.7765280005530127,0.9640851410228358,-0.7765280005530127,0.9640851410228358,5.680819297496412,-0.1756290900096807,0.7544109749226864,0.0,11.06569314674395,11.06569314674395,1.793549850215855,12.720990121466537,1.5 - 2.0
1822,-24.148732608457117,1.7,2398,0.045927848720390595,5517.0,4.0,0.64340776,-28.26707442182139,1.064872,1.0260317,0.6673765,0.6673765,22.7926427200272,52.87387402074344,22.77144,1.0,0.9806614747258692,0.6434078,2569413358,5409982,0.2584,167.1,150.6,0.3919,144.7,0.245,164.4,0.304,160.9,-24.191043892910358,0.3442,156.4,0.2768,17907.568,11236.0625,-28.286687699950065,18252.994,17795.27,13609.291,1,1,13146.129,18141.783,17984.928,14765.863,52.8851920179055,10741.516,18129.09,1.682136,14398.811,0.0003295243,-0.018282918,-0.018282918,-0.018572927,0.00032437895,0.01818405569264,0.00032437895,0.018575849,0.018285796,0.0019262542958485,0.018285796,0.0019262542958485,0.001956808927924,0.01818405569264,0.0184724948320237,-23.021852,1.0,116330380000.0,5260053016518.311,116330380000.0,62.16556,0.0126690184048684,0.0034191517632449,-0.0098970607303732,-0.7765280017347028,0.9635258385317446,-0.7765280005530127,0.9640851410228358,-0.7765280005530127,0.9640851410228358,5.680819297496412,-0.1756290900096807,0.7544109749226864,0.0,11.06569314674395,11.06569314674395,1.793549850215855,12.720990121466537,1.5 - 2.0
265,-23.091409400749136,2.53,347,0.03664786897538083,9718.0,4.0,0.44000754,-28.4081660947868,1.1325318,0.51208776,0.7127421,0.71274215,26.01955810915523,52.810186860174994,25.963928,1.0,0.9500534631690384,0.44000748,2579139353,9924671,0.3874,321.7,288.5,0.5859,276.8,0.3673,316.2,0.4553,309.3,-23.066349340651907,0.5151,300.2,0.4148,3099.9968,865.5966,-28.433950037987604,2709.3357,2244.9421,2038.9706,1,1,1985.1829,2278.7551,2678.4211,2263.2595,52.82740386180646,836.0801,3129.5962,2.5032594,2219.3672,-0.31840348,-0.12689732,-0.12689732,-0.20234121,-0.19968523,-0.2228892742996401,-0.19968523,0.37725687,0.23659484,-0.0793567270948329,0.23659484,-0.0793567270948329,-0.1265364468082429,-0.2228892742996401,-0.355402973812672,-23.156118,1.0,113956610000.0,4736928418974.648,113956610000.0,18.605867,-0.0123759830826243,-0.0002884701220948,-0.0260241671056207,-1.2877438910122954,0.45216194049212577,-1.287743906510541,0.617344603469223,-1.287743906510541,0.617344603469223,5.816256502607763,-0.1470675876914888,0.7646435510852896,0.0,11.056739521295835,11.056739521295835,1.2696499121722686,12.675496822034438,2.5 - 3.0
1435,-23.08159737438111,2.5,1868,0.015592505281927741,9718.0,4.0,0.44000754,-28.4081660947868,1.1325318,0.51208776,0.7127421,0.71274215,26.01955810915523,52.810186860174994,25.963928,1.0,0.9500534631690384,0.44000748,2579139353,9924671,0.3874,321.7,288.5,0.5859,276.8,0.3673,316.2,0.4553,309.3,-23.066349340651907,0.5151,300.2,0.4148,3099.9968,865.5966,-28.433950037987604,2709.3357,2244.9421,2038.9706,1,1,1985.1829,2278.7551,2678.4211,2263.2595,52.82740386180646,836.0801,3129.5962,2.5032594,2219.3672,-0.31840348,-0.12689732,-0.12689732,-0.20234121,-0.19968523,-0.2228892742996401,-0.19968523,0.37725687,0.23659484,-0.0793567270948329,0.23659484,-0.0793567270948329,-0.1265364468082429,-0.2228892742996401,-0.355402973812672,-23.156118,1.0,113956610000.0,4736928418974.648,113956610000.0,18.605867,-0.0123759830826243,-0.0002884701220948,-0.0260241671056207,-1.2877438910122954,0.45216194049212577,-1.287743906510541,0.617344603469223,-1.287743906510541,0.617344603469223,5.816256502607763,-0.1470675876914888,0.7646435510852896,0.0,11.056739521295835,11.056739521295835,1.2696499121722686,12.675496822034438,2.5 - 3.0
266,-22.091270235045744,0.72,349,0.1162565262241398,660.0,4.0,0.34523395,-28.258213057121694,0.91003036,0.34231302,0.5536251,0.5535592,21.33287907503917,52.95456396792453,21.349644,1.0,1.015560621952276,0.34524506,2563822877,5547788,0.3468,191.9,173.8,0.5266,167.4,0.3287,188.9,0.4082,185.2,-22.153909668825765,0.4624,180.2,0.3715,12741.805,7723.813,-28.26829068116236,12892.028,10010.44,9543.938,1,1,9255.655,10184.16,12723.286,10172.692,52.96245509533632,7419.5513,12882.329,0.81793815,9944.896,-0.42479438,-0.08092788,-0.08094222,-0.15827951,-0.2172347,0.0711448687663892,-0.2171962,0.45332402,0.23182441,0.2205985351902739,0.23178333,0.2206376352395143,0.4314486920539485,0.0711322609088542,0.1391211455937104,-22.451183,0.99951804,67800556000.0,1085340496045.0704,67800790000.0,233212.52,-8.54105971674095e-05,0.0035490810678613,0.0076843222717222,-1.3924627139447554,0.37615560622833866,-1.392462711568062,0.6236621772906357,-1.3924627220818178,0.6236080248084027,4.159113476254686,-0.2567842282615867,0.6190007697130775,-0.00020936302485346408,10.831234754201015,10.831233255323433,5.367751861785769,12.035566007636247,0.5 - 1.0
267,-22.937768996123204,2.26,350,0.025330721587648073,8835.0,4.0,0.4337117,-28.40531612246208,0.79406214,0.46454972,0.59488106,0.59488106,24.9172517666128,52.87232054696709,24.831718,1.0,0.9242440667809516,0.4337117,2577372494,6546678,0.4271,250.0,224.9,0.6408,216.0,0.4054,245.8,0.5004,240.7,-22.917915239389,0.5648,233.8,0.4567,4126.7603,1664.852,-28.43028486959333,3985.921,3266.6797,2823.0195,1,1,2749.669,3314.951,3941.2576,3079.5244,52.886756370186816,1609.3198,4165.8105,2.2757313,3020.5972,0.028941426,-0.1557288,-0.1557288,-0.26020163,0.017321235,-0.1410402601662906,0.017321235,0.26180622,0.15668914,0.0682578254494894,0.15668914,0.0682578254494894,0.1140495350910691,-0.1410402601662906,-0.2356590763793398,-23.469275,1.0,216889980000.0,21520741955785.92,216889980000.0,19.019085,-0.0130486577574202,0.0165823513239201,-0.0403896059266135,-0.7300123550246813,0.5850294408735838,-0.7300123545451329,0.7290730441921629,-0.7300123545451329,0.7290730441921629,4.938449270548132,-0.22556985805171906,0.6935905969050338,0.0,11.336239488707477,11.336239488707477,1.2791896193832213,13.332857240123952,2.0 - 2.5
268,-22.9497495587161,2.16,351,0.05560900179125864,6876.0,4.0,0.25992784,-28.123267122203885,0.58491546,0.2333481,0.34141055,0.34065917,24.631038702888432,52.49019604168865,24.666992,1.0,1.0336687667000195,0.26001823,1889255432,4637600,0.2685,520.1,458.0,0.408,436.3,0.2545,509.8,0.3162,496.9,-22.930350183984675,0.3582,479.7,0.2877,4909.342,2459.982,-28.1442127521226,5062.1724,4127.094,3436.754,1,1,3356.686,4181.7935,5011.253,3804.9473,52.5117584032485,2386.3855,4950.9116,2.2121155,3739.436,0.098489806,-0.1308413,-0.13172801,-0.41820967,0.031022398,-0.1011805968338577,0.030813575,0.42965052,0.13533166,0.0892679709002279,0.1344207,0.0898729389777435,0.2853283141554596,-0.1004995127183864,-0.3212278295138123,-22.143927,0.9733605,31038704000.0,4510501354366.197,31042826000.0,4123693.0,0.0053913262667931,-0.0264203318827409,0.0160513244023279,-0.6697536749186037,0.3989432878830254,-0.6697536681789534,0.763014387633324,-0.6697536690666914,0.7615997801181837,2.8463568905941643,-0.4667230627878006,0.45428935319669006,-0.011726281864966728,10.491961250612551,10.491903579293657,6.615286325532714,12.654224817561625,2.0 - 2.5
705,-22.934848139283687,2.21,926,0.004970607822179364,6876.0,4.0,0.25992784,-28.123267122203885,0.58491546,0.2333481,0.34141055,0.34065917,24.631038702888432,52.49019604168865,24.666992,1.0,1.0336687667000195,0.26001823,1889255432,4637600,0.2685,520.1,458.0,0.408,436.3,0.2545,509.8,0.3162,496.9,-22.930350183984675,0.3582,479.7,0.2877,4909.342,2459.982,-28.1442127521226,5062.1724,4127.094,3436.754,1,1,3356.686,4181.7935,5011.253,3804.9473,52.5117584032485,2386.3855,4950.9116,2.2121155,3739.436,0.098489806,-0.1308413,-0.13172801,-0.41820967,0.031022398,-0.1011805968338577,0.030813575,0.42965052,0.13533166,0.0892679709002279,0.1344207,0.0898729389777435,0.2853283141554596,-0.1004995127183864,-0.3212278295138123,-22.143927,0.9733605,31038704000.0,4510501354366.197,31042826000.0,4123693.0,0.0053913262667931,-0.0264203318827409,0.0160513244023279,-0.6697536749186037,0.3989432878830254,-0.6697536681789534,0.763014387633324,-0.6697536690666914,0.7615997801181837,2.8463568905941643,-0.4667230627878006,0.45428935319669006,-0.011726281864966728,10.491961250612551,10.491903579293657,6.615286325532714,12.654224817561625,2.0 - 2.5
1371,-22.97719786949967,2.19,1785,0.05180541456606397,6876.0,4.0,0.25992784,-28.123267122203885,0.58491546,0.2333481,0.34141055,0.34065917,24.631038702888432,52.49019604168865,24.666992,1.0,1.0336687667000195,0.26001823,1889255432,4637600,0.2685,520.1,458.0,0.408,436.3,0.2545,509.8,0.3162,496.9,-22.930350183984675,0.3582,479.7,0.2877,4909.342,2459.982,-28.1442127521226,5062.1724,4127.094,3436.754,1,1,3356.686,4181.7935,5011.253,3804.9473,52.5117584032485,2386.3855,4950.9116,2.2121155,3739.436,0.098489806,-0.1308413,-0.13172801,-0.41820967,0.031022398,-0.1011805968338577,0.030813575,0.42965052,0.13533166,0.0892679709002279,0.1344207,0.0898729389777435,0.2853283141554596,-0.1004995127183864,-0.3212278295138123,-22.143927,0.9733605,31038704000.0,4510501354366.197,31042826000.0,4123693.0,0.0053913262667931,-0.0264203318827409,0.0160513244023279,-0.6697536749186037,0.3989432878830254,-0.6697536681789534,0.763014387633324,-0.6697536690666914,0.7615997801181837,2.8463568905941643,-0.4667230627878006,0.45428935319669006,-0.011726281864966728,10.491961250612551,10.491903579293657,6.615286325532714,12.654224817561625,2.0 - 2.5
