,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,DSLUM,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,size_bulge_true,mag_i_lsst,mag_true_i_lsst_no_host_extinction,stellar_mass_bulge,shear_1,ellipticity_2_disk_true,magnification,sersic_disk,ellipticity_true,ellipticity_2_true,size_minor_bulge_true,ellipticity_disk_true,size_minor_disk_true,size_true,ra_true,dec_true,redshift,bulge_to_total_ratio_i,size_minor_true,mag_true_i_lsst,stellar_mass,ellipticity_1_bulge_true,size_disk_true,mag_true_i,ellipticity_2_bulge_true,shear_2_treecorr,galaxy_id,sersic_bulge,mag_i,Mag_true_i_lsst_z0,ellipticity_1_true,stellar_mass_disk,ellipticity_bulge_true,ellipticity_1_disk_true,convergence,halo_mass,shear_2,shear_2_phosim,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log
1497,2,1.66,208.4491,0.1998881,167.5313,0.03887961,-103.109,2.6,-0.1631987,0.0939697,19.89,20.48706,0.5586063,"[-0.4018, 0.0811, 0.0, 0.0]","[0.2277, -0.0531, 0.0, 0.0]","[2.3385, -0.577, 0.0, 0.0]","[0.0, 61.743, 0.0, 0.0]",1746.99219,12361.0166,-23.4417591,23.6785126,1.65999997,1650.38,359.552,21388.9,-25.100942280063293,-25.469564124104185,-26.295564124104185,0.07453890182483584,9475.0,0.79961836,18.529015886360785,18.424162,83876954000.0,0.0009418885715716,-0.20357373,0.9967908991436636,1.0,0.37569633,-0.107504286,0.36461088,0.7114312,0.17814632,0.8011802,57.33417299349992,-28.472139719188363,0.3152202855235668,0.993283,0.363583,18.525526,83972970000.0,-0.35802054,1.0565424,18.525526,-0.10691707,-0.0011449132905464,2625109921,4.0,18.529015886360785,-22.793818,-0.3599869,96024410.0,0.37364417,-0.6816833,-0.0016095198828423,3003583738952.113,-0.0011449132905464,0.0011449132905464,-1.425694824687389,0.16861254669988132,-1.4256948164873253,0.45598113503479176,-1.4256948238259644,0.4538092035668146,3.622665104214316,-0.09626979220047469,0.5590281877153938,-0.002926997397867388,10.92413951381225,10.923642650631987,7.98238164742241,12.477639744443142
948,2,0.388,274.1574,0.0509885,45.71199,0.05356179,-44.26914,2.65,-0.4981333,0.03978819,23.17,22.25492,3.325089,"[1.1523, -2.1306, 0.0, 0.0]","[-0.0158, 0.5122, 0.0, 0.0]","[-2.3229, 3.919, 0.0, 0.0]","[92.292, 0.0, 0.0, 0.0]",1087.68872,2095.48022,-23.2065201,18.787899,0.388000011,1642.88,1229.26,21887.3,-23.14296094224318,-22.232094872672587,-23.08809487267259,0.08332236037851748,9475.0,0.79961836,18.529015886360785,18.424162,83876954000.0,0.0009418885715716,-0.20357373,0.9967908991436636,1.0,0.37569633,-0.107504286,0.36461088,0.7114312,0.17814632,0.8011802,57.33417299349992,-28.472139719188363,0.3152202855235668,0.993283,0.363583,18.525526,83972970000.0,-0.35802054,1.0565424,18.525526,-0.10691707,-0.0011449132905464,2625109921,4.0,18.529015886360785,-22.793818,-0.3599869,96024410.0,0.37364417,-0.6816833,-0.0016095198828423,3003583738952.113,-0.0011449132905464,0.0011449132905464,-1.425694824687389,0.16861254669988132,-1.4256948164873253,0.45598113503479176,-1.4256948238259644,0.4538092035668146,3.622665104214316,-0.09626979220047469,0.5590281877153938,-0.002926997397867388,10.92413951381225,10.923642650631987,7.98238164742241,12.477639744443142
448,2,0.522,147.5707,0.3344838,-33.16465,0.05580013,164.4807,1.7,-0.1531837,-0.1132884,22.03,22.77867,0.6970585,"[-0.5476, 0.1084, 0.0, 0.0]","[-0.1261, 0.1096, 0.0, 0.0]","[2.6888, -0.5018, 0.0, 0.0]","[0.0, 12.885, 0.0, 0.0]",1287.84375,2983.26978,-21.6822605,21.2132015,0.522000015,1746.06,1020.1,12728.8,-22.97193729865585,-22.35873260845712,-23.228732608457115,0.10543848528358461,9475.0,0.79961836,18.529015886360785,18.424162,83876954000.0,0.0009418885715716,-0.20357373,0.9967908991436636,1.0,0.37569633,-0.107504286,0.36461088,0.7114312,0.17814632,0.8011802,57.33417299349992,-28.472139719188363,0.3152202855235668,0.993283,0.363583,18.525526,83972970000.0,-0.35802054,1.0565424,18.525526,-0.10691707,-0.0011449132905464,2625109921,4.0,18.529015886360785,-22.793818,-0.3599869,96024410.0,0.37364417,-0.6816833,-0.0016095198828423,3003583738952.113,-0.0011449132905464,0.0011449132905464,-1.425694824687389,0.16861254669988132,-1.4256948164873253,0.45598113503479176,-1.4256948238259644,0.4538092035668146,3.622665104214316,-0.09626979220047469,0.5590281877153938,-0.002926997397867388,10.92413951381225,10.923642650631987,7.98238164742241,12.477639744443142
984,2,0.532,203.7042,0.4474209,-102.9305,0.03132225,-152.9393,1.64,0.1051606,0.3625171,22.85,22.1715,1.496804,"[0.3534, -0.1065, 0.0, 0.0]","[1.0691, -0.3553, 0.0, 0.0]","[1.8681, -2.4456, 0.0, 0.0]","[0.0, 54.004, 0.0, 0.0]",1300.44543,3052.17676,-22.5353603,20.4196873,0.532000005,1747.31,992.661,12178.1,-22.045897674627945,-21.45489277104065,-22.320892771040658,0.04122700256635488,9475.0,0.79961836,18.529015886360785,18.424162,83876954000.0,0.0009418885715716,-0.20357373,0.9967908991436636,1.0,0.37569633,-0.107504286,0.36461088,0.7114312,0.17814632,0.8011802,57.33417299349992,-28.472139719188363,0.3152202855235668,0.993283,0.363583,18.525526,83972970000.0,-0.35802054,1.0565424,18.525526,-0.10691707,-0.0011449132905464,2625109921,4.0,18.529015886360785,-22.793818,-0.3599869,96024410.0,0.37364417,-0.6816833,-0.0016095198828423,3003583738952.113,-0.0011449132905464,0.0011449132905464,-1.425694824687389,0.16861254669988132,-1.4256948164873253,0.45598113503479176,-1.4256948238259644,0.4538092035668146,3.622665104214316,-0.09626979220047469,0.5590281877153938,-0.002926997397867388,10.92413951381225,10.923642650631987,7.98238164742241,12.477639744443142
1836,2,0.322,126.4736,0.1171848,-80.79317,0.07881057,-163.0106,0.82,-0.1481607,0.07792899,21.59,22.30229,0.5199317,"[-0.4055, 0.0801, 0.0, 0.0]","[0.1456, -0.0402, 0.0, 0.0]","[2.5689, -0.5189, 0.0, 0.0]","[0.0, 5.458, 0.0, 0.0]",964.199646,1685.11646,-21.1275806,20.32757,0.321999997,1561.52,861.155,5172.38,-21.65645212178421,-21.057362883802863,-21.45136288380286,0.04798064984445037,9475.0,0.79961836,18.529015886360785,18.424162,83876954000.0,0.0009418885715716,-0.20357373,0.9967908991436636,1.0,0.37569633,-0.107504286,0.36461088,0.7114312,0.17814632,0.8011802,57.33417299349992,-28.472139719188363,0.3152202855235668,0.993283,0.363583,18.525526,83972970000.0,-0.35802054,1.0565424,18.525526,-0.10691707,-0.0011449132905464,2625109921,4.0,18.529015886360785,-22.793818,-0.3599869,96024410.0,0.37364417,-0.6816833,-0.0016095198828423,3003583738952.113,-0.0011449132905464,0.0011449132905464,-1.425694824687389,0.16861254669988132,-1.4256948164873253,0.45598113503479176,-1.4256948238259644,0.4538092035668146,3.622665104214316,-0.09626979220047469,0.5590281877153938,-0.002926997397867388,10.92413951381225,10.923642650631987,7.98238164742241,12.477639744443142
1871,2,0.66,317.6874,0.2877543,-97.28422,0.04892218,67.25678,2.67,-0.9463303,-0.4991578,21.63,22.39371,3.526463,"[-2.1122, 0.6256, 0.0, 0.0]","[-2.0269, 0.1958, 0.0, 0.0]","[2.2637, -0.4949, 0.0, 0.0]","[0.0, 424.537, 0.0, 0.0]",1438.56689,3964.11548,-23.797081,19.8536491,0.660000026,1639.9,989.215,22087.6,-24.43074261777951,-23.7889100634644,-24.6549100634644,0.013077733793969475,136427.0,0.3942255,22.33976343588046,22.319628,74232504000.0,0.0063004788136337,0.5422813,0.981625271060737,1.0,0.1676703,0.15636258,0.28100878,0.58149767,0.139097,0.3942255,56.82325488272688,-28.75830784374601,1.281750698430984,1.0,0.28100878,22.319628,74232504000.0,0.06053158,0.5256401,22.319628,0.15636258,0.0222252105143797,2629057665,4.0,22.33976343588046,-23.028843,0.06053158,0.010247,0.1676703,0.20992969,-0.0095802769561021,3021803300777.465,0.0222252105143797,-0.0222252105143797,0.600719829313872,0.2646240965600919,0.6007198501013142,0.7128122592478846,0.6007198501013142,0.7128122592478846,3.2998771732359615,-0.40425528733432753,0.5184977750358888,0.0,10.870594110357901,10.870594110357901,-1.9894032637934749,12.480266191251454
175,2,0.508,189.6706,0.3037377,-96.85915,0.03910671,42.88734,1.1,0.0008222458,0.3541934,20.45,21.01865,1.018292,"[0.0886, 0.0106, 0.0, 0.0]","[0.8622, -0.1531, 0.0, 0.0]","[1.8754, -0.5923, 0.0, 0.0]","[0.0, 41.097, 0.0, 0.0]",1269.67944,2887.33252,-22.3301201,20.4803638,0.508000016,1685.75,773.997,7434.16,-23.39815950331733,-22.907385400899933,-23.53638540089993,0.011655370195228611,54876.0,0.68554914,20.420659876423787,20.35429,85488910000.0,-0.004208640677379,0.46245864,0.9930745874160708,1.0,0.15137896,0.14480282,0.510494,0.48346093,0.39198124,0.69209903,57.97136027241506,-28.46484283508308,0.5572462943908749,0.97493553,0.5101099,20.413115,85538210000.0,-0.042670436,1.1257403,20.413115,0.14000374,-0.0033591809263792,2688021243,4.0,20.420659876423787,-22.409925,-0.044133104,49296496.0,0.14636193,-0.14094846,-0.0034952442062841,6644705008856.338,-0.0033591809263792,0.0033591809263792,0.9333166386377096,0.34819864261576866,0.9333166404291572,0.7446497087846177,0.9333166439130586,0.7370475584961766,4.410408703799151,-0.15983175943709796,0.6444788365381936,-0.011024102138363676,10.93216015783035,10.931909779778602,7.692816050677899,12.822475705238173
813,2,0.822,201.8366,0.5726982,34.0842,0.06135296,-83.88057,2.01,0.034251,0.3503787,20.63,21.83569,1.087847,"[0.3166, 0.0404, 0.0, 0.0]","[0.8925, -0.1597, 0.0, 0.0]","[1.8209, -0.3294, 0.0, 0.0]","[0.0, 72.049, 0.0, 0.0]",1562.78064,5187.93848,-22.7286987,21.6682758,0.822000027,1725.65,779.674,15634.6,-24.51843384604508,-24.146225753552777,-24.985225753552776,0.01655979077537479,68096.0,0.9859239,20.3744702526438,20.311272,124090810000.0,0.0030334812969187,-0.15249285,1.0025940835884586,1.0,0.02268321,-0.015425472,0.94623196,0.22424127,0.88699365,0.9902681,57.630232010234586,-28.7527081345458,0.7455726248496661,0.976801,0.9463396,20.377283,124129380000.0,-0.015061487,1.3997835,20.377283,-0.013969911,-0.0002759986659805,3376143570,4.0,20.3744702526438,-23.27017,-0.016630782,38570516.0,0.020542804,-0.16440828,0.0012898786664242,11764765006602.818,-0.0002759986659805,0.0002759986659805,-1.1968883103435435,0.6336648927186237,-1.1968883145337634,0.9597414158310529,-1.196888312820736,0.9556398080809213,7.1903978686602255,-0.00424721086935667,0.8567529220077765,-0.010193904453981053,11.093874586186377,11.093739619419155,7.586255448937436,13.070583256853737
1972,2,0.302,159.9558,0.2953339,-142.0778,0.06873497,61.96229,1.31,-0.2997451,-0.1743403,21.65,21.8096,1.133846,"[-0.7366, 0.187, 0.0, 0.0]","[-0.5763, 0.0814, 0.0, 0.0]","[1.8272, -0.8633, 0.0, 0.0]","[0.0, 18.565, 0.0, 0.0]",922.962646,1564.61011,-21.7286587,19.545372,0.301999986,1729.39,1209.18,9228.2,-22.873585005422967,-22.125070016557785,-22.864070016557783,0.020451157157839617,10845.0,1.0094093,19.63583311570191,19.541994,39224975000.0,-0.0014139487527373,-0.5357212,0.9930540937208896,1.0,0.30649754,-0.26403207,0.54072046,0.62188363,0.44146714,1.0208739,57.25157685871888,-28.25224893709661,0.3640692585062652,0.98517054,0.54189044,19.628265,39343043000.0,0.1535489,1.893619,19.628265,-0.26046315,-0.0001350424385272,2625183885,4.0,19.63583311570191,-22.125875,0.15565285,118067680.0,0.3023546,0.3158197,-0.0034921558408502,4393383907154.9297,-0.0001350424385272,0.0001350424385272,-0.5190582472053281,0.23313407050504464,-0.5190582283980962,0.5356800420091624,-0.5190582407846398,0.5308103801065674,5.082386551329521,0.008972100640944733,0.7060676931277907,-0.006488583542975047,10.594867947525335,10.593562675461893,8.07213102954704,12.642799154887015
164,2,0.802,250.6109,0.3996998,129.0029,0.05964347,8.132694,2.01,0.1798491,0.05147213,22.11,21.75356,1.568919,"[-0.5134, 1.0517, 0.0, 0.0]","[-0.3469, -0.2375, 0.0, 0.0]","[-1.3886, 3.1671, 0.0, 0.0]","[61.165, 0.0, 0.0, 0.0]",1549.99268,5033.14258,-23.2814579,21.0297375,0.801999986,1725.65,797.714,15634.6,-23.058433887045084,-22.666225753552776,-23.50522575355277,0.051015981229180156,8774.0,1.0253528,17.804524135802716,17.608686,162078540000.0,2.9305759710940293e-05,0.04716198,0.9970979676064848,1.0,0.16017888,0.015767638,0.7446028,0.47910497,0.43932498,1.0264353,56.339064342377306,-29.13952786554056,0.2611531895635051,0.99497724,0.74300784,17.801369,162274660000.0,0.15784942,1.247483,17.801369,0.015614165,-0.0001157325278159,2625059612,4.0,17.804524135802716,-23.025263,0.15940094,196119300.0,0.15861979,0.47677806,-0.0014541891418797,42445361071233.805,-0.0001157325278159,0.0001157325278159,0.04929867520292186,0.3521690769582135,0.049298675914597224,0.7261917988839013,0.04929867463062545,0.7238720772756929,4.0598121883265215,0.011331579387518918,0.6085059430697903,-0.0021868535813712262,11.21025070786461,11.20972551591848,8.292520334468696,13.627830232359617
1035,2,0.762,269.7739,0.154499,-88.59219,0.03797179,10.83396,1.89,0.6640146,-0.06606808,21.85,22.77928,2.005882,"[1.689, -0.3118, 0.0, 0.0]","[-0.1149, 0.0278, 0.0, 0.0]","[2.6397, -0.4249, 0.0, 0.0]","[0.0, 210.643, 0.0, 0.0]",1522.35889,4726.38281,-23.4447403,20.6899033,0.762000024,1735.9,807.732,14498.4,-23.194600363205364,-22.78447808375968,-23.66347808375968,0.09720991233027385,205001.0,0.7864665,22.53067726415413,22.47819,65536737000.0,-0.0097022939386645,-0.46398723,0.952806873999524,1.0,0.5150767,-0.30750248,0.25172052,0.7771938,0.16663596,0.7864665,57.79049480003886,-28.696966187831578,1.4030114331127086,1.0,0.25172055,22.47819,65536737000.0,-0.41321453,1.3291569,22.47819,-0.30750248,-0.0025723010599396,2692339641,4.0,22.53067726415413,-23.032982,-0.41321453,0.003157794,0.5150767,-0.62349504,-0.0245151939165757,2618370146073.24,-0.0025723010599396,0.0025723010599396,-1.2509161210499133,0.12536966508301284,-1.2509161136841442,0.32006516853914974,-1.2509161136841442,0.32006516853914974,6.647584242590116,-0.10431977167387689,0.8226638497057793,0.0,10.816484814553652,10.816484814553652,-2.500616204784134,12.418031040623516
194,2,0.356,198.1527,0.2660051,57.00739,0.05548153,147.5808,2.87,0.04895517,0.2242932,22.33,20.894,1.750244,"[-0.0098, 0.3006, 0.0, 0.0]","[-0.6639, 1.0586, 0.0, 0.0]","[-3.7532, 3.9012, 0.0, 0.0]","[20.018, 0.0, 0.0, 0.0]",1030.13586,1894.14771,-22.3308792,19.4121914,0.356000006,1609.21,1248.27,24101.0,-24.224175307594653,-23.24953660732101,-24.16253660732101,0.022296855160190913,31970.0,0.66643673,20.485311795535715,20.424168,171494470000.0,-0.0031821333687127,-0.31768748,1.032205965166734,1.0,0.4182752,-0.33833227,0.27333716,0.39275235,0.34949404,0.6665236,56.15874080201587,-28.7320109034887,0.7839290812302175,0.99814624,0.27338368,20.519728,171496240000.0,0.24594751,0.80158174,20.519728,-0.3383456,-0.0006275149667692,2626338738,4.0,20.485311795535715,-23.37495,0.24593784,1761185.1,0.41829166,0.2309309,0.0157188327342614,5421414832676.057,-0.0006275149667692,0.0006275149667692,-0.47111794772068766,0.4360054657477318,-0.47111797588778415,0.41014717898790054,-0.47111795680251656,0.41016355268718097,4.932046629009666,-0.17618446865324525,0.6930271738900091,-0.0008058248727082834,11.23425460271609,11.234250120371756,6.245805002579475,12.734112639645339
1895,2,0.342,239.3316,0.20835,-1.81415,0.05176214,59.50582,2.16,-0.07826983,-0.6671458,19.31,19.74303,2.503476,"[-0.5116, 0.0389, 0.0, 0.0]","[-1.8933, 0.5489, 0.0, 0.0]","[3.1322, -0.6711, 0.0, 0.0]","[0.0, 82.678, 0.0, 0.0]",1003.599,1807.44568,-22.8156586,18.8116684,0.342000008,1709.61,1283.4,17071.5,-26.509358403989108,-25.6307495587161,-26.4497495587161,0.03357267704169366,31970.0,0.66643673,20.485311795535715,20.424168,171494470000.0,-0.0031821333687127,-0.31768748,1.032205965166734,1.0,0.4182752,-0.33833227,0.27333716,0.39275235,0.34949404,0.6665236,56.15874080201587,-28.7320109034887,0.7839290812302175,0.99814624,0.27338368,20.519728,171496240000.0,0.24594751,0.80158174,20.519728,-0.3383456,-0.0006275149667692,2626338738,4.0,20.485311795535715,-23.37495,0.24593784,1761185.1,0.41829166,0.2309309,0.0157188327342614,5421414832676.057,-0.0006275149667692,0.0006275149667692,-0.47111794772068766,0.4360054657477318,-0.47111797588778415,0.41014717898790054,-0.47111795680251656,0.41016355268718097,4.932046629009666,-0.17618446865324525,0.6930271738900091,-0.0008058248727082834,11.23425460271609,11.234250120371756,6.245805002579475,12.734112639645339
215,2,0.28,202.7683,0.1963738,-79.75346,0.05657852,173.3357,2.07,-0.02703087,-0.3890478,22.15,21.70717,1.836346,"[0.0436, 0.0923, 0.0, 0.0]","[-1.293, 0.5427, 0.0, 0.0]","[3.2986, -1.5036, 0.0, 0.0]","[0.0, 27.979, 0.0, 0.0]",875.365601,1434.19885,-22.33428,18.7287674,0.280000001,1719.56,1354.59,16206.7,-23.618472964145955,-22.693549995799472,-23.52654999579947,0.3627516142069064,100081.0,2.2048988,22.3077184017047,22.361555,698062340000.0,0.0009627199308318,-0.4711309,1.0508353624096258,1.0,0.24482307,-0.2243476,1.3376108,0.51412946,1.0199645,2.2048988,57.715910869389575,-28.39740248773772,1.83814831396434,1.0,1.3376107,22.361555,698062340000.0,0.098012686,3.1785388,22.361555,-0.2243476,0.0141031726392321,2007952675,4.0,22.3077184017047,-24.418423,0.098012686,2.9356053,0.24482307,0.20582704,0.0243854845835493,3177965066095.775,0.0141031726392321,-0.0141031726392321,-0.5794537578482954,0.32089102084154647,-0.5794537478082606,0.6066540372119225,-0.5794537478082606,0.6066540372119225,18.71913894085699,0.3433886611008319,1.2722858678083373,0.0,11.843894208739288,11.843894208739288,0.4676976631121654,12.502149118898666
1645,2,1.202,280.5434,0.3328116,30.75264,0.05976606,123.5218,2.87,-0.3644374,0.01502025,21.13,20.55573,1.814079,"[0.5376, -1.273, 0.0, 0.0]","[-0.1589, -0.0466, 0.0, 0.0]","[-1.6971, 2.8813, 0.0, 0.0]","[177.396, 0.0, 0.0, 0.0]",1710.99072,8296.25977,-23.8774185,21.918993,1.20200002,1609.21,635.673,24101.0,-24.57817529359465,-24.44953660732101,-25.36253660732101,0.1293252427928888,100081.0,2.2048988,22.3077184017047,22.361555,698062340000.0,0.0009627199308318,-0.4711309,1.0508353624096258,1.0,0.24482307,-0.2243476,1.3376108,0.51412946,1.0199645,2.2048988,57.715910869389575,-28.39740248773772,1.83814831396434,1.0,1.3376107,22.361555,698062340000.0,0.098012686,3.1785388,22.361555,-0.2243476,0.0141031726392321,2007952675,4.0,22.3077184017047,-24.418423,0.098012686,2.9356053,0.24482307,0.20582704,0.0243854845835493,3177965066095.775,0.0141031726392321,-0.0141031726392321,-0.5794537578482954,0.32089102084154647,-0.5794537478082606,0.6066540372119225,-0.5794537478082606,0.6066540372119225,18.71913894085699,0.3433886611008319,1.2722858678083373,0.0,11.843894208739288,11.843894208739288,0.4676976631121654,12.502149118898666
461,2,0.678,246.0368,0.5540603,-81.9392,0.0943491,98.05336,2.73,-0.3709242,-0.5233366,21.91,23.0686,2.15212,"[-0.3745, 0.3069, 0.0, 0.0]","[-1.8577, 0.1837, 0.0, 0.0]","[1.6332, -0.344, 0.0, 0.0]","[0.0, 177.813, 0.0, 0.0]",1454.87415,4096.46582,-23.1401386,20.5999069,0.677999973,1630.75,976.248,22688.5,-24.19102894907415,-23.55839288231329,-24.450392882313288,0.3861953220226,100081.0,2.2048988,22.3077184017047,22.361555,698062340000.0,0.0009627199308318,-0.4711309,1.0508353624096258,1.0,0.24482307,-0.2243476,1.3376108,0.51412946,1.0199645,2.2048988,57.715910869389575,-28.39740248773772,1.83814831396434,1.0,1.3376107,22.361555,698062340000.0,0.098012686,3.1785388,22.361555,-0.2243476,0.0141031726392321,2007952675,4.0,22.3077184017047,-24.418423,0.098012686,2.9356053,0.24482307,0.20582704,0.0243854845835493,3177965066095.775,0.0141031726392321,-0.0141031726392321,-0.5794537578482954,0.32089102084154647,-0.5794537478082606,0.6066540372119225,-0.5794537478082606,0.6066540372119225,18.71913894085699,0.3433886611008319,1.2722858678083373,0.0,11.843894208739288,11.843894208739288,0.4676976631121654,12.502149118898666
