,NIMG,ZLENS,VELDISP,ELLIP,PHIE,GAMMA,PHIG,ZSRC,XSRC,YSRC,MAGI_IN,MAGI,IMSEP,XIMG,YIMG,MAG,DELAY,DD,DDLUM,ABMAG_I,APMAG_I,KCORR,DS,DDS,DSLUM,ABMAGI_IN,ABMAGI_IN3,ABMAGI_IN4,Min Distance,cosmodc2_index,size_bulge_true,mag_i_lsst,mag_true_i_lsst_no_host_extinction,stellar_mass_bulge,shear_1,ellipticity_2_disk_true,magnification,sersic_disk,ellipticity_true,ellipticity_2_true,size_minor_bulge_true,ellipticity_disk_true,size_minor_disk_true,size_true,ra_true,dec_true,redshift,bulge_to_total_ratio_i,size_minor_true,mag_true_i_lsst,stellar_mass,ellipticity_1_bulge_true,size_disk_true,mag_true_i,ellipticity_2_bulge_true,shear_2_treecorr,galaxy_id,sersic_bulge,mag_i,Mag_true_i_lsst_z0,ellipticity_1_true,stellar_mass_disk,ellipticity_bulge_true,ellipticity_1_disk_true,convergence,halo_mass,shear_2,shear_2_phosim,phi_disk,q_disk,phi_bulge,q_bulge,phi,q,size_true_kpc,size_true_log,size_true_kpc_log,bulge_to_total_ratio_i_log,stellar_mass_log,stellar_mass_bulge_log,stellar_mass_disk_log,halo_mass_log
1269,2,0.31,166.7247,0.2000037,-113.6325,0.02405336,-106.0432,1.38,-0.0307779,0.2559961,23.01,22.64174,1.166237,"[0.098, 0.0242, 0.0, 0.0]","[-0.3067, 0.8572, 0.0, 0.0]","[-1.4038, 2.4933, 0.0, 0.0]","[14.728, 0.0, 0.0, 0.0]",939.678162,1612.58167,-21.8433781,19.5042305,0.310000002,1737.47,1220.25,9841.73,-21.645357229696685,-20.888636035376045,-21.652636035376045,0.07218021807761407,60508.0,0.3021264,20.61269849963272,20.584747,28821043000.0,-0.0015676105821939,-0.30069983,0.9942239696597032,1.0,0.4539214,-0.36000332,0.11334176,0.37914675,0.19817708,0.3029865,57.7287745262327,-29.09697562579805,0.4735833083009713,0.9936815,0.113798745,20.60641,28942290000.0,-0.27676743,0.44022527,20.60641,-0.3603751,0.0015096316870131,3375368139,4.0,20.61269849963272,-21.882195,-0.2764819,121247560.0,0.45439017,-0.23093693,-0.002902947986517,1166024265554.9297,0.0015096316870131,-0.0015096316870131,-1.112858565202368,0.45017200589088857,-1.112858564935634,0.37514681182350823,-1.1128585617668325,0.3755901859615274,1.7696321873040843,-0.5185767216829109,0.2478830089472888,-0.0027527956410077574,10.461532890812641,10.459709693374165,8.083673007569573,12.066707588404944
1012,2,1.752,250.0345,0.290131,100.0533,0.02112148,-58.25404,3.08,-0.02292519,-0.2565803,21.91,21.67435,0.978776,"[0.0166, 0.058, 0.0, 0.0]","[-0.7553, 0.2226, 0.0, 0.0]","[2.0953, -1.2424, 0.0, 0.0]","[0.0, 133.343, 0.0, 0.0]",1744.17676,13209.5283,-23.9879189,23.3685188,1.75199997,1576.27,399.801,26239.2,-23.432752979081773,-23.82542774521942,-24.742427745219423,0.04993788180715753,65980.0,0.15255629,22.11367337780982,22.108644,9266475000.0,0.003844564159057,0.030773941,1.0022606773469185,1.0,0.39870328,0.031984393,0.0652534,0.38361433,0.096139714,0.16034357,56.92884307281376,-29.98410651103559,0.6638493913402952,0.86890125,0.068931036,22.116125,10062623000.0,-0.39953005,0.2158069,22.116125,0.032154348,-0.0014019707915969,3375872563,4.0,22.11367337780982,-21.443684,-0.3974183,796147000.0,0.40082186,-0.38237798,0.0011200432567863,9034239873081.691,-0.0014019707915969,0.0014019707915969,1.5306426598975726,0.44548950891135636,1.5306426584341652,0.4277332885855963,1.5306426590137907,0.42989583755715277,1.1098037449440608,-0.794948451198651,0.04524618597264743,-0.0610295780012876,10.002711201986587,9.966914558395908,8.900993262957106,12.955891617570595
712,2,0.726,226.9865,0.2967387,-176.8648,0.0325282,111.3817,1.61,-0.01092923,0.257567,22.37,22.4636,1.264096,"[0.0109, -0.1413, 0.0, 0.0]","[-0.3669, 0.888, 0.0, 0.0]","[-0.9174, 6.4853, 0.0, 0.0]","[52.963, 0.0, 0.0, 0.0]",1495.10364,4454.02783,-22.9647388,21.0050259,0.726000011,1747.5,758.782,11904.1,-22.282482821468093,-21.891682198295243,-22.75668219829524,0.053817769362167756,65980.0,0.15255629,22.11367337780982,22.108644,9266475000.0,0.003844564159057,0.030773941,1.0022606773469185,1.0,0.39870328,0.031984393,0.0652534,0.38361433,0.096139714,0.16034357,56.92884307281376,-29.98410651103559,0.6638493913402952,0.86890125,0.068931036,22.116125,10062623000.0,-0.39953005,0.2158069,22.116125,0.032154348,-0.0014019707915969,3375872563,4.0,22.11367337780982,-21.443684,-0.3974183,796147000.0,0.40082186,-0.38237798,0.0011200432567863,9034239873081.691,-0.0014019707915969,0.0014019707915969,1.5306426598975726,0.44548950891135636,1.5306426584341652,0.4277332885855963,1.5306426590137907,0.42989583755715277,1.1098037449440608,-0.794948451198651,0.04524618597264743,-0.0610295780012876,10.002711201986587,9.966914558395908,8.900993262957106,12.955891617570595
1025,2,0.576,252.3481,0.07482157,-18.42749,0.02508203,-138.5548,3.04,-0.5180968,-0.3246462,22.09,21.97113,2.548768,"[-1.6348, 0.5336, 0.0, 0.0]","[-0.9708, 0.3687, 0.0, 0.0]","[2.8131, -1.1157, 0.0, 0.0]","[0.0, 136.286, 0.0, 0.0]",1352.62744,3359.62329,-23.1300774,20.0773754,0.575999975,1582.61,1054.95,25830.7,-24.394680902559983,-23.61670417117173,-24.530704171171728,0.00664652039755465,80123.0,0.40410584,22.325696913416483,22.297827,89884130000.0,0.0017134515478079,-0.4988076,0.9746573033615248,1.0,0.1334015,-0.12522592,0.3089792,0.5313731,0.15595752,0.40410587,56.856724612893096,-29.418433334806608,0.9852669946145444,1.0,0.3089792,22.297827,89884130000.0,-0.045982916,0.509636,22.297827,-0.12522592,-0.0034176420686966,3377158864,4.0,22.325696913416483,-23.124184,-0.045982916,51.03526,0.1334015,-0.18316199,-0.0129246095947954,3956145437566.197,-0.0034176420686966,0.0034176420686966,-0.9613554415691205,0.30601748392866646,-0.9613554363789589,0.7645997503608987,-0.9613554363789589,0.7645997503608987,3.2125943560916723,-0.3935048409948843,0.5068558920523971,0.0,10.953683019187707,10.953683019187707,1.7078703316332182,12.597272248944211
1329,2,0.9,212.8139,0.3142093,129.0748,0.05208788,-134.2627,2.95,-0.1692028,-0.01427704,21.97,21.2418,1.303252,"[-0.8275, 0.4756, 0.0, 0.0]","[0.1389, 0.1588, 0.0, 0.0]","[4.8366, -1.9556, 0.0, 0.0]","[0.0, 38.331, 0.0, 0.0]",1606.96606,5801.14746,-22.9261189,21.7914505,0.899999976,1596.73,823.757,24913.0,-24.11213016409052,-23.670383770557443,-24.583383770557443,0.031241667530404083,53929.0,0.3566649,21.540795099600604,21.465855,140466490000.0,0.0227981892074082,-0.7039684,1.0155537057023212,1.0,0.32136446,-0.27613637,0.1840663,0.8192707,0.040288586,0.35687673,56.68491730352267,-28.389322340282533,0.9877084883704356,0.9876105,0.18328723,21.557552,140524730000.0,-0.16327941,0.4055558,21.557552,-0.2742721,0.0181348707100936,2627218579,4.0,21.540795099600604,-23.094053,-0.16438924,58243176.0,0.31919485,-0.4190858,0.0072597832585918,16381316531560.564,0.0181348707100936,-0.0181348707100936,-1.053883422027586,0.09934164436579264,-1.053883426930828,0.5160762673026479,-1.0538834196147393,0.513586946215317,2.83895233601602,-0.44748176911373316,0.4531581010926068,-0.00541430141748579,11.14775275952539,11.147572730334526,7.765245049025906,13.214348802150635
1518,2,1.12,213.7962,0.4378619,45.0601,0.01179204,-35.21573,2.93,0.148966,-0.006595725,21.83,21.5846,1.041955,"[-0.3487, 0.6897, 0.0, 0.0]","[0.1927, 0.2787, 0.0, 0.0]","[-1.2536, 2.6864, 0.0, 0.0]","[45.666, 0.0, 0.0, 0.0]",1691.35083,7601.60645,-23.103199,22.4213295,1.12,1599.87,687.485,24709.8,-24.01434615128237,-23.79535546331309,-24.70835546331309,0.043078506353961925,8198.0,1.0228304,17.960822074276262,17.686808,49698566000.0,8.26003590137514e-06,-0.11502859,1.0011451954663262,1.0,0.27684623,-0.064725004,0.593203,0.49200818,0.5413927,1.0503771,56.00078634132948,-28.04262441585921,0.1899901479983059,0.95128065,0.5948909,17.962065,52652618000.0,0.2584852,1.5901089,17.962065,-0.062154856,0.0014819334023642,2625025863,4.0,17.960822074276262,-22.070724,0.26917377,2954051300.0,0.26585302,0.47837275,0.0005710076743857,658495297622.5353,0.0014819334023642,-0.0014819334023642,-0.11798903069256793,0.34047521052754603,-0.11798903565696975,0.5799622695527029,-0.11798902676173172,0.566359304698795,3.25433117607707,0.02134524482928328,0.5124617467029472,-0.021691337147596662,10.721419970102447,10.69634385780231,9.470418032991324,11.81855267797073
1543,2,0.898,200.9093,0.1625382,122.2728,0.03595056,15.52754,3.03,-0.3829833,-0.224001,22.09,23.2901,1.245252,"[-0.9598, 0.1406, 0.0, 0.0]","[-0.4986, 0.0843, 0.0, 0.0]","[2.5539, -0.3311, 0.0, 0.0]","[0.0, 88.259, 0.0, 0.0]",1605.93494,5785.22656,-22.7736206,21.9359818,0.898000002,1584.15,827.807,25728.0,-24.06403013334178,-23.609398827665395,-24.5213988276654,0.03144912460719432,16871.0,1.1396979,20.45602858693534,20.31351,44563108000.0,-0.0027722157957267,-0.471614,0.9916095516762754,1.0,0.42361033,-0.42161393,0.46229413,0.47384715,0.7425478,1.1537102,57.02631284627925,-29.16279725599325,0.5503567008166677,0.97675014,0.46711284,20.44688,44662403000.0,-0.041004345,2.0800078,20.44688,-0.4208581,-4.9060545525789385e-05,2625535879,4.0,20.45602858693534,-22.61591,-0.041077986,99296690.0,0.4228509,-0.045949508,-0.0042256376017268,2745907078850.7046,-4.9060545525789385e-05,4.9060545525789385e-05,-0.8339600551562905,0.35699281907994757,-0.8339600564789034,0.40562864202437093,-0.8339600567503933,0.4048788251799103,7.305680911041628,0.062096732262771286,0.8636606996853491,-0.010216517854677164,10.649942085989439,10.648975472564663,7.996934771771371,12.43868583667889
1965,2,0.864,267.3006,0.265684,66.97879,0.02501151,178.1381,2.86,0.2891231,-0.3095579,21.77,21.71754,2.09558,"[0.8109, -0.4862, 0.0, 0.0]","[-1.2398, 0.4061, 0.0, 0.0]","[4.5543, -1.0495, 0.0, 0.0]","[0.0, 140.233, 0.0, 0.0]",1587.66992,5516.35303,-23.4970798,21.0751801,0.864000022,1610.78,844.087,24000.0,-24.26705618655804,-23.80182207771833,-24.713822077718337,0.07763055132516673,8606.0,0.9300729,18.917456740262736,18.750837,19059048000.0,0.000134947568058,0.20203947,0.9948842438349332,1.0,0.40058687,0.19314137,0.40024137,0.41904205,0.72026515,1.0223737,56.15846082666092,-28.91113923352053,0.2303931590232664,0.88838536,0.43754822,18.911888,20089268000.0,0.34892547,1.7593124,18.911888,0.19202691,0.0001250212140672,2625042270,4.0,18.917456740262736,-21.555138,0.3509505,1030220300.0,0.39827543,0.36711892,-0.0025677510971786,395617709791.5493,0.0001250212140672,-0.0001250212140672,0.25155131422331173,0.40940149345289734,0.25155129859015896,0.43033336475882544,0.25155130869941017,0.4279728302191412,3.6819974846962196,0.009609668971812774,0.5660834874860499,-0.05139860694887113,10.30296411248979,10.280101203822115,9.01293010319465,11.597275724514104
735,2,0.82,191.8669,0.3078331,142.3057,0.08465091,-87.55354,2.3,-0.2081602,-0.2838878,21.15,22.46046,1.033632,"[-0.3159, 0.09, 0.0, 0.0]","[-0.8357, 0.1149, 0.0, 0.0]","[2.8866, -0.2991, 0.0, 0.0]","[0.0, 57.773, 0.0, 0.0]",1561.52417,5172.39209,-22.5943203,21.794136,0.819999993,1692.37,831.17,18429.9,-24.35761490079314,-23.93347246894578,-24.73547246894578,0.06327586345121601,8606.0,0.9300729,18.917456740262736,18.750837,19059048000.0,0.000134947568058,0.20203947,0.9948842438349332,1.0,0.40058687,0.19314137,0.40024137,0.41904205,0.72026515,1.0223737,56.15846082666092,-28.91113923352053,0.2303931590232664,0.88838536,0.43754822,18.911888,20089268000.0,0.34892547,1.7593124,18.911888,0.19202691,0.0001250212140672,2625042270,4.0,18.917456740262736,-21.555138,0.3509505,1030220300.0,0.39827543,0.36711892,-0.0025677510971786,395617709791.5493,0.0001250212140672,-0.0001250212140672,0.25155131422331173,0.40940149345289734,0.25155129859015896,0.43033336475882544,0.25155130869941017,0.4279728302191412,3.6819974846962196,0.009609668971812774,0.5660834874860499,-0.05139860694887113,10.30296411248979,10.280101203822115,9.01293010319465,11.597275724514104
1641,4,0.714,180.3018,0.4155967,164.6106,0.04561358,-28.92093,1.73,-0.01635431,-0.1142948,23.63,22.38992,0.8359173,"[0.3532, -0.4564, 0.0657, -0.2354]","[-0.424, -0.2159, 0.2671, -0.4312]","[3.1335, 5.4166, -0.8186, -5.1516]","[0.0, 2.661, 16.093, 3.126]",1485.48267,4364.04492,-22.351738,21.5617085,0.713999987,1745.01,812.37,13005.4,-21.22661858348001,-20.79941526167907,-21.66841526167907,0.07159312845055395,8606.0,0.9300729,18.917456740262736,18.750837,19059048000.0,0.000134947568058,0.20203947,0.9948842438349332,1.0,0.40058687,0.19314137,0.40024137,0.41904205,0.72026515,1.0223737,56.15846082666092,-28.91113923352053,0.2303931590232664,0.88838536,0.43754822,18.911888,20089268000.0,0.34892547,1.7593124,18.911888,0.19202691,0.0001250212140672,2625042270,4.0,18.917456740262736,-21.555138,0.3509505,1030220300.0,0.39827543,0.36711892,-0.0025677510971786,395617709791.5493,0.0001250212140672,-0.0001250212140672,0.25155131422331173,0.40940149345289734,0.25155129859015896,0.43033336475882544,0.25155130869941017,0.4279728302191412,3.6819974846962196,0.009609668971812774,0.5660834874860499,-0.05139860694887113,10.30296411248979,10.280101203822115,9.01293010319465,11.597275724514104
1363,2,1.904,241.5461,0.3390482,-65.64452,0.05443861,-47.76872,3.07,-0.2283285,0.2555642,21.15,22.93274,0.8239773,"[-0.4869, 0.036, 0.0, 0.0]","[0.6038, -0.033, 0.0, 0.0]","[1.6136, -0.1936, 0.0, 0.0]","[0.0, 182.533, 0.0, 0.0]",1734.80652,14629.999,-24.0113201,23.7189007,1.90400004,1577.81,340.003,26136.3,-24.032220492267435,-24.578227520735908,-25.494227520735908,0.04485870789016654,35862.0,0.35824385,21.04349415742207,20.989704,104947065000.0,-0.0039447140569198,0.015499988,0.9776763516756876,1.0,0.4101976,0.008143592,0.14986202,0.7807436,0.055023707,0.35826352,57.05328960271891,-28.23875091545834,0.8038687952485686,0.9994161,0.14984047,21.018982,104947500000.0,-0.41003412,0.44688824,21.018982,0.008141952,-0.0042893025558278,2626374898,4.0,21.04349415742207,-22.787525,-0.41011673,428119.3,0.41011497,-0.7805897,-0.0113690381791968,3875464529487.324,-0.0042893025558278,0.0042893025558278,1.5608692477467405,0.12312633242604223,1.5608692478568238,0.41832408924591324,1.5608692483047213,0.418240986819988,2.675126380957748,-0.445797411396486,0.4273443042099743,-0.00025365861082367796,11.020972097524075,11.020970297400286,5.6315648066583375,12.588323766326635
1894,2,0.608,186.638,0.3625478,-99.83638,0.05865786,-55.97827,2.07,0.03038742,-0.1832791,24.13,23.22653,1.238633,"[0.1108, -0.2799, 0.0, 0.0]","[-0.8288, 0.3466, 0.0, 0.0]","[2.2982, -4.3076, 0.0, 0.0]","[0.0, 25.695, 0.0, 0.0]",1387.38586,3587.31372,-22.3628407,21.0190048,0.60799998,1719.56,992.877,16206.7,-21.31047298514596,-20.71354999579947,-21.54654999579947,0.027120021441733613,3862.0,0.4072031,20.66983341253029,20.61105,81496850000.0,-0.0007492513611365,-0.5546339,0.9927524270749144,1.0,0.28949887,-0.2816906,0.22551201,0.570008,0.13300534,0.40785074,57.69016306279702,-28.21749460396232,0.7508822269246778,0.98201126,0.22472173,20.661936,81517404000.0,0.066243865,0.48563558,20.661936,-0.2794158,-0.0035926246476304,2001172036,4.0,20.66983341253029,-22.972736,0.066783175,20548880.0,0.287161,0.13149256,-0.0036503136265371,733975001059.1549,-0.0035926246476304,0.0035926246476304,-0.6690071074159786,0.2738789045528125,-0.6690071246761347,0.5538071792531467,-0.669007123527394,0.5509901334642784,2.9695592186179676,-0.38949874537686263,0.47269199035140436,-0.00788353244947575,10.91125034069382,10.91114082280064,7.312788155989452,11.865681268244474
21,2,0.168,174.1807,0.01983679,48.5889,0.0334452,-105.0797,1.64,0.235946,-0.2575746,21.99,21.94669,1.479331,"[0.6448, -0.2759, 0.0, 0.0]","[-0.8771, 0.2808, 0.0, 0.0]","[3.3677, -1.0407, 0.0, 0.0]","[0.0, 11.476, 0.0, 0.0]",592.024109,807.653442,-21.8516388,17.8524857,0.167999998,1747.31,1485.39,12178.1,-23.26989768162795,-22.314892771040657,-23.180892771040657,0.016515026399953454,48823.0,0.3328274,22.32395855554932,22.087042,41800820000.0,0.0019952285784354,0.25960204,1.0000938435084308,1.0,0.112551406,0.0975032,0.266546,0.29966784,0.25389963,0.33426178,56.7633533295484,-28.247991627621985,0.944088424825592,0.9698232,0.2666305,22.32406,41849400000.0,-0.05523975,0.47118384,22.32406,0.09579925,0.0014036469764501,2626988831,4.0,22.32395855554932,-22.413256,-0.05622228,48583580.0,0.110584475,-0.14969167,4.3942735851176806e-05,1147805349859.155,0.0014036469764501,-0.0014036469764501,1.0469235293788532,0.5388547258854381,1.0469235606391025,0.8008535538181806,1.0469235552194798,0.7976697444473061,2.626833679325792,-0.4759132784598529,0.41943257585507937,-0.013307430953155666,10.62168923584046,10.621184801343986,7.6864895137000735,12.059868244638936
1237,2,0.88,175.3881,0.1636045,119.7572,0.04926734,-4.528524,1.64,0.0003492094,0.2109149,22.11,22.89029,0.6135232,"[-0.0534, -0.0088, 0.0, 0.0]","[0.507, -0.1049, 0.0, 0.0]","[2.5895, -0.4874, 0.0, 0.0]","[0.0, 30.53, 0.0, 0.0]",1596.48987,5642.63379,-22.4037609,22.2336464,0.879999995,1747.31,610.42,12178.1,-22.43789768462795,-22.19489277104066,-23.06089277104066,0.01956350327617883,31508.0,0.97714996,20.525005772174584,20.45098,163060580000.0,0.0066524928861747,-0.32380688,0.970309034654443,1.0,0.26294118,-0.26286563,0.5702926,0.32389992,0.69897765,0.97727,56.76384270989824,-29.00949065460861,0.7967738882063264,0.9991806,0.57033974,20.492281,163061470000.0,-0.0063020685,1.3686974,20.492281,-0.26284692,0.0008894113304029,2626334764,4.0,20.525005772174584,-23.328325,-0.006302517,890467.3,0.26292247,-0.007763656,-0.0152066491958078,4239829920811.268,0.0008894113304029,-0.0008894113304029,-0.7973839631538554,0.510688189091395,-0.7973839635706667,0.5836285005661802,-0.797383963390883,0.5836050329641538,7.274164486074531,-0.009985432892892722,0.861783117255791,-0.0003560067743742263,11.212351353172672,11.212348982758964,5.949617975803407,12.627348435381728
22,2,1.02,153.1087,0.1443444,-170.2937,0.07488684,-148.9139,2.72,0.1346855,0.1271146,22.41,22.53713,0.6708306,"[-0.0868, 0.4305, 0.0, 0.0]","[-0.104, 0.3231, 0.0, 0.0]","[-0.8895, 2.0597, 0.0, 0.0]","[25.742, 0.0, 0.0, 0.0]",1659.46106,6771.26465,-22.1523972,23.0209522,1.01999998,1632.3,731.199,22588.4,-23.339427368541543,-23.05024867368917,-23.93924867368917,0.08802134336578037,17654.0,0.6722791,19.601391442950497,19.55038,177285700000.0,0.0085307906894116,-0.44908878,1.0274332195844065,1.0,0.28948805,-0.28463912,0.37247047,0.4567392,0.27465847,0.67323285,56.92324876339867,-28.14859984922363,0.5766056025808781,0.97583544,0.37095338,19.630775,177661580000.0,0.052303217,0.73648924,19.630775,-0.2821603,0.0074161962489076,2625546002,4.0,19.601391442950497,-23.517643,0.052762706,375891400.0,0.286967,0.08324625,0.013375936929049,240194793645070.44,0.0074161962489076,-0.0074161962489076,-0.6937548535016023,0.3729293751494949,-0.6937548495390722,0.5540413963450056,-0.693754853789989,0.5510031272971123,4.364003341176252,-0.17183470103599344,0.6398850744217703,-0.010623413404582652,11.249593520106783,11.248673706488946,8.57506238962637,14.380563589595939
2031,2,1.024,316.2278,0.2624147,74.79537,0.1531435,-50.71136,1.84,-0.3148724,-0.6562576,20.65,21.86896,1.872827,"[-0.2086, 0.1176, 0.0, 0.0]","[-1.6487, 0.1955, 0.0, 0.0]","[2.075, -0.3254, 0.0, 0.0]","[0.0, 392.135, 0.0, 0.0]",1660.90027,6804.00537,-24.0580006,21.1298218,1.02400005,1739.41,555.722,14029.4,-24.061195439047307,-23.92254756398852,-24.80554756398851,0.06055021475929369,17654.0,0.6722791,19.601391442950497,19.55038,177285700000.0,0.0085307906894116,-0.44908878,1.0274332195844065,1.0,0.28948805,-0.28463912,0.37247047,0.4567392,0.27465847,0.67323285,56.92324876339867,-28.14859984922363,0.5766056025808781,0.97583544,0.37095338,19.630775,177661580000.0,0.052303217,0.73648924,19.630775,-0.2821603,0.0074161962489076,2625546002,4.0,19.601391442950497,-23.517643,0.052762706,375891400.0,0.286967,0.08324625,0.013375936929049,240194793645070.44,0.0074161962489076,-0.0074161962489076,-0.6937548535016023,0.3729293751494949,-0.6937548495390722,0.5540413963450056,-0.693754853789989,0.5510031272971123,4.364003341176252,-0.17183470103599344,0.6398850744217703,-0.010623413404582652,11.249593520106783,11.248673706488946,8.57506238962637,14.380563589595939
1114,2,0.944,205.5891,0.03836285,125.5257,0.05500784,-73.22058,1.43,0.02740664,0.02633938,21.81,20.42484,0.5762212,"[-0.222, 0.0786, 0.0, 0.0]","[-0.143, 0.3486, 0.0, 0.0]","[-3.5815, 7.3069, 0.0, 0.0]","[8.761, 0.0, 0.0, 0.0]",1628.21069,6153.22998,-22.8685188,22.0209961,0.944000006,1741.63,439.066,10284.2,-22.30685256355647,-22.172844727558576,-22.96184472755857,0.017963706598691672,17654.0,0.6722791,19.601391442950497,19.55038,177285700000.0,0.0085307906894116,-0.44908878,1.0274332195844065,1.0,0.28948805,-0.28463912,0.37247047,0.4567392,0.27465847,0.67323285,56.92324876339867,-28.14859984922363,0.5766056025808781,0.97583544,0.37095338,19.630775,177661580000.0,0.052303217,0.73648924,19.630775,-0.2821603,0.0074161962489076,2625546002,4.0,19.601391442950497,-23.517643,0.052762706,375891400.0,0.286967,0.08324625,0.013375936929049,240194793645070.44,0.0074161962489076,-0.0074161962489076,-0.6937548535016023,0.3729293751494949,-0.6937548495390722,0.5540413963450056,-0.693754853789989,0.5510031272971123,4.364003341176252,-0.17183470103599344,0.6398850744217703,-0.010623413404582652,11.249593520106783,11.248673706488946,8.57506238962637,14.380563589595939
459,2,0.782,236.0478,0.2840077,-113.2751,0.02092729,-15.72573,2.63,0.005198304,0.5240757,22.33,22.47126,1.791868,"[0.0522, 0.1295, 0.0, 0.0]","[-0.3791, 1.4111, 0.0, 0.0]","[-0.878, 2.247, 0.0, 0.0]","[131.195, 0.0, 0.0, 0.0]",1536.48389,4879.14209,-23.1094189,21.1142979,0.782000005,1645.89,891.613,21687.7,-23.569067480688204,-23.055184204393065,-23.898184204393065,0.038144324681715705,24714.0,0.36556947,20.98663791287313,20.97473,26547855000.0,0.0023213881737511,0.56189626,1.063834874681031,1.0,0.3303286,0.32910848,0.22107318,0.56397945,0.14549193,0.40690953,56.68961921144896,-28.19176358211385,0.700658894552064,0.8209541,0.20483337,21.053823,42443248000.0,0.021150753,0.52187085,21.053823,0.24540079,0.0058398368431115,2626005818,4.0,20.98663791287313,-22.335627,0.028365403,15895391000.0,0.24631058,0.04842906,0.0304459802101042,936986468236.6198,0.0058398368431115,-0.0058398368431115,0.7424100915343399,0.27878920941406404,0.7424100936078286,0.604736436672347,0.7424100927832387,0.5033879535784812,2.8818506337200094,-0.3905021386599966,0.45967146758406635,-0.08568112384763929,10.627808611197793,10.424029436931741,10.201271215299165,11.971733318942633
484,2,0.136,248.8857,0.2508842,-140.2342,0.06726651,168.1999,2.72,0.4190169,1.045006,22.39,23.27915,3.142086,"[1.419, -0.1244, 0.0, 0.0]","[2.2507, -0.4862, 0.0, 0.0]","[2.3553, -0.4409, 0.0, 0.0]","[0.0, 60.731, 0.0, 0.0]",496.628082,640.896545,-22.7638378,16.4061012,0.136000007,1632.3,1480.65,22588.4,-24.243427341541548,-23.07024867368917,-23.95924867368917,0.05047648395661713,8981.0,1.0034294,19.513807027240976,18.650045,19331514000.0,0.0001267210212634,-0.07045663,0.9997332603932514,1.0,0.38922498,-0.057953734,0.45107672,0.47319612,0.5870785,1.0680956,56.12241600549024,-28.55120598057573,0.2921481012862126,0.8984154,0.46958992,19.513517,21496838000.0,-0.37551963,1.6417528,19.513517,-0.056543365,0.0007334338052879,2625080002,4.0,19.513807027240976,-21.663149,-0.38488626,2165323500.0,0.37975276,-0.4679214,-0.0001336734452619,10882355073081.691,0.0007334338052879,-0.0007334338052879,-1.496070866427183,0.3575924924298474,-1.4960708584057478,0.4495350796652336,-1.49607085682894,0.43965164718234956,4.580213009412057,0.028610126001857323,0.6608856759648055,-0.04652281231460916,10.3323745836299,10.2862658683119,9.335522789266488,13.036722892105107
1072,2,0.214,228.0342,0.4631776,126.4162,0.04566461,-118.3213,1.57,0.567752,0.05654602,21.93,22.54643,2.190389,"[1.6553, -0.5228, 0.0, 0.0]","[-0.417, -0.1853, 0.0, 0.0]","[2.9219, -0.5668, 0.0, 0.0]","[0.0, 40.075, 0.0, 0.0]",717.304443,1057.1604,-22.5928192,17.7418861,0.214000002,1747.27,1408.44,11540.5,-23.16712312465353,-22.27270672248941,-23.13670672248941,0.04765194586138858,8981.0,1.0034294,19.513807027240976,18.650045,19331514000.0,0.0001267210212634,-0.07045663,0.9997332603932514,1.0,0.38922498,-0.057953734,0.45107672,0.47319612,0.5870785,1.0680956,56.12241600549024,-28.55120598057573,0.2921481012862126,0.8984154,0.46958992,19.513517,21496838000.0,-0.37551963,1.6417528,19.513517,-0.056543365,0.0007334338052879,2625080002,4.0,19.513807027240976,-21.663149,-0.38488626,2165323500.0,0.37975276,-0.4679214,-0.0001336734452619,10882355073081.691,0.0007334338052879,-0.0007334338052879,-1.496070866427183,0.3575924924298474,-1.4960708584057478,0.4495350796652336,-1.49607085682894,0.43965164718234956,4.580213009412057,0.028610126001857323,0.6608856759648055,-0.04652281231460916,10.3323745836299,10.2862658683119,9.335522789266488,13.036722892105107
1577,4,0.5,244.9063,0.4581325,21.90556,0.06493928,-27.13537,2.89,-0.08440694,-0.06871808,20.57,19.7383,2.682802,"[0.4824, -1.3867, 1.262, -0.1068]","[-1.0249, -0.3761, 0.0503, 1.0172]","[-2.1512, 2.781, 3.7621, -1.7745]","[29.177, 0.0, 18.849, 36.146]",1259.03833,2832.83618,-22.9945602,19.7665462,0.5,1606.08,1120.59,24303.4,-25.858335174153453,-25.02489817249632,-25.93789817249632,0.021700700234031877,14635.0,0.4601472,20.34199582146352,20.130394,41639215000.0,-0.0004352739981352,0.29968414,0.9865637034186095,1.0,0.22689924,0.13523075,0.3315793,0.5028302,0.21521546,0.49620914,56.801374763285374,-29.082511877847963,0.4907598437441456,0.8013083,0.31267413,20.327309,47709170000.0,-0.13039671,0.65054697,20.327309,0.09678316,6.065535689705562e-05,2625378961,4.0,20.34199582146352,-22.345745,-0.18219744,6069955000.0,0.1623893,-0.4037668,-0.0067867115409434,1993699454918.31,6.065535689705562e-05,-6.065535689705562e-05,1.2515444075696875,0.3308223355294532,1.251544401985724,0.7205939648524804,1.2515443897222225,0.6301257208299076,2.9564088503514965,-0.3043352404366303,0.47076449371915796,-0.0962003587870676,10.678601861171051,10.619502533413382,9.783185471417246,12.299659690129996
